ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1314	"ENSMUSG00000078485"	"Plekhn1"	chr4	-	156306707	156306935	156306707	156306846	156307096	156307237	1314	115,89,103	0,0,1	113,122,128	2,0,0	138	49	1	1.0	1.0,1.0,0.973	0.953,1.0,1.0	0.007
1315	"ENSMUSG00000078485"	"Plekhn1"	chr4	-	156306707	156306938	156306707	156306846	156307096	156307237	1315	93,73,79	0,0,1	94,96,100	2,0,0	141	49	1	1.0	1.0,1.0,0.965	0.942,1.0,1.0	0.008
1316	"ENSMUSG00000078485"	"Plekhn1"	chr4	-	156306707	156306938	156306707	156306935	156307096	156307237	1316	7,3,3	29,19,27	5,5,7	24,31,35	52	49	0.737242513141	1.0	0.185,0.13,0.095	0.164,0.132,0.159	-0.015
1317	"ENSMUSG00000029071"	"Dvl1"	chr4	+	155938093	155938543	155938439	155938543	155937874	155937944	1317	309,299,275	0,1,0	341,385,330	0,0,0	395	49	1	1.0	1.0,0.974,1.0	1.0,1.0,1.0	-0.009
1318	"ENSMUSG00000040563"	"Plppr2"	chr9	+	21851980	21852169	21852055	21852169	21850594	21850674	1318	0,3,1	0,0,0	4,4,0	1,0,0	124	49	1	1.0	NA,1.0,1.0	0.613,1.0,NA	0.194
1320	"ENSMUSG00000006344"	"Ggt5"	chr10	+	75440145	75440418	75440358	75440418	75439800	75439996	1320	18,13,24	0,0,1	23,26,30	0,0,1	262	49	1	1.0	1.0,1.0,0.818	1.0,1.0,0.849	-0.01
1322	"ENSMUSG00000029060"	"Mib2"	chr4	-	155739708	155739896	155739708	155739727	155739978	155740762	1322	119,105,125	0,0,1	151,167,165	0,0,1	218	49	1	1.0	1.0,1.0,0.966	1.0,1.0,0.974	-0.003
1326	"ENSMUSG00000022221"	"Ripk3"	chr14	-	56025694	56025919	56025694	56025821	56026073	56026314	1326	87,80,73	1,1,4	63,76,62	0,1,1	147	49	1	1.0	0.967,0.964,0.859	1.0,0.962,0.954	-0.042
1327	"ENSMUSG00000052533"	"Nup188"	chr2	+	30191963	30192057	30192012	30192057	30191020	30191101	1327	4,15,6	68,102,67	5,4,5	60,47,60	98	49	0.413614606896	1.0	0.029,0.068,0.043	0.04,0.041,0.04	0.006
1328	"ENSMUSG00000052533"	"Nup188"	chr2	+	30191963	30192057	30192016	30192057	30191020	30191101	1328	15,33,16	3,0,0	13,19,15	0,0,0	102	49	0.564696968673	1.0	0.706,1.0,1.0	1.0,1.0,1.0	-0.098
1329	"ENSMUSG00000052533"	"Nup188"	chr2	+	30192012	30192057	30192016	30192057	30191020	30191101	1329	79,120,77	3,0,0	68,62,70	0,0,0	53	49	1	1.0	0.961,1.0,1.0	1.0,1.0,1.0	-0.013
1331	"ENSMUSG00000039410"	"Prdm16"	chr4	-	154422099	154422187	154422099	154422184	154425177	154426594	1331	1,0,0	0,0,0	3,0,0	0,0,1	52	49	1	1.0	1.0,NA,NA	1.0,NA,0.0	0.5
1334	"ENSMUSG00000062647"	"Rpl7a"	chr2	+	26802304	26802457	26802377	26802457	26802030	26802171	1334	99,101,107	2376,3175,2098	77,73,83	1940,2145,1874	122	49	0.783384709066	1.0	0.016,0.013,0.02	0.016,0.013,0.017	0.001
1335	"ENSMUSG00000062647"	"Rpl7a"	chr2	+	26802682	26803069	26802999	26803069	26802377	26802457	1335	4912,7047,4678	0,0,0	4294,4637,4314	0,1,0	366	49	1	1.0	1.0,1.0,1.0	1.0,0.998,1.0	0.001
1338	"ENSMUSG00000042804"	"Gpr153"	chr4	+	152367314	152369794	152367383	152369794	152366827	152367012	1338	1,0,1	0,1,0	2,4,1	0,0,0	118	49	1	1.0	1.0,0.0,1.0	1.0,1.0,1.0	-0.333
1340	"ENSMUSG00000022957"	"Itsn1"	chr16	+	91599922	91600019	91599925	91600019	91598525	91598594	1340	10,8,4	0,0,1	11,9,11	0,1,0	52	49	1	1.0	1.0,1.0,0.79	1.0,0.895,1.0	-0.035
1342	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424554	6424638	6424578	6424638	6424039	6424313	1342	9,17,11	256,302,244	9,20,7	287,312,297	73	49	0.624086165244	1.0	0.023,0.036,0.029	0.021,0.041,0.016	0.003
1343	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424748	6424928	6424849	6424928	6424578	6424638	1343	891,1050,1009	0,2,2	1096,982,1030	1,1,5	150	49	1	1.0	1.0,0.994,0.994	0.997,0.997,0.985	0.003
1344	"ENSMUSG00000014592"	"Camta1"	chr4	-	151168133	151168657	151168133	151168318	151169019	151169335	1344	11,13,22	7,2,1	44,24,43	5,2,5	388	49	0.254265190323	1.0	0.166,0.451,0.735	0.526,0.602,0.521	-0.099
1345	"ENSMUSG00000030309"	"Caprin2"	chr6	-	148743990	148744896	148743990	148744552	148746669	148746733	1345	162,148,149	0,0,1	155,157,164	1,0,3	393	49	0.381389404701	1.0	1.0,1.0,0.949	0.951,1.0,0.872	0.042
1346	"ENSMUSG00000039936"	"Pik3cd"	chr4	-	149738479	149738595	149738479	149738592	149738681	149738860	1346	16,10,11	80,77,71	15,12,19	86,93,87	52	49	0.760085032217	1.0	0.159,0.109,0.127	0.141,0.108,0.171	-0.008
1347	"ENSMUSG00000039936"	"Pik3cd"	chr4	-	149739583	149739714	149739583	149739705	149739792	149739957	1347	24,19,21	107,100,96	15,24,18	98,121,108	58	49	0.361747139972	1.0	0.159,0.138,0.156	0.115,0.144,0.123	0.024
1348	"ENSMUSG00000039936"	"Pik3cd"	chr4	-	149739792	149739960	149739792	149739957	149740037	149740088	1348	84,76,87	11,12,10	95,104,91	5,11,8	52	49	0.0895553761919	0.8870749837992664	0.878,0.856,0.891	0.947,0.899,0.915	-0.045
1349	"ENSMUSG00000039936"	"Pik3cd"	chr4	-	149741702	149741924	149741702	149741912	149742838	149742928	1349	120,132,125	0,0,0	111,154,114	2,0,4	61	49	0.565983254766	1.0	1.0,1.0,1.0	0.978,1.0,0.958	0.021
1350	"ENSMUSG00000021149"	"Gtpbp4"	chr13	-	9037791	9037995	9037791	9037983	9039088	9039181	1350	6,4,8	79,120,77	5,0,3	78,65,72	61	49	0.0955183172645	0.909648965803226	0.058,0.026,0.077	0.049,0.0,0.032	0.027
1351	"ENSMUSG00000024853"	"Sf3b2"	chr19	-	5338331	5338441	5338331	5338438	5341332	5341450	1351	243,268,210	12,16,17	241,269,212	9,7,11	52	49	0.0384478827929	0.6656885491828554	0.95,0.94,0.921	0.962,0.973,0.948	-0.024
1352	"ENSMUSG00000028960"	"Ube4b"	chr4	-	149419568	149419792	149419568	149419760	149421841	149421976	1352	9,7,9	88,95,87	9,9,7	107,99,112	81	49	0.615612172144	1.0	0.058,0.043,0.059	0.048,0.052,0.036	0.008
1353	"ENSMUSG00000063077"	"Kif1b"	chr4	-	149342326	149342538	149342326	149342460	149346592	149346735	1353	8,1,2	23,33,25	0,0,3	26,41,31	127	49	0.00805443682032	0.30680082070127995	0.118,0.012,0.03	0.0,0.0,0.036	0.041
1354	"ENSMUSG00000026019"	"Wdr12"	chr1	-	60136665	60136886	60136665	60136826	60137301	60137804	1354	72,138,87	1,0,0	87,61,75	0,0,0	109	49	1	1.0	0.97,1.0,1.0	1.0,1.0,1.0	-0.01
1355	"ENSMUSG00000029455"	"Aldh2"	chr5	-	121717666	121717807	121717666	121717804	121718676	121718781	1355	153,145,133	0,0,1	114,134,132	0,1,0	52	49	1	1.0	1.0,1.0,0.992	1.0,0.992,1.0	0.0
1356	"ENSMUSG00000029016"	"Clcn6"	chr4	-	148095110	148095267	148095110	148095233	148095428	148095586	1356	89,49,70	17,22,25	85,106,72	29,28,28	83	49	0.871624164874	1.0	0.756,0.568,0.623	0.634,0.691,0.603	0.006
1357	"ENSMUSG00000029016"	"Clcn6"	chr4	-	148108565	148108681	148108565	148108672	148110989	148111056	1357	2,1,0	34,33,29	0,2,2	44,47,31	58	49	1	1.0	0.047,0.025,0.0	0.0,0.035,0.052	-0.005
1358	"ENSMUSG00000029020"	"Mfn2"	chr4	-	147971662	147971805	147971662	147971770	147971871	147971980	1358	1,1,1	36,21,43	0,3,4	56,45,40	84	49	0.296270221948	1.0	0.016,0.027,0.013	0.0,0.037,0.055	-0.012
1359	"ENSMUSG00000078495"	"Zfp984"	chr4	-	147845677	147845782	147845677	147845735	147880114	147880181	1359	11,8,9	2,4,3	11,6,5	1,1,4	96	49	0.667139100112	1.0	0.737,0.505,0.605	0.849,0.754,0.39	-0.049
1360	"ENSMUSG00000022995"	"Enah"	chr1	-	181749222	181750065	181749222	181749333	181751124	181751405	1360	7,4,5	8,9,17	14,17,5	16,23,21	781	49	0.354454397104	1.0	0.052,0.027,0.018	0.052,0.044,0.015	-0.005
1361	"ENSMUSG00000025199"	"Chuk"	chr19	-	44067327	44067705	44067327	44067424	44070384	44070434	1361	292,201,254	39,35,54	315,275,334	49,39,40	330	49	0.207197861362	1.0	0.526,0.46,0.411	0.488,0.511,0.554	-0.052
1362	"ENSMUSG00000048148"	"Nwd1"	chr8	+	73431462	73431739	73431588	73431739	73429446	73429601	1362	90,53,110	1,0,1	88,49,64	1,0,0	175	49	1	1.0	0.962,1.0,0.969	0.961,1.0,1.0	-0.01
1365	"ENSMUSG00000032366"	"Tpm1"	chr9	-	66929874	66931847	66929874	66930723	66938310	66938380	1365	395,258,312	83,66,56	404,409,381	84,84,90	1173	49	0.927847215542	1.0	0.166,0.14,0.189	0.167,0.169,0.15	0.003
1366	"ENSMUSG00000034160"	"Ogt"	chrX	+	100686581	100686762	100686611	100686762	100683823	100683928	1366	451,353,367	80,56,80	458,482,493	106,95,89	79	49	0.453802141556	1.0	0.778,0.796,0.74	0.728,0.759,0.775	0.017
1367	"ENSMUSG00000039607"	"Rbms3"	chr9	-	116939028	116939186	116939028	116939183	117080794	117081547	1367	9,9,12	0,0,1	11,14,10	0,0,0	52	49	1	1.0	1.0,1.0,0.919	1.0,1.0,1.0	-0.027
1368	"ENSMUSG00000061474"	"Mrps36"	chr13	-	100875521	100875709	100875521	100875703	100877675	100877739	1368	148,203,99	14,20,15	152,115,132	14,8,14	55	49	0.392348989477	1.0	0.904,0.9,0.855	0.906,0.928,0.894	-0.023
1369	"ENSMUSG00000060261"	"Gtf2i"	chr5	-	134272360	134272453	134272360	134272441	134272754	134272810	1369	212,265,238	188,206,231	208,267,253	219,225,218	61	49	0.709204053392	1.0	0.475,0.508,0.453	0.433,0.488,0.482	0.011
1370	"ENSMUSG00000060261"	"Gtf2i"	chr5	-	134318140	134318275	134318140	134318266	134322600	134322739	1370	289,266,273	0,0,0	285,301,301	1,0,1	58	49	1	1.0	1.0,1.0,1.0	0.996,1.0,0.996	0.003
1372	"ENSMUSG00000021936"	"Mapk8"	chr14	-	33109128	33109253	33109128	33109249	33110756	33110939	1372	65,60,79	2,0,0	66,50,65	1,1,1	53	49	1	1.0	0.968,1.0,1.0	0.984,0.979,0.984	0.007
1373	"ENSMUSG00000046862"	"Pramel12"	chr4	+	143143189	143143522	143143209	143143522	143141918	143141983	1373	3,3,0	4,4,0	3,2,3	4,2,1	69	49	1	1.0	0.348,0.348,NA	0.348,0.415,0.681	-0.133
1377	"ENSMUSG00000029012"	"Orc5"	chr5	-	22731360	22731581	22731360	22731451	22734152	22734283	1377	61,84,73	0,0,1	71,87,86	0,0,0	179	49	1	1.0	1.0,1.0,0.952	1.0,1.0,1.0	-0.016
1378	"ENSMUSG00000029012"	"Orc5"	chr5	-	22751395	22751596	22751395	22751502	22752921	22753014	1378	142,151,153	1,2,2	179,140,178	2,4,0	143	49	0.816287284652	1.0	0.98,0.963,0.963	0.968,0.923,1.0	0.005
1379	"ENSMUSG00000037126"	"Psd"	chr19	-	46309207	46309405	46309207	46309402	46310494	46310935	1379	2,0,0	0,0,1	0,0,0	0,1,0	52	49	1	1.0	1.0,NA,0.0	NA,0.0,NA	0.5
1381	"ENSMUSG00000060601"	"Nr1h2"	chr7	-	44201378	44201669	44201378	44201660	44201930	44202044	1381	64,82,77	32,37,48	78,81,81	44,52,47	58	49	0.459042289075	1.0	0.628,0.652,0.575	0.6,0.568,0.593	0.031
1382	"ENSMUSG00000060601"	"Nr1h2"	chr7	-	44201378	44201767	44201378	44201660	44201930	44202044	1382	222,152,253	32,37,48	200,237,200	44,52,47	156	49	0.300085710331	1.0	0.685,0.563,0.623	0.588,0.589,0.572	0.041
1383	"ENSMUSG00000060601"	"Nr1h2"	chr7	-	44201378	44201767	44201378	44201669	44201930	44202044	1383	206,136,234	48,66,58	182,214,176	60,58,57	147	49	0.969454139656	1.0	0.589,0.407,0.574	0.503,0.552,0.507	0.003
1384	"ENSMUSG00000060601"	"Nr1h2"	chr7	-	44202120	44202178	44202120	44202143	44203002	44203132	1384	219,196,222	3,0,1	212,262,235	3,2,1	84	49	1	1.0	0.977,1.0,0.992	0.976,0.987,0.993	0.004
1385	"ENSMUSG00000060601"	"Nr1h2"	chr7	-	44202120	44202181	44202120	44202143	44203002	44203132	1385	164,153,192	3,0,1	176,208,179	3,2,1	87	49	0.580523746232	1.0	0.969,1.0,0.991	0.971,0.983,0.99	0.005
1386	"ENSMUSG00000060601"	"Nr1h2"	chr7	-	44202120	44202181	44202120	44202178	44203002	44203132	1386	55,46,62	110,89,92	57,72,47	93,126,103	52	49	0.87567693485	1.0	0.32,0.328,0.388	0.366,0.35,0.301	0.006
1387	"ENSMUSG00000041538"	"H2-Ob"	chr17	+	34461410	34461692	34461488	34461692	34459981	34460251	1387	40,20,29	1,0,0	64,89,62	0,1,0	127	49	1	1.0	0.939,1.0,1.0	1.0,0.972,1.0	-0.011
1388	"ENSMUSG00000041538"	"H2-Ob"	chr17	+	34462812	34462890	34462861	34462890	34462441	34462552	1388	1,1,2	28,17,24	3,3,2	33,49,37	98	49	0.4149774117	1.0	0.018,0.029,0.04	0.043,0.03,0.026	-0.004
1389	"ENSMUSG00000005069"	"Pex5"	chr6	-	124381091	124381202	124381091	124381181	124381588	124381679	1389	44,27,36	1,0,0	35,38,39	0,0,0	70	49	1	1.0	0.969,1.0,1.0	1.0,1.0,1.0	-0.01
1390	"ENSMUSG00000005069"	"Pex5"	chr6	-	124390527	124390749	124390527	124390660	124390965	124391001	1390	18,19,20	46,42,41	19,38,24	45,53,46	138	49	0.276919475579	1.0	0.122,0.138,0.148	0.13,0.203,0.156	-0.027
1392	"ENSMUSG00000028758"	"Kif17"	chr4	+	138016548	138016635	138016551	138016635	138008667	138008777	1392	0,0,1	0,0,0	1,0,0	0,1,0	52	49	1	1.0	NA,NA,1.0	1.0,0.0,NA	0.5
1393	"ENSMUSG00000028758"	"Kif17"	chr4	+	138016548	138016635	138016551	138016635	138015239	138015796	1393	0,0,1	0,0,1	1,0,1	1,1,0	52	49	1	1.0	NA,NA,0.485	0.485,0.0,1.0	-0.01
1394	"ENSMUSG00000028760"	"Eif4g3"	chr4	+	137847656	137847765	137847659	137847765	137832624	137832747	1394	103,98,96	38,44,25	78,75,78	38,30,26	52	49	0.522244336496	1.0	0.719,0.677,0.783	0.659,0.702,0.739	0.026
1395	"ENSMUSG00000028760"	"Eif4g3"	chr4	+	137907800	137907918	137907857	137907918	137905227	137905321	1395	157,176,139	69,75,47	147,147,118	45,63,63	106	49	0.871211808615	1.0	0.513,0.52,0.578	0.602,0.519,0.464	0.009
1396	"ENSMUSG00000041351"	"Rap1gap"	chr4	+	137454987	137455090	137455040	137455090	137454262	137454386	1396	18,4,7	0,0,0	13,20,15	1,2,0	102	49	0.652612676263	1.0	1.0,1.0,1.0	0.862,0.828,1.0	0.103
1397	"ENSMUSG00000041351"	"Rap1gap"	chr4	+	137455539	137455674	137455570	137455674	137454987	137455090	1397	4,2,2	6,3,3	1,2,2	4,7,8	80	49	0.115038732206	0.9877300982441394	0.29,0.29,0.29	0.133,0.149,0.133	0.152
1398	"ENSMUSG00000043411"	"Usp48"	chr4	+	137343023	137343152	137343026	137343152	137340992	137341172	1398	43,54,51	33,28,32	65,35,61	40,40,41	52	49	0.379835608752	1.0	0.551,0.645,0.6	0.605,0.452,0.584	0.052
1399	"ENSMUSG00000043411"	"Usp48"	chr4	+	137352467	137352598	137352470	137352598	137350584	137350699	1399	24,27,27	84,56,78	24,19,20	77,96,96	52	49	0.0436202670119	0.6949388546762776	0.212,0.312,0.246	0.227,0.157,0.164	0.074
1400	"ENSMUSG00000043411"	"Usp48"	chr4	+	137365070	137365201	137365075	137365201	137362208	137362319	1400	82,72,66	16,17,20	84,92,76	23,19,21	54	49	0.854128275402	1.0	0.823,0.794,0.75	0.768,0.815,0.767	0.006
1401	"ENSMUSG00000043411"	"Usp48"	chr4	+	137365070	137365201	137365075	137365201	137364244	137364298	1401	17,20,32	1,0,3	27,28,17	1,2,0	54	49	0.655822162491	1.0	0.939,1.0,0.906	0.961,0.927,1.0	-0.014
1402	"ENSMUSG00000043411"	"Usp48"	chr4	+	137382469	137382560	137382533	137382560	137380268	137380317	1402	26,20,21	115,121,134	24,25,22	149,154,148	113	49	0.506814014133	1.0	0.089,0.067,0.064	0.065,0.066,0.061	0.009
1403	"ENSMUSG00000028763"	"Hspg2"	chr4	+	137267505	137267660	137267523	137267660	137267281	137267417	1403	30,9,32	1,2,2	7,13,13	2,3,3	67	49	0.0349052313675	0.6500129752436666	0.956,0.767,0.921	0.719,0.76,0.76	0.135
1404	"ENSMUSG00000028763"	"Hspg2"	chr4	+	137276842	137276988	137276848	137276988	137275656	137275801	1404	18,10,8	0,0,0	14,6,10	0,1,0	55	49	1	1.0	1.0,1.0,1.0	1.0,0.842,1.0	0.053
1405	"ENSMUSG00000028664"	"Ephb2"	chr4	-	136399753	136399821	136399753	136399818	136400573	136400682	1405	4,0,1	14,7,9	0,2,1	4,10,4	52	49	0.393078428344	1.0	0.212,0.0,0.095	0.0,0.159,0.191	-0.014
1406	"ENSMUSG00000028664"	"Ephb2"	chr4	-	136402678	136402844	136402678	136402841	136411230	136411355	1406	5,4,0	10,3,6	1,0,0	8,5,5	52	49	0.000174709462752	0.022876020279089998	0.32,0.557,0.0	0.105,0.0,0.0	0.257
1409	"ENSMUSG00000040699"	"Limd2"	chr11	-	106050173	106050268	106050173	106050240	106050876	106050968	1409	608,504,624	6,7,3	710,708,609	4,6,4	77	49	0.644976730396	1.0	0.985,0.979,0.993	0.991,0.987,0.99	-0.004
1410	"ENSMUSG00000040699"	"Limd2"	chr11	-	106050173	106050268	106050173	106050240	106051185	106051686	1410	253,204,241	0,1,2	296,266,263	1,1,0	77	49	1	1.0	1.0,0.992,0.987	0.995,0.994,1.0	-0.003
1413	"ENSMUSG00000012117"	"Dhdds"	chr4	-	133721472	133721640	133721472	133721615	133724132	133724249	1413	10,9,6	94,77,65	1,9,9	54,83,73	74	49	0.603390948615	1.0	0.066,0.072,0.058	0.012,0.067,0.075	0.014
1414	"ENSMUSG00000038429"	"Usp5"	chr6	-	124801518	124801664	124801518	124801610	124801814	124801948	1414	189,238,190	1,5,1	203,220,154	4,1,2	103	49	0.921032509116	1.0	0.989,0.958,0.989	0.96,0.991,0.973	0.004
1417	"ENSMUSG00000028898"	"Trnau1ap"	chr4	-	132052518	132053356	132052518	132052571	132055779	132055877	1417	214,202,177	1,0,0	230,203,247	0,0,0	834	49	1	1.0	0.926,1.0,1.0	1.0,1.0,1.0	-0.025
1418	"ENSMUSG00000064141"	"Zfp69"	chr4	-	120791529	120791628	120791529	120791625	120792263	120792390	1418	1,1,5	2,5,8	1,1,2	6,2,2	52	49	0.521802248021	1.0	0.32,0.159,0.371	0.136,0.32,0.485	-0.03
1421	"ENSMUSG00000041718"	"Alg13"	chrX	+	143102894	143103057	143102998	143103057	143100799	143101117	1421	53,78,51	7,9,15	43,68,66	0,1,1	153	49	1.94519589325e-09	2.7167902642391668e-06	0.708,0.735,0.521	1.0,0.956,0.955	-0.316
1422	"ENSMUSG00000028911"	"Srsf4"	chr4	+	131613417	131613615	131613441	131613615	131612619	131612803	1422	22,17,11	27,60,46	17,13,10	30,34,59	73	49	0.639612544609	1.0	0.354,0.16,0.138	0.276,0.204,0.102	0.023
1423	"ENSMUSG00000085517"	"Gm12963"	chr4	-	129921759	129922139	129921759	129921851	129931605	129931675	1423	1,0,0	1,0,0	1,1,3	0,0,0	337	49	1	1.0	0.127,NA,NA	1.0,1.0,1.0	-0.873
1424	"ENSMUSG00000035125"	"Gcfc2"	chr6	+	81921301	81921501	81921387	81921501	81920409	81920522	1424	42,60,54	4,3,5	52,58,47	7,6,10	135	49	0.0661693889273	0.7799323581636788	0.792,0.879,0.797	0.729,0.778,0.63	0.11
1425	"ENSMUSG00000053730"	"Tmem39b"	chr4	-	129586225	129586466	129586225	129586309	129586858	129587078	1425	13,9,5	21,30,24	8,10,7	26,23,19	206	49	0.913401578739	1.0	0.128,0.067,0.047	0.068,0.094,0.081	-0.0
1426	"ENSMUSG00000028797"	"Tmem234"	chr4	+	129495987	129496054	129496014	129496054	129494775	129494927	1426	237,178,267	2,0,3	287,270,251	4,1,0	76	49	1	1.0	0.987,1.0,0.983	0.979,0.994,1.0	-0.001
1427	"ENSMUSG00000028797"	"Tmem234"	chr4	+	129495987	129496054	129496014	129496054	129495199	129495326	1427	175,114,191	1,1,0	188,186,167	1,0,3	76	49	1	1.0	0.991,0.987,1.0	0.992,1.0,0.973	0.004
1428	"ENSMUSG00000028797"	"Tmem234"	chr4	+	129495987	129496054	129496014	129496054	129495199	129495418	1428	188,127,214	3,5,3	187,195,179	5,3,4	76	49	0.916871527892	1.0	0.976,0.942,0.979	0.96,0.977,0.967	-0.002
1429	"ENSMUSG00000040859"	"Bsdc1"	chr4	+	129360615	129360783	129360706	129360783	129359022	129359139	1429	127,127,123	3,0,2	149,158,132	0,3,3	140	49	0.811960601396	1.0	0.937,1.0,0.956	1.0,0.949,0.939	0.002
1430	"ENSMUSG00000040928"	"S100pbp"	chr4	-	129075534	129076325	129075534	129076323	129077393	129077510	1430	97,94,108	0,1,0	93,109,102	0,0,0	51	49	1	1.0	1.0,0.989,1.0	1.0,1.0,1.0	-0.004
1431	"ENSMUSG00000040928"	"S100pbp"	chr4	-	129075759	129076325	129075759	129075893	129077393	129077510	1431	933,810,854	0,0,0	862,956,855	0,1,0	481	49	1	1.0	1.0,1.0,1.0	1.0,0.99,1.0	0.003
1433	"ENSMUSG00000028793"	"Rnf19b"	chr4	+	128967291	128967436	128967294	128967436	128965529	128965735	1433	12,6,11	52,36,47	10,10,10	56,65,60	52	49	0.406604817614	1.0	0.179,0.136,0.181	0.144,0.127,0.136	0.03
1435	"ENSMUSG00000042388"	"Dlgap3"	chr4	+	127129177	127129321	127129210	127129321	127128760	127128852	1435	3,2,2	1,0,0	2,2,1	0,0,1	82	49	1	1.0	0.642,1.0,1.0	1.0,1.0,0.374	0.089
1436	"ENSMUSG00000035215"	"Lsm7"	chr10	-	80689591	80689663	80689591	80689659	80690451	80690542	1436	103,199,133	1,4,7	94,107,87	2,0,2	53	49	0.078269466911	0.8435905615725424	0.99,0.979,0.946	0.978,1.0,0.976	-0.013
1437	"ENSMUSG00000035215"	"Lsm7"	chr10	-	80690451	80690545	80690451	80690542	80691014	80691043	1437	6,18,11	69,100,55	7,6,7	51,47,47	52	49	0.608369117179	1.0	0.076,0.145,0.159	0.115,0.107,0.123	0.012
1438	"ENSMUSG00000040613"	"Apobec1"	chr6	-	122568045	122568219	122568045	122568163	122573590	122573736	1438	28,26,19	21,28,20	29,38,33	25,31,28	105	49	0.600277015648	1.0	0.384,0.302,0.307	0.351,0.364,0.355	-0.026
1439	"ENSMUSG00000039987"	"Phtf2"	chr5	-	20969211	20969468	20969211	20969307	20970755	20970911	1439	17,21,15	38,32,24	11,29,19	28,32,23	210	49	0.399403778121	1.0	0.095,0.133,0.127	0.084,0.175,0.162	-0.022
1440	"ENSMUSG00000032562"	"Gnai2"	chr9	-	107491323	107492297	107491323	107491914	107492810	107493024	1440	6257,5565,5999	42,69,45	7470,7821,7250	59,51,56	432	49	0.223550167895	1.0	0.944,0.901,0.938	0.935,0.946,0.936	-0.011
1441	"ENSMUSG00000025403"	"Shmt2"	chr10	-	127356206	127356531	127356206	127356286	127356786	127356984	1441	151,271,100	116,244,112	83,111,130	87,98,75	294	49	0.410448198854	1.0	0.178,0.156,0.13	0.137,0.159,0.224	-0.019
1444	"ENSMUSG00000110195"	"Pde2a"	chr7	+	101152493	101152617	101152505	101152617	101152018	101152149	1444	14,7,1	84,53,13	5,3,6	16,24,15	61	49	0.247145082571	1.0	0.118,0.096,0.058	0.201,0.091,0.243	-0.088
1445	"ENSMUSG00000030125"	"Lrrc23"	chr6	-	124755974	124756138	124755974	124756109	124756485	124756667	1445	0,4,5	0,0,1	3,3,10	0,0,0	78	49	1	1.0	NA,1.0,0.759	1.0,1.0,1.0	-0.121
1446	"ENSMUSG00000030269"	"Mtmr14"	chr6	+	113254750	113254906	113254791	113254906	113247482	113247662	1446	122,65,110	3,1,5	102,105,76	2,3,3	90	49	0.869504705648	1.0	0.957,0.973,0.923	0.965,0.95,0.932	0.002
1447	"ENSMUSG00000016494"	"Cd34"	chr1	+	194631612	194631872	194631689	194631872	194630146	194630314	1447	60,37,38	0,0,0	49,62,62	0,1,0	126	49	1	1.0	1.0,1.0,1.0	1.0,0.96,1.0	0.013
1448	"ENSMUSG00000016494"	"Cd34"	chr1	+	194642087	194643587	194642243	194643587	194641373	194641538	1448	26,12,17	10,3,6	20,40,39	21,15,16	205	49	0.251071910184	1.0	0.383,0.489,0.404	0.185,0.389,0.368	0.111
1449	"ENSMUSG00000052296"	"Ppp6r1"	chr7	-	4644926	4645040	4644926	4645036	4645134	4645247	1449	623,652,671	8,3,3	683,697,618	6,3,3	53	49	1	1.0	0.986,0.995,0.995	0.991,0.995,0.995	-0.002
1450	"ENSMUSG00000028282"	"Casp8ap2"	chr4	+	32631805	32631880	32631815	32631880	32631065	32631166	1450	45,88,51	1,0,1	55,54,38	0,0,1	59	49	1	1.0	0.974,1.0,0.977	1.0,1.0,0.969	-0.006
1451	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89071158	89071253	89071158	89071201	89071350	89071446	1451	41,37,39	10,6,3	27,31,47	5,5,9	101	49	0.771025924058	1.0	0.665,0.749,0.863	0.724,0.75,0.717	0.029
1453	"ENSMUSG00000016308"	"Ube2a"	chrX	+	36146251	36146340	36146260	36146340	36145309	36145399	1453	147,214,181	0,1,0	154,172,158	0,0,0	58	49	1	1.0	1.0,0.994,1.0	1.0,1.0,1.0	-0.002
1454	"ENSMUSG00000060288"	"Ppih"	chr4	-	119157206	119157399	119157206	119157380	119167955	119168044	1454	35,51,31	67,107,68	31,30,25	61,63,70	68	49	0.627703166153	1.0	0.273,0.256,0.247	0.268,0.255,0.205	0.016
1456	"ENSMUSG00000029505"	"Ep400"	chr5	-	110816415	110816611	110816415	110816590	110818740	110818962	1456	122,182,176	10,8,17	144,152,141	9,13,8	70	49	0.801932694526	1.0	0.895,0.941,0.879	0.918,0.891,0.925	-0.006
1457	"ENSMUSG00000033365"	"Ipo13"	chr4	-	117751940	117752122	117751940	117752042	117752408	117752498	1457	170,161,128	3,2,0	123,138,118	3,1,0	129	49	0.760072157378	1.0	0.956,0.968,1.0	0.94,0.981,1.0	0.001
1459	"ENSMUSG00000028541"	"B4galt2"	chr4	-	117738511	117738902	117738511	117738867	117738972	117739014	1459	0,0,0	2,3,0	0,1,0	1,0,3	84	49	1	1.0	0.0,0.0,NA	0.0,1.0,0.0	-0.333
