ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
939	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18130944	18131040	18151587	18151683	18128519	18128623	18164266	18164401	939	89,114,73	69,74,83	87,95,76	59,72,81	98	98	0.972669589838	1.0	0.563,0.606,0.468	0.596,0.569,0.484	-0.004
940	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18151587	18151683	18164266	18164522	18130944	18131040	18167127	18167697	940	90,74,73	76,97,94	51,59,59	83,84,97	98	98	0.0541579932828	0.7844417354585351	0.542,0.433,0.437	0.381,0.413,0.378	0.08
941	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18175853	18175886	18191028	18191207	18175064	18175109	18201393	18201511	941	48,57,46	81,98,99	52,52,49	97,96,96	82	98	0.875992799652	1.0	0.415,0.41,0.357	0.39,0.393,0.379	0.007
942	"ENSMUSG00000021936"	"Mapk8"	chr14	-	33112198	33112270	33112629	33112701	33110756	33110939	33114898	33115064	942	8,12,11	105,109,90	10,6,9	98,101,97	98	98	0.487955328246	1.0	0.071,0.099,0.109	0.093,0.056,0.085	0.015
943	"ENSMUSG00000021936"	"Mapk8"	chr14	-	33114898	33115064	33124580	33124719	33112198	33112270	33124821	33124880	943	66,50,59	57,73,49	45,50,61	49,43,55	98	98	0.699962885367	1.0	0.537,0.407,0.546	0.479,0.538,0.526	-0.018
944	"ENSMUSG00000021936"	"Mapk8"	chr14	-	33114898	33115064	33124821	33124880	33112198	33112270	33130004	33130134	944	58,53,54	54,65,47	48,55,69	47,40,50	98	98	0.207543323919	1.0	0.518,0.449,0.535	0.505,0.579,0.58	-0.054
945	"ENSMUSG00000057637"	"Prdm2"	chr4	-	142896605	142896758	142905857	142905961	142888625	142888752	142907446	142907561	945	23,29,22	26,35,27	31,25,24	39,36,26	98	98	0.798673318344	1.0	0.469,0.453,0.449	0.443,0.41,0.48	0.013
946	"ENSMUSG00000075225"	"Ccdc162"	chr10	-	41417769	41417897	41422878	41422999	41415416	41415538	41426717	41426927	946	17,1,3	29,12,17	7,2,2	9,7,5	98	98	0.420169820011	1.0	0.37,0.077,0.15	0.437,0.222,0.286	-0.116
947	"ENSMUSG00000075225"	"Ccdc162"	chr10	-	41422878	41422999	41426717	41426927	41417769	41417897	41428313	41428466	947	43,13,16	12,3,3	5,14,11	1,3,5	98	98	0.855389381783	1.0	0.782,0.812,0.842	0.833,0.824,0.687	0.031
948	"ENSMUSG00000075225"	"Ccdc162"	chr10	-	41437106	41437256	41445838	41445948	41432760	41432814	41455110	41455203	948	22,10,2	12,0,4	6,5,7	6,2,3	98	98	0.602204464077	1.0	0.647,1.0,0.333	0.5,0.714,0.7	0.022
949	"ENSMUSG00000075225"	"Ccdc162"	chr10	-	41489288	41489338	41490776	41490888	41488765	41488942	41491828	41491980	949	10,9,11	22,24,23	15,7,4	22,15,12	98	98	0.666189874674	1.0	0.312,0.273,0.324	0.405,0.318,0.25	-0.021
950	"ENSMUSG00000075225"	"Ccdc162"	chr10	-	41503141	41503297	41505945	41506148	41500577	41500671	41509963	41510192	950	19,18,9	23,21,14	6,6,8	14,9,11	98	98	0.360168537316	1.0	0.452,0.462,0.391	0.3,0.4,0.421	0.061
951	"ENSMUSG00000019920"	"Lims1"	chr10	+	58248224	58248375	58249794	58249887	58245874	58246024	58252455	58252504	951	123,114,116	91,88,91	150,161,166	134,119,124	98	98	0.805161537148	1.0	0.575,0.564,0.56	0.528,0.575,0.572	0.008
952	"ENSMUSG00000073795"	"Spef1l"	chr7	-	139555774	139555871	139555890	139556041	139552354	139552520	139556387	139556586	952	1,0,0	0,2,0	1,0,1	0,1,0	98	98	1	1.0	1.0,0.0,NA	1.0,0.0,1.0	-0.167
953	"ENSMUSG00000035898"	"Uba6"	chr5	-	86284167	86284349	86285675	86285753	86282832	86282938	86288214	86288295	953	32,43,40	32,37,24	36,29,43	24,41,29	98	98	0.796111394698	1.0	0.5,0.537,0.625	0.6,0.414,0.597	0.017
954	"ENSMUSG00000035898"	"Uba6"	chr5	-	86285675	86285753	86288214	86288295	86284167	86284349	86289406	86289485	954	22,32,38	40,33,30	31,22,28	32,33,23	98	98	0.890416703736	1.0	0.355,0.492,0.559	0.492,0.4,0.549	-0.012
955	"ENSMUSG00000029823"	"Luc7l2"	chr6	+	38536138	38536239	38545781	38545852	38528448	38528843	38547444	38547539	955	2,0,3	37,16,25	2,3,3	43,38,33	98	98	0.527903639926	1.0	0.051,0.0,0.107	0.044,0.073,0.083	-0.014
956	"ENSMUSG00000029823"	"Luc7l2"	chr6	+	38536138	38536239	38547444	38547539	38532657	38535010	38561975	38562074	956	18,7,21	308,270,323	21,31,18	314,322,292	98	98	0.0538851791488	0.7844417354585351	0.055,0.025,0.061	0.063,0.088,0.058	-0.023
957	"ENSMUSG00000029823"	"Luc7l2"	chr6	+	38542589	38542657	38545781	38545852	38536138	38536239	38547444	38547539	957	37,15,44	36,16,26	39,40,30	44,41,35	98	98	0.216566311141	1.0	0.507,0.484,0.629	0.47,0.494,0.462	0.065
958	"ENSMUSG00000050608"	"Micos10"	chr4	-	138832300	138832410	138833166	138833214	138829124	138831323	138858232	138858424	958	305,415,350	474,524,479	358,372,358	551,522,483	97	98	0.765910867661	1.0	0.394,0.444,0.425	0.396,0.419,0.428	0.007
959	"ENSMUSG00000034028"	"Cd226"	chr18	+	89225150	89225489	89265108	89265456	89224693	89224765	89281394	89281491	959	29,21,27	49,12,18	17,29,19	10,23,16	98	98	0.53047248253	1.0	0.372,0.636,0.6	0.63,0.558,0.543	-0.041
960	"ENSMUSG00000028760"	"Eif4g3"	chr4	+	137811567	137811681	137814843	137814876	137810203	137810299	137824062	137824242	960	8,8,5	1,3,2	7,8,4	0,4,3	98	82	0.887378010597	1.0	0.87,0.691,0.677	1.0,0.626,0.527	0.028
963	"ENSMUSG00000028760"	"Eif4g3"	chr4	+	137903158	137903291	137904248	137904343	137899883	137899988	137905227	137905321	963	158,150,127	109,115,71	143,137,116	96,85,86	98	98	0.978988965761	1.0	0.592,0.566,0.641	0.598,0.617,0.574	0.003
964	"ENSMUSG00000028760"	"Eif4g3"	chr4	+	137911962	137912078	137915356	137915529	137910438	137910656	137917925	137918051	964	147,148,136	125,149,105	130,148,113	125,127,110	98	98	0.664001031498	1.0	0.54,0.498,0.564	0.51,0.538,0.507	0.016
965	"ENSMUSG00000057530"	"Ece1"	chr4	+	137641078	137641165	137648331	137648473	137632380	137632466	137653529	137653742	965	5,2,4	36,35,34	5,5,8	34,33,42	98	98	0.200408052626	1.0	0.122,0.054,0.105	0.128,0.132,0.16	-0.046
966	"ENSMUSG00000043411"	"Usp48"	chr4	+	137333999	137334127	137335368	137335493	137333062	137333219	137336308	137336417	966	86,79,107	77,81,88	109,102,89	89,101,105	98	98	0.583505596056	1.0	0.528,0.494,0.549	0.551,0.502,0.459	0.02
967	"ENSMUSG00000043411"	"Usp48"	chr4	+	137335368	137335493	137336308	137336417	137333999	137334127	137338000	137338134	967	54,65,72	101,118,122	51,63,76	121,118,127	98	98	0.607284366665	1.0	0.348,0.355,0.371	0.297,0.348,0.374	0.018
968	"ENSMUSG00000006699"	"Cdc42"	chr4	-	137059717	137059790	137063285	137063440	137056325	137056435	137084956	137085010	968	480,446,402	784,773,730	420,484,422	766,793,751	98	98	0.908375957982	1.0	0.38,0.366,0.355	0.354,0.379,0.36	0.003
969	"ENSMUSG00000036940"	"Kdm1a"	chr4	-	136279771	136279899	136281106	136281221	136279182	136279329	136281523	136281711	969	178,145,137	180,185,170	161,146,142	178,173,154	98	98	0.768100637771	1.0	0.497,0.439,0.446	0.475,0.458,0.48	-0.01
970	"ENSMUSG00000036940"	"Kdm1a"	chr4	-	136281106	136281221	136281523	136281711	136279771	136279899	136282483	136282616	970	173,188,137	142,146,115	157,161,139	112,131,121	98	98	0.893769879614	1.0	0.549,0.563,0.544	0.584,0.551,0.535	-0.005
971	"ENSMUSG00000023968"	"Crip3"	chr17	+	46740244	46740339	46740734	46740792	46739851	46739919	46740886	46741018	971	103,68,87	77,50,60	69,111,113	68,78,69	98	98	0.885871782993	1.0	0.572,0.576,0.592	0.504,0.587,0.621	0.009
972	"ENSMUSG00000012126"	"Ubxn11"	chr4	+	133843341	133843468	133850702	133850914	133840667	133840744	133851152	133851230	972	8,10,6	103,52,78	6,9,10	65,51,46	98	98	0.228112794599	1.0	0.072,0.161,0.071	0.085,0.15,0.179	-0.037
973	"ENSMUSG00000012117"	"Dhdds"	chr4	-	133710110	133710225	133718589	133718691	133707434	133707542	133719774	133719891	973	56,72,40	72,60,47	59,57,61	61,59,50	98	98	0.547440182825	1.0	0.437,0.545,0.46	0.492,0.491,0.55	-0.03
974	"ENSMUSG00000012117"	"Dhdds"	chr4	-	133718589	133718691	133719774	133719891	133710110	133710225	133721472	133721615	974	72,71,44	61,70,54	60,77,64	59,75,49	98	98	0.596737154249	1.0	0.541,0.504,0.449	0.504,0.507,0.566	-0.028
975	"ENSMUSG00000012117"	"Dhdds"	chr4	-	133719774	133719891	133721472	133721615	133718589	133718691	133724132	133724249	975	94,77,65	56,72,40	54,83,73	60,58,60	98	98	0.323031438173	1.0	0.627,0.517,0.619	0.474,0.589,0.549	0.05
976	"ENSMUSG00000029767"	"Calu"	chr6	+	29361292	29361486	29361558	29361752	29356469	29356696	29366038	29366205	976	185,159,155	127,120,113	166,151,142	156,168,128	98	98	0.0138871089703	0.40860033803346874	0.593,0.57,0.578	0.516,0.473,0.526	0.075
977	"ENSMUSG00000028898"	"Trnau1ap"	chr4	-	132046765	132046885	132048989	132049121	132041515	132041678	132052518	132052571	977	48,36,34	43,76,59	36,42,35	50,60,59	98	98	0.991039196186	1.0	0.527,0.321,0.366	0.419,0.412,0.372	0.004
978	"ENSMUSG00000028898"	"Trnau1ap"	chr4	-	132052662	132052800	132053256	132053356	132052518	132052571	132055779	132055877	978	63,68,58	2,4,4	52,55,46	3,2,6	98	98	0.517090911006	1.0	0.969,0.944,0.935	0.945,0.965,0.885	0.018
980	"ENSMUSG00000041718"	"Alg13"	chrX	+	143102894	143102998	143102998	143103057	143100998	143101117	143105007	143105146	980	19,21,10	49,43,64	6,22,15	30,36,31	98	98	0.406720065843	1.0	0.279,0.328,0.135	0.167,0.379,0.326	-0.043
981	"ENSMUSG00000028772"	"Zcchc17"	chr4	-	130243057	130243115	130247928	130248049	130232276	130232377	130253668	130253736	981	57,69,67	72,72,66	59,65,83	94,90,95	98	98	0.172007805023	1.0	0.442,0.489,0.504	0.386,0.419,0.466	0.055
982	"ENSMUSG00000074519"	"Zfp971"	chr2	+	177673047	177673174	177673382	177673443	177665171	177665174	177674593	177675815	982	9,2,8	2,0,3	6,6,7	4,5,3	98	98	0.0635231175424	0.8252049988242401	0.818,1.0,0.727	0.6,0.545,0.7	0.233
984	"ENSMUSG00000021820"	"Camk2g"	chr14	-	20821074	20821129	20829271	20829331	20820131	20820197	20842586	20842681	984	79,77,67	94,74,72	75,68,81	93,86,87	98	98	0.511906100638	1.0	0.457,0.51,0.482	0.446,0.442,0.482	0.026
985	"ENSMUSG00000035125"	"Gcfc2"	chr6	+	81918298	81918422	81919909	81919991	81916360	81916547	81920409	81920522	985	29,22,15	19,21,29	17,19,24	31,32,27	98	98	0.264417030954	1.0	0.604,0.512,0.341	0.354,0.373,0.471	0.086
986	"ENSMUSG00000028782"	"Adgrb2"	chr4	+	129899182	129899347	129900544	129900709	129898817	129898901	129901354	129901519	986	0,0,0	0,0,1	0,1,0	0,0,2	98	98	1	1.0	NA,NA,0.0	NA,1.0,0.0	-0.5
988	"ENSMUSG00000028797"	"Tmem234"	chr4	+	129495199	129495326	129495662	129495754	129494775	129495036	129495987	129496054	988	38,24,41	22,8,17	42,53,34	14,28,18	98	98	0.912877395434	1.0	0.633,0.75,0.707	0.75,0.654,0.654	0.011
989	"ENSMUSG00000028797"	"Tmem234"	chr4	+	129495199	129495326	129495987	129496054	129494775	129495036	129500879	129500972	989	33,20,39	348,275,400	30,40,28	406,421,401	98	98	0.514167953436	1.0	0.087,0.068,0.089	0.069,0.087,0.065	0.008
990	"ENSMUSG00000028797"	"Tmem234"	chr4	+	129495199	129495418	129495662	129495754	129494775	129494927	129495987	129496054	990	47,38,65	22,11,15	49,50,52	13,27,19	98	98	0.465002392244	1.0	0.681,0.776,0.812	0.79,0.649,0.732	0.033
991	"ENSMUSG00000028797"	"Tmem234"	chr4	+	129495199	129495418	129495987	129496054	129494775	129494927	129500879	129500972	991	28,21,40	343,285,411	38,29,34	438,437,413	98	98	0.650080921858	1.0	0.075,0.069,0.089	0.08,0.062,0.076	0.005
992	"ENSMUSG00000028797"	"Tmem234"	chr4	+	129495199	129495418	129496014	129496054	129494775	129494927	129500879	129500972	992	28,21,40	249,199,300	38,29,34	293,307,297	98	89	0.791208740844	1.0	0.093,0.087,0.108	0.105,0.079,0.094	0.003
993	"ENSMUSG00000028797"	"Tmem234"	chr4	+	129495199	129495418	129495662	129495754	129494775	129495036	129495987	129496054	993	51,37,64	22,8,17	41,62,46	14,28,18	98	98	0.269134018648	1.0	0.699,0.822,0.79	0.745,0.689,0.719	0.053
994	"ENSMUSG00000028797"	"Tmem234"	chr4	+	129495199	129495418	129495987	129496054	129494775	129495036	129500879	129500972	994	32,20,39	348,275,400	30,41,28	406,421,401	98	98	0.59693962528	1.0	0.084,0.068,0.089	0.069,0.089,0.065	0.006
995	"ENSMUSG00000040928"	"S100pbp"	chr4	-	129072033	129072125	129073981	129074064	129049217	129049302	129075534	129075633	995	69,71,67	95,69,81	87,93,90	102,100,76	98	98	0.369880860449	1.0	0.421,0.507,0.453	0.46,0.482,0.542	-0.034
996	"ENSMUSG00000042333"	"Tnfrsf14"	chr4	-	155006936	155006968	155007654	155007818	155006389	155006784	155008870	155008961	996	120,79,91	59,45,49	111,145,121	75,71,60	98	81	0.824663130394	1.0	0.627,0.592,0.606	0.55,0.628,0.625	0.007
997	"ENSMUSG00000043872"	"Zmym1"	chr4	-	126944356	126944394	126944536	126944665	126940886	126943699	126945067	126945218	997	52,50,50	28,30,30	48,47,51	13,27,32	98	87	0.447196339623	1.0	0.622,0.597,0.597	0.766,0.607,0.586	-0.048
998	"ENSMUSG00000040813"	"Tex264"	chr9	-	106539558	106539727	106550715	106550937	106535944	106536506	106559066	106559362	998	44,58,38	57,69,69	48,63,49	69,75,76	98	98	0.933068101217	1.0	0.436,0.457,0.355	0.41,0.457,0.392	-0.004
999	"ENSMUSG00000040813"	"Tex264"	chr9	-	106550715	106550937	106559066	106559362	106539558	106539727	106562127	106562194	999	57,58,66	59,51,68	63,76,72	76,93,78	98	98	0.280299916558	1.0	0.491,0.532,0.493	0.453,0.45,0.48	0.044
1000	"ENSMUSG00000042446"	"Zmym4"	chr4	-	126800313	126800429	126800878	126801029	126799664	126799940	126804582	126804795	1000	21,33,27	17,17,18	17,19,15	28,23,15	98	98	0.0122192088588	0.3848125092881182	0.553,0.66,0.6	0.378,0.452,0.5	0.161
1001	"ENSMUSG00000040613"	"Apobec1"	chr6	-	122568045	122568163	122573590	122573736	122565103	122565131	122577016	122577084	1001	35,40,17	30,23,29	24,40,40	30,57,50	98	98	0.211326123273	1.0	0.538,0.635,0.37	0.444,0.412,0.444	0.081
1002	"ENSMUSG00000028868"	"Wasf2"	chr4	+	132903751	132903923	132912279	132912414	132857815	132858039	132912909	132913063	1002	116,119,104	252,215,289	155,140,126	321,303,303	98	98	0.952807270235	1.0	0.315,0.356,0.265	0.326,0.316,0.294	0.0
1003	"ENSMUSG00000028868"	"Wasf2"	chr4	+	132916388	132916506	132917439	132917570	132912909	132913063	132919415	132919571	1003	263,219,289	184,202,209	302,312,303	233,262,230	98	98	0.854126120556	1.0	0.588,0.52,0.58	0.564,0.544,0.568	0.004
1004	"ENSMUSG00000028868"	"Wasf2"	chr4	+	132917439	132917570	132919415	132919571	132916388	132916506	132921706	132922218	1004	272,232,256	209,194,248	324,327,292	241,263,231	98	98	0.397373473532	1.0	0.565,0.545,0.508	0.573,0.554,0.558	-0.022
1005	"ENSMUSG00000028861"	"Mrps15"	chr4	+	125945117	125945202	125947292	125947351	125944272	125944321	125948753	125948945	1005	124,150,114	155,234,148	94,110,113	121,136,111	98	98	0.195747102114	1.0	0.444,0.391,0.435	0.437,0.447,0.504	-0.039
1006	"ENSMUSG00000028861"	"Mrps15"	chr4	+	125947292	125947351	125948753	125948945	125945117	125945202	125949172	125949325	1006	117,153,129	79,137,90	97,114,82	84,96,77	98	98	0.306323446165	1.0	0.597,0.528,0.589	0.536,0.543,0.516	0.04
1007	"ENSMUSG00000020778"	"Ten1"	chr11	+	116095670	116095805	116096436	116096594	116089680	116089809	116105664	116106144	1007	50,49,51	106,81,72	51,47,38	78,76,81	98	98	0.969862222564	1.0	0.321,0.377,0.415	0.395,0.382,0.319	0.006
1008	"ENSMUSG00000025403"	"Shmt2"	chr10	-	127356206	127356286	127356786	127356975	127355839	127356040	127358156	127358255	1008	20,48,26	142,296,121	11,19,20	115,114,107	98	98	0.473162713729	1.0	0.123,0.14,0.177	0.087,0.143,0.157	0.018
1009	"ENSMUSG00000025403"	"Shmt2"	chr10	-	127356206	127356286	127356786	127356984	127355839	127356040	127358156	127358313	1009	87,205,87	142,296,121	69,78,59	115,114,107	98	98	0.466634938798	1.0	0.38,0.409,0.418	0.375,0.406,0.355	0.024
1011	"ENSMUSG00000068663"	"Clec16a"	chr16	+	10456650	10456779	10462624	10462745	10453109	10453160	10506343	10506495	1011	20,25,33	47,47,40	44,33,35	52,52,46	98	98	0.257363174948	1.0	0.299,0.347,0.452	0.458,0.388,0.432	-0.06
1012	"ENSMUSG00000030269"	"Mtmr14"	chr6	+	113246692	113246831	113254750	113254906	113245588	113245656	113257563	113257880	1012	7,3,3	49,35,67	3,2,1	43,48,44	98	98	0.0933755879696	0.963435263176907	0.125,0.079,0.043	0.065,0.04,0.022	0.04
1013	"ENSMUSG00000030269"	"Mtmr14"	chr6	+	113246692	113246831	113247482	113247662	113246461	113246520	113257563	113258157	1013	43,41,78	16,13,14	44,42,48	19,22,14	98	98	0.108206153153	1.0	0.729,0.759,0.848	0.698,0.656,0.774	0.069
1014	"ENSMUSG00000052296"	"Ppp6r1"	chr7	-	4642512	4642610	4642689	4642779	4638964	4639272	4642891	4642977	1014	558,562,584	596,644,639	663,658,596	676,713,649	98	98	0.704333309907	1.0	0.484,0.466,0.478	0.495,0.48,0.479	-0.009
1015	"ENSMUSG00000032897"	"Nfyc"	chr4	-	120616528	120616588	120618824	120618932	120614634	120615493	120622410	120622569	1015	86,101,111	62,75,72	85,89,92	61,66,73	98	98	0.657334931846	1.0	0.581,0.574,0.607	0.582,0.574,0.558	0.016
1016	"ENSMUSG00000032897"	"Nfyc"	chr4	-	120618824	120618932	120622410	120622569	120616528	120616588	120625922	120626096	1016	124,150,125	145,146,129	121,132,135	144,159,128	98	98	0.688247144771	1.0	0.461,0.507,0.492	0.457,0.454,0.513	0.012
1017	"ENSMUSG00000061028"	"Clasrp"	chr7	-	19329383	19329481	19337114	19337230	19328831	19328933	19338336	19338384	1017	56,60,74	84,73,74	71,88,76	69,94,89	98	98	0.428186044702	1.0	0.4,0.451,0.5	0.507,0.484,0.461	-0.034
1018	"ENSMUSG00000076498"	"Trbc2"	chr6	+	41524543	41524561	41524705	41524812	41523663	41524038	41525094	41525286	1018	2204,1630,2387	6392,4832,7201	2200,2130,2033	6562,6419,6116	67	98	0.873388705934	1.0	0.335,0.33,0.327	0.329,0.327,0.327	0.003
1019	"ENSMUSG00000037896"	"Rcor1"	chr12	+	111048157	111048241	111059514	111059567	111006395	111006455	111063888	111064050	1019	50,61,64	70,82,57	44,56,60	62,76,73	98	98	0.568097670719	1.0	0.417,0.427,0.529	0.415,0.424,0.451	0.028
1020	"ENSMUSG00000037896"	"Rcor1"	chr12	+	111059514	111059567	111063888	111064050	111048157	111048241	111066353	111066472	1020	67,82,74	60,89,57	57,70,71	86,71,87	98	98	0.0764976487334	0.9062032199919279	0.528,0.48,0.565	0.399,0.496,0.449	0.076
1021	"ENSMUSG00000037896"	"Rcor1"	chr12	+	111063888	111064050	111066353	111066472	111059514	111059567	111068063	111068142	1021	68,82,58	102,114,117	62,76,73	126,108,93	98	98	0.819842866406	1.0	0.4,0.418,0.331	0.33,0.413,0.44	-0.011
1022	"ENSMUSG00000028282"	"Casp8ap2"	chr4	+	32634767	32634883	32643539	32646660	32631065	32631166	32648026	32648126	1022	1,1,0	67,79,53	0,0,0	63,62,69	98	98	1	1.0	0.015,0.012,0.0	0.0,0.0,0.0	0.009
1023	"ENSMUSG00000063524"	"Eno1"	chr4	+	150326223	150326282	150326578	150326637	150325501	150325597	150328461	150328531	1023	2,1,1	467,697,397	2,0,3	435,486,472	98	98	1	1.0	0.004,0.001,0.003	0.005,0.0,0.006	-0.001
1024	"ENSMUSG00000001229"	"Dpp9"	chr17	-	56507582	56507683	56509840	56509902	56506255	56506433	56511171	56511300	1024	57,81,68	30,70,55	72,92,54	70,69,61	98	98	0.231476141037	1.0	0.655,0.536,0.553	0.507,0.571,0.47	0.065
1025	"ENSMUSG00000025217"	"Btrc"	chr19	+	45411571	45411679	45444971	45445049	45394983	45395025	45459453	45459543	1025	9,7,3	31,15,17	2,1,7	20,23,19	98	98	0.114372272	1.0	0.225,0.318,0.15	0.091,0.042,0.269	0.097
1026	"ENSMUSG00000025217"	"Btrc"	chr19	+	45444971	45445049	45459453	45459543	45352271	45352325	45491370	45491602	1026	5,1,4	18,23,26	4,8,5	17,23,25	98	98	0.154909483346	1.0	0.217,0.042,0.133	0.19,0.258,0.167	-0.074
1027	"ENSMUSG00000025217"	"Btrc"	chr19	+	45444971	45445049	45459453	45459543	45411571	45411679	45491370	45491602	1027	12,12,15	19,25,28	14,11,12	17,22,27	98	98	0.914869262771	1.0	0.387,0.324,0.349	0.452,0.333,0.308	-0.011
1028	"ENSMUSG00000029505"	"Ep400"	chr5	-	110843818	110843913	110845074	110845233	110843138	110843404	110846617	110846782	1028	56,69,74	84,101,98	62,83,68	94,99,100	98	98	0.832571077731	1.0	0.4,0.406,0.43	0.397,0.456,0.405	-0.007
1029	"ENSMUSG00000029505"	"Ep400"	chr5	-	110875394	110875444	110877099	110877178	110874756	110874814	110877688	110877829	1029	97,108,76	100,128,132	89,91,76	94,105,85	98	98	0.372667684982	1.0	0.492,0.458,0.365	0.486,0.464,0.472	-0.036
1030	"ENSMUSG00000033365"	"Ipo13"	chr4	-	117752408	117752498	117752616	117752675	117751940	117752122	117752759	117752826	1030	56,64,70	54,51,46	49,58,65	33,43,29	98	98	0.179283233151	1.0	0.509,0.557,0.603	0.598,0.574,0.691	-0.065
1031	"ENSMUSG00000041836"	"Ptpre"	chr7	+	135255621	135255758	135260781	135260872	135253818	135253892	135264972	135265049	1031	24,31,34	38,30,34	42,30,34	36,35,51	98	98	0.994452174126	1.0	0.387,0.508,0.5	0.538,0.462,0.4	-0.002
1032	"ENSMUSG00000048766"	"Skint10"	chr4	-	112572965	112573088	112603755	112604037	112568343	112568886	112622233	112622314	1032	14,5,11	25,11,23	33,42,35	47,64,64	98	98	0.342168805177	1.0	0.359,0.312,0.324	0.412,0.396,0.354	-0.056
1033	"ENSMUSG00000048766"	"Skint10"	chr4	-	112603755	112604037	112622233	112622314	112586013	112586184	112631951	112632022	1033	17,2,12	17,12,19	27,34,34	11,35,45	98	98	0.104763429538	0.9988568270400595	0.5,0.143,0.387	0.711,0.493,0.43	-0.201
1034	"ENSMUSG00000034401"	"Spata6"	chr4	+	111656266	111656451	111663127	111663179	111641999	111642040	111679937	111680029	1034	68,66,61	15,13,10	77,92,74	9,17,13	98	98	0.469290865908	1.0	0.819,0.835,0.859	0.895,0.844,0.851	-0.026
1035	"ENSMUSG00000034401"	"Spata6"	chr4	+	111656266	111656451	111663127	111663227	111641999	111642040	111679937	111680029	1035	68,66,61	83,68,74	77,92,74	78,90,81	98	98	0.449733419056	1.0	0.45,0.493,0.452	0.497,0.505,0.477	-0.028
1036	"ENSMUSG00000028559"	"Osbpl9"	chr4	-	108940285	108940445	108943523	108943628	108930233	108930346	108944591	108944682	1036	61,73,83	86,83,95	99,91,81	116,109,108	98	98	0.955227481602	1.0	0.415,0.468,0.466	0.46,0.455,0.429	0.002
1037	"ENSMUSG00000078490"	"Cfap74"	chr4	+	155503303	155503447	155504703	155504802	155503076	155503152	155506656	155506761	1037	29,27,49	12,8,20	44,47,50	17,26,9	98	98	0.872069401203	1.0	0.707,0.771,0.71	0.721,0.644,0.847	-0.008
1038	"ENSMUSG00000085396"	"Firre"	chrX	-	49692315	49692402	49697354	49697481	49689620	49689775	49697563	49697691	1038	8,2,4	6,2,7	0,10,5	1,3,1	98	98	0.190903595242	1.0	0.571,0.5,0.364	0.0,0.769,0.833	-0.056
1039	"ENSMUSG00000032330"	"Cox7a2"	chr9	-	79663558	79663643	79665771	79665861	79662642	79662887	79666921	79667160	1039	559,688,602	392,511,446	559,564,542	398,397,391	98	98	0.820015138182	1.0	0.588,0.574,0.574	0.584,0.587,0.581	-0.005
1040	"ENSMUSG00000061887"	"Ssbp3"	chr4	+	106866875	106866965	106884413	106884494	106772841	106772926	106885389	106885449	1040	292,295,252	78,125,57	310,357,332	14,12,17	98	98	0	0.0	0.789,0.702,0.816	0.957,0.967,0.951	-0.189
1041	"ENSMUSG00000061887"	"Ssbp3"	chr4	+	106866875	106866965	106884413	106884494	106772841	106772926	106888058	106888125	1041	203,209,172	0,0,1	187,188,183	0,0,0	98	98	1	1.0	1.0,1.0,0.994	1.0,1.0,1.0	-0.002
1042	"ENSMUSG00000061887"	"Ssbp3"	chr4	+	106866875	106866965	106885389	106885449	106772841	106772926	106888058	106888125	1042	203,209,172	191,185,170	187,188,183	160,159,175	98	98	0.636670351091	1.0	0.515,0.53,0.503	0.539,0.542,0.511	-0.015
1043	"ENSMUSG00000061887"	"Ssbp3"	chr4	+	106884413	106884494	106885389	106885449	106772841	106772926	106888058	106888125	1043	0,0,1	191,185,170	0,0,0	160,159,175	98	98	1	1.0	0.0,0.0,0.006	0.0,0.0,0.0	0.002
1044	"ENSMUSG00000061887"	"Ssbp3"	chr4	+	106884413	106884494	106885389	106885449	106866875	106866965	106888058	106888125	1044	64,97,64	280,271,250	12,16,13	282,328,324	98	98	0	0.0	0.186,0.264,0.204	0.041,0.047,0.039	0.176
1045	"ENSMUSG00000028521"	"Slc35d1"	chr4	-	103062302	103062395	103065306	103065409	103048028	103048096	103067725	103067794	1045	55,28,40	25,33,34	80,66,80	43,35,37	98	98	0.111457666714	1.0	0.687,0.459,0.541	0.65,0.653,0.684	-0.1
1046	"ENSMUSG00000028522"	"Mier1"	chr4	+	102996554	102996713	102997307	102997440	102988162	102988308	102998033	102998098	1046	296,162,290	388,263,498	286,266,272	409,416,434	98	98	0.958111812886	1.0	0.433,0.381,0.368	0.412,0.39,0.385	-0.002
1047	"ENSMUSG00000028523"	"Dynlt5"	chr4	+	102849691	102849783	102859654	102859779	102848980	102849224	102861337	102861767	1047	27,13,33	52,14,63	32,31,39	62,52,42	98	98	0.626057636316	1.0	0.342,0.481,0.344	0.34,0.373,0.481	-0.009
1048	"ENSMUSG00000024286"	"Ccny"	chr18	-	9319408	9319571	9332783	9332950	9312303	9316672	9345193	9345313	1048	130,109,107	110,111,96	89,94,111	110,131,108	98	98	0.0678650150624	0.8601063037024294	0.542,0.495,0.527	0.447,0.418,0.507	0.064
