ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
913	"ENSMUSG00000025437"	"Usp33"	chr3	+	152095377	152095480	152095377	152095468	152097286	152097355	913	90,60,83	1,0,1	96,115,96	2,0,1	61	49	1	1.0	0.986,1.0,0.985	0.975,1.0,0.987	0.003
916	"ENSMUSG00000007655"	"Cav1"	chr6	+	17306409	17306488	17306409	17306478	17307879	17308044	916	0,1,2	11,9,10	0,2,1	16,20,17	59	49	0.398738979732	1.0	0.0,0.084,0.142	0.0,0.077,0.047	0.034
918	"ENSMUSG00000036377"	"Cracd"	chr5	+	77004177	77007001	77004177	77006992	77013846	77014037	918	7,0,3	2,0,0	2,4,2	1,2,2	58	49	1	1.0	0.747,NA,1.0	0.628,0.628,0.458	0.302
921	"ENSMUSG00000028149"	"Rap1gds1"	chr3	-	138727526	138727696	138727573	138727696	138721306	138721432	921	0,3,0	102,133,111	5,3,5	108,116,103	96	49	0.244404232749	1.0	0.0,0.011,0.0	0.023,0.013,0.024	-0.016
922	"ENSMUSG00000028312"	"Smc2"	chr4	+	52439242	52439410	52439242	52439334	52440200	52440423	922	155,228,170	25,35,19	160,144,135	21,19,18	125	49	0.687074024358	1.0	0.708,0.719,0.778	0.749,0.748,0.746	-0.013
923	"ENSMUSG00000028312"	"Smc2"	chr4	+	52439242	52439410	52439242	52439334	52442252	52442402	923	84,120,91	1,0,1	88,74,60	1,0,0	125	49	1	1.0	0.971,1.0,0.973	0.972,1.0,1.0	-0.009
924	"ENSMUSG00000061461"	"Smim20"	chr5	+	53425364	53425673	53425364	53425412	53434484	53434541	924	58,39,43	1,1,2	64,62,82	0,0,1	310	49	0.179424074357	0.9453526498379571	0.902,0.86,0.773	1.0,1.0,0.928	-0.131
925	"ENSMUSG00000024174"	"Pot1b"	chr17	-	55979771	55979893	55979830	55979893	55976739	55976896	925	7,7,5	29,23,28	5,9,12	40,33,29	108	49	0.820100568756	1.0	0.099,0.121,0.075	0.054,0.11,0.158	-0.009
926	"ENSMUSG00000028017"	"Egf"	chr3	-	129500857	129501025	129500924	129501025	129499752	129499899	926	2,0,4	2,2,1	1,3,3	0,0,0	116	49	2.3032145533e-06	0.0006269861839538889	0.297,0.0,0.628	1.0,1.0,1.0	-0.692
929	"ENSMUSG00000051278"	"Zgrf1"	chr3	+	127402133	127402517	127402133	127402281	127405432	127405560	929	10,18,6	38,47,34	8,5,4	45,32,37	285	49	0.0340007718979	0.4403232599026579	0.043,0.062,0.029	0.03,0.026,0.018	0.02
931	"ENSMUSG00000051331"	"Cacna1c"	chr6	-	118607185	118607392	118607359	118607392	118604402	118604531	931	4,4,3	0,0,0	0,1,0	1,0,0	223	49	1	1.0	1.0,1.0,1.0	0.0,1.0,NA	0.5
932	"ENSMUSG00000053819"	"Camk2d"	chr3	+	126564433	126565495	126564433	126564506	126574008	126574111	932	29,25,17	15,11,14	14,11,14	18,23,18	1038	49	0.000650572928452	0.04980948983460625	0.084,0.097,0.054	0.035,0.022,0.035	0.048
933	"ENSMUSG00000024613"	"Tcof1"	chr18	-	60954704	60954836	60954714	60954836	60952459	60952682	933	11,7,13	209,327,227	6,12,10	201,229,214	59	49	0.870833376656	1.0	0.042,0.017,0.045	0.024,0.042,0.037	0.0
934	"ENSMUSG00000028013"	"Ppa2"	chr3	+	133082309	133082402	133082309	133082349	133083610	133083996	934	6,4,5	1,5,2	7,11,3	0,4,4	102	49	0.571309087661	1.0	0.742,0.278,0.546	1.0,0.569,0.265	-0.089
938	"ENSMUSG00000029201"	"Ugdh"	chr5	-	65577591	65580125	65579977	65580125	65575820	65575951	938	463,367,456	1,0,0	527,522,553	0,0,0	2435	49	1	1.0	0.903,1.0,1.0	1.0,1.0,1.0	-0.032
939	"ENSMUSG00000028467"	"Gba2"	chr4	-	43569488	43569955	43569829	43569955	43569180	43569285	939	322,333,313	1,0,0	356,382,349	3,0,1	390	49	0.4179126676	1.0	0.976,1.0,1.0	0.937,1.0,0.978	0.02
940	"ENSMUSG00000002227"	"Mov10"	chr3	-	104725573	104725879	104725672	104725879	104725251	104725437	940	0,1,1	0,0,1	0,1,0	0,0,0	148	49	1	1.0	NA,1.0,0.249	NA,1.0,NA	-0.375
941	"ENSMUSG00000002227"	"Mov10"	chr3	-	104725573	104725879	104725672	104725879	104725251	104725472	941	2,2,1	0,0,0	2,0,2	0,1,0	148	49	1	1.0	1.0,1.0,1.0	1.0,0.0,1.0	0.333
942	"ENSMUSG00000028133"	"Rwdd3"	chr3	-	120952416	120952904	120952463	120952904	120950049	120950165	942	11,4,13	0,0,0	15,14,17	0,1,0	96	49	1	1.0	1.0,1.0,1.0	1.0,0.877,1.0	0.041
944	"ENSMUSG00000078671"	"Chd2"	chr7	-	73091333	73091547	73091516	73091547	73085482	73085726	944	481,404,384	1,0,4	482,531,482	1,1,2	232	49	0.608872647481	1.0	0.99,1.0,0.953	0.99,0.991,0.981	-0.006
945	"ENSMUSG00000020849"	"Ywhae"	chr11	+	75646399	75646506	75646399	75646478	75647642	75647942	945	1736,2151,1675	0,1,2	1456,1517,1505	0,2,0	77	49	1	1.0	1.0,0.999,0.998	1.0,0.998,1.0	-0.0
949	"ENSMUSG00000048100"	"Taf13"	chr3	+	108479014	108479429	108479014	108479064	108480195	108480274	949	101,64,72	38,43,45	116,133,116	51,65,66	414	49	0.639602018337	1.0	0.239,0.15,0.159	0.212,0.195,0.172	-0.01
951	"ENSMUSG00000020279"	"Il9r"	chr11	-	32143678	32143879	32143733	32143879	32143173	32143381	951	6,5,4	32,7,5	4,3,1	7,7,2	104	49	0.546255054681	1.0	0.081,0.252,0.274	0.212,0.168,0.191	0.012
952	"ENSMUSG00000048796"	"Cyb561d1"	chr3	-	108107942	108108150	108108075	108108150	108107440	108107478	952	47,35,62	3,2,3	64,83,63	3,3,3	182	49	0.724120916101	1.0	0.808,0.825,0.848	0.852,0.882,0.85	-0.034
953	"ENSMUSG00000058656"	"Samd12"	chr15	-	53583010	53583140	53583040	53583140	53521745	53521886	953	2,2,1	0,0,0	2,2,2	1,0,0	79	49	1	1.0	1.0,1.0,1.0	0.554,1.0,1.0	0.149
954	"ENSMUSG00000039263"	"Npepl1"	chr2	+	173962336	173962917	173962336	173962460	173963271	173963382	954	764,857,803	1,0,0	709,851,860	0,1,0	506	49	1	1.0	0.987,1.0,1.0	1.0,0.988,1.0	-0.0
955	"ENSMUSG00000092060"	"Bend4"	chr5	-	67557403	67557644	67557474	67557644	67549490	67555793	955	7,1,3	2,3,2	1,3,5	3,3,0	120	49	0.88347003001	1.0	0.588,0.12,0.38	0.12,0.29,1.0	-0.107
967	"ENSMUSG00000041609"	"Bicdl1"	chr5	-	115790685	115791045	115790983	115791045	115789877	115789998	967	44,26,35	3,1,0	43,28,33	0,0,1	347	49	0.092003060726	0.7439191378834983	0.674,0.786,1.0	1.0,1.0,0.823	-0.121
968	"ENSMUSG00000000561"	"Wdr77"	chr3	+	105873080	105873189	105873080	105873172	105873672	105873741	968	146,222,119	1,3,7	91,94,96	2,3,1	66	49	0.659909980036	1.0	0.991,0.982,0.927	0.971,0.959,0.986	-0.005
969	"ENSMUSG00000021990"	"Spata13"	chr14	+	60944162	60944528	60944162	60944498	60946873	60947018	969	2,0,0	1,2,3	1,2,0	1,2,0	79	49	1	1.0	0.554,0.0,0.0	0.383,0.383,NA	-0.198
970	"ENSMUSG00000025068"	"Gsto1"	chr19	+	47847870	47847994	47847870	47847969	47851817	47851921	970	3,7,8	35,38,52	1,4,1	31,39,31	74	49	0.019557403226	0.3111405058681818	0.054,0.109,0.092	0.021,0.064,0.021	0.05
971	"ENSMUSG00000024037"	"Wdr4"	chr17	-	31728742	31728886	31728794	31728886	31720188	31720249	971	39,50,23	0,1,0	34,34,33	0,0,0	101	49	1	1.0	1.0,0.96,1.0	1.0,1.0,1.0	-0.013
972	"ENSMUSG00000024037"	"Wdr4"	chr17	-	31728742	31728886	31728794	31728886	31722483	31722640	972	65,85,43	7,7,6	52,46,47	6,7,5	101	49	0.650368809592	1.0	0.818,0.855,0.777	0.808,0.761,0.82	0.02
973	"ENSMUSG00000027852"	"Nras"	chr3	+	102967254	102967356	102967254	102967350	102967516	102967695	973	0,1,0	0,4,0	0,3,2	3,1,0	55	49	1	1.0	NA,0.182,NA	0.0,0.728,1.0	-0.394
975	"ENSMUSG00000027333"	"Smox"	chr2	+	131362014	131363091	131362014	131362188	131363978	131364139	975	574,329,554	2,2,2	640,651,584	3,4,2	952	49	0.599776332626	1.0	0.937,0.894,0.934	0.917,0.893,0.938	0.006
976	"ENSMUSG00000027333"	"Smox"	chr2	+	131362331	131363091	131362331	131362566	131363978	131364139	976	414,231,373	0,1,0	443,445,436	1,0,0	574	49	1	1.0	1.0,0.952,1.0	0.974,1.0,1.0	-0.007
977	"ENSMUSG00000056531"	"Ccdc18"	chr5	+	108288724	108289045	108288724	108288831	108296776	108296905	977	1,2,0	7,8,6	1,2,1	12,14,15	263	49	1	1.0	0.026,0.045,0.0	0.015,0.026,0.012	0.006
978	"ENSMUSG00000026644"	"Acbd7"	chr2	+	3341369	3341490	3341369	3341487	3341591	3341654	978	3,1,4	3,0,2	3,1,1	0,1,1	52	49	0.0212966416567	0.330232734550095	0.485,1.0,0.653	1.0,0.485,0.485	0.056
979	"ENSMUSG00000038838"	"Vars2"	chr17	-	35968815	35969230	35969023	35969230	35968098	35968210	979	27,29,35	26,23,30	25,44,27	26,26,21	257	49	0.593629678562	1.0	0.165,0.194,0.182	0.155,0.244,0.197	-0.018
980	"ENSMUSG00000038838"	"Vars2"	chr17	-	35970151	35970281	35970153	35970281	35969918	35970071	980	1,1,0	37,37,38	0,0,2	38,63,38	51	49	1	1.0	0.025,0.025,0.0	0.0,0.0,0.048	0.001
981	"ENSMUSG00000074282"	"Zfp94"	chr7	-	24013774	24013836	24013806	24013836	24011806	24011920	981	12,10,7	0,0,1	11,9,8	0,0,0	81	49	1	1.0	1.0,1.0,0.809	1.0,1.0,1.0	-0.064
982	"ENSMUSG00000028096"	"Gpr89"	chr3	-	96787838	96788025	96787936	96788025	96787389	96787482	982	14,15,13	47,42,38	7,15,13	37,32,31	147	49	0.899821733513	1.0	0.09,0.106,0.102	0.059,0.135,0.123	-0.006
983	"ENSMUSG00000028096"	"Gpr89"	chr3	-	96800813	96800920	96800832	96800920	96800181	96800283	983	52,52,39	0,1,4	41,38,50	0,0,0	68	49	0.416024963668	1.0	1.0,0.974,0.875	1.0,1.0,1.0	-0.05
984	"ENSMUSG00000015947"	"Fcgr1"	chr3	-	96199568	96199826	96199785	96199826	96194299	96194548	984	73,30,38	0,0,0	36,47,44	1,0,0	266	49	1	1.0	1.0,1.0,1.0	0.869,1.0,1.0	0.044
986	"ENSMUSG00000040606"	"Kazn"	chr4	-	141874328	141874459	141874333	141874459	141870604	141870655	986	14,16,10	0,1,2	9,12,14	2,3,1	54	49	0.0608628794032	0.5802103289410118	1.0,0.936,0.819	0.803,0.784,0.927	0.08
987	"ENSMUSG00000028107"	"Tars2"	chr3	-	95655798	95657729	95657650	95657729	95655353	95655452	987	701,723,661	2,1,0	578,593,606	2,1,1	1901	49	0.320833717747	1.0	0.9,0.949,1.0	0.882,0.939,0.94	0.029
988	"ENSMUSG00000028107"	"Tars2"	chr3	-	95658149	95658296	95658178	95658296	95658012	95658077	988	22,22,17	37,65,28	20,16,19	29,38,35	78	49	0.638477999771	1.0	0.272,0.175,0.276	0.302,0.209,0.254	-0.014
989	"ENSMUSG00000028107"	"Tars2"	chr3	-	95661630	95661827	95661683	95661827	95660318	95660442	989	123,180,126	0,1,1	132,150,117	2,2,2	102	49	0.679429410007	1.0	1.0,0.989,0.984	0.969,0.973,0.966	0.022
990	"ENSMUSG00000015522"	"Arnt"	chr3	+	95401011	95401171	95401011	95401126	95401757	95401924	990	143,125,141	1,0,0	135,186,146	0,1,1	94	49	1	1.0	0.987,1.0,1.0	1.0,0.99,0.987	0.003
992	"ENSMUSG00000026581"	"Sell"	chr1	+	163900697	163900797	163900697	163900746	163903710	163903729	992	18,17,13	6,4,4	18,11,12	1,3,10	100	49	0.943776662928	1.0	0.595,0.676,0.614	0.898,0.642,0.37	-0.008
994	"ENSMUSG00000019338"	"Zfp687"	chr3	-	94915895	94916549	94916386	94916549	94915690	94915803	994	407,339,404	1,0,0	451,433,420	0,0,0	540	49	1	1.0	0.974,1.0,1.0	1.0,1.0,1.0	-0.009
995	"ENSMUSG00000005779"	"Psmb4"	chr3	-	94792208	94792344	94792227	94792344	94791981	94792070	995	14,17,17	539,523,522	20,12,21	420,488,446	68	49	0.248350377135	1.0	0.018,0.023,0.023	0.033,0.017,0.033	-0.006
996	"ENSMUSG00000032536"	"Trak1"	chr9	+	121289424	121289781	121289424	121289643	121298050	121298153	996	145,149,159	24,27,33	184,174,155	25,16,19	187	49	0.0186085725166	0.29798040957954247	0.613,0.591,0.558	0.659,0.74,0.681	-0.106
1001	"ENSMUSG00000031976"	"Urb2"	chr8	+	124761766	124761927	124761766	124761914	124763374	124763485	1001	72,93,72	7,10,3	76,75,65	4,6,5	62	49	0.544814307429	1.0	0.89,0.88,0.95	0.938,0.908,0.911	-0.012
1002	"ENSMUSG00000052105"	"Mtcl1"	chr17	-	66655213	66655516	66655237	66655516	66653348	66653380	1002	1,2,0	1,3,3	1,1,2	3,3,4	73	49	0.462508528017	1.0	0.402,0.309,0.0	0.183,0.183,0.251	0.031
1003	"ENSMUSG00000052105"	"Mtcl1"	chr17	-	66675224	66675455	66675288	66675455	66673338	66673536	1003	5,5,8	1,0,0	4,6,2	0,1,0	113	49	1	1.0	0.684,1.0,1.0	1.0,0.722,1.0	-0.013
1005	"ENSMUSG00000001017"	"Chtop"	chr3	-	90413414	90414933	90414851	90414933	90410402	90410589	1005	6197,5551,5683	1,0,1	6581,6410,6179	0,1,0	1486	49	1	1.0	0.995,1.0,0.995	1.0,0.995,1.0	-0.002
1008	"ENSMUSG00000051517"	"Arhgef39"	chr4	-	43497880	43498029	43497958	43498029	43497581	43497710	1008	38,39,39	44,40,40	35,42,43	21,40,36	127	49	0.176626703216	0.9426941370636363	0.25,0.273,0.273	0.391,0.288,0.315	-0.066
1010	"ENSMUSG00000068134"	"Zfp120"	chr2	-	149961400	149961548	149961484	149961548	149956325	149960120	1010	3,10,5	9,10,8	3,6,4	8,12,11	133	49	0.337839682373	1.0	0.109,0.269,0.187	0.121,0.156,0.118	0.057
1011	"ENSMUSG00000042404"	"Dennd4b"	chr3	+	90177361	90177435	90177361	90177428	90177519	90177578	1011	13,10,13	34,32,46	11,15,14	55,68,63	56	49	0.152854969926	0.8911606609963955	0.251,0.215,0.198	0.149,0.162,0.163	0.063
1012	"ENSMUSG00000060671"	"Atp8b2"	chr3	-	89855110	89855542	89855353	89855542	89853931	89854096	1012	166,157,149	1,0,0	175,205,194	2,1,1	292	49	0.426524934918	1.0	0.965,1.0,1.0	0.936,0.972,0.97	0.029
1014	"ENSMUSG00000027953"	"Slc50a1"	chr3	-	89177692	89177877	89177822	89177877	89177368	89177446	1014	188,108,219	1,1,1	305,297,297	5,4,0	179	49	0.094477530694	0.7539737791540716	0.981,0.967,0.984	0.943,0.953,1.0	0.012
1015	"ENSMUSG00000028057"	"Rit1"	chr3	+	88624632	88624965	88624632	88624777	88633301	88633375	1015	80,71,64	0,1,0	82,81,73	0,0,0	237	49	1	1.0	1.0,0.936,1.0	1.0,1.0,1.0	-0.021
1016	"ENSMUSG00000028057"	"Rit1"	chr3	+	88633301	88633486	88633301	88633375	88633586	88633778	1016	2,0,3	61,60,62	3,0,8	55,77,57	160	49	0.617755767174	1.0	0.01,0.0,0.015	0.016,0.0,0.041	-0.011
1017	"ENSMUSG00000028582"	"Cc2d1b"	chr4	+	108487474	108487533	108487474	108487503	108487740	108487792	1017	96,109,110	0,1,0	132,147,144	2,1,1	79	49	1	1.0	1.0,0.985,1.0	0.976,0.989,0.989	0.01
1018	"ENSMUSG00000001416"	"Cct3"	chr3	+	88206648	88208298	88206648	88206710	88210074	88210171	1018	1008,1177,720	1,2,0	803,828,945	0,1,1	1637	49	1	1.0	0.968,0.946,1.0	1.0,0.961,0.966	-0.004
1020	"ENSMUSG00000041750"	"Cd1d2"	chr3	+	86894294	86894567	86894294	86894453	86894849	86895128	1020	102,75,170	3,1,1	316,271,286	1,4,2	163	49	0.917040031989	1.0	0.911,0.958,0.981	0.99,0.953,0.977	-0.023
1021	"ENSMUSG00000007080"	"Pole"	chr5	+	110443093	110443503	110443093	110443179	110444871	110445004	1021	126,166,121	0,0,1	105,127,89	0,0,0	373	49	1	1.0	1.0,1.0,0.941	1.0,1.0,1.0	-0.02
1022	"ENSMUSG00000005774"	"Rfx5"	chr3	+	94861418	94861562	94861418	94861492	94862325	94862457	1022	60,40,53	6,5,5	50,66,64	5,2,3	119	49	0.104791262959	0.7697641884430267	0.805,0.767,0.814	0.805,0.931,0.898	-0.083
1029	"ENSMUSG00000005774"	"Rfx5"	chr3	+	94862325	94862457	94862325	94862447	94862662	94862696	1029	35,24,46	11,7,6	37,34,46	5,9,10	59	49	0.741370619367	1.0	0.725,0.74,0.864	0.86,0.758,0.793	-0.027
1030	"ENSMUSG00000003721"	"Insig2"	chr1	-	121247325	121247701	121247357	121247701	121239929	121240054	1030	59,57,65	1,0,0	79,72,93	1,0,2	81	49	1	1.0	0.973,1.0,1.0	0.98,1.0,0.966	0.009
1031	"ENSMUSG00000042642"	"Flad1"	chr3	-	89319090	89319177	89319124	89319177	89318464	89318687	1031	40,37,30	4,3,4	48,45,44	5,9,5	83	49	0.380288727924	1.0	0.855,0.879,0.816	0.85,0.747,0.839	0.038
1034	"ENSMUSG00000010277"	"2610507B11Rik"	chr11	+	78152577	78153135	78152577	78152743	78153524	78153654	1034	72,63,94	64,109,65	113,109,124	60,66,81	441	49	0.000284854000081	0.024924725007087502	0.111,0.06,0.138	0.173,0.155,0.145	-0.055
1035	"ENSMUSG00000027371"	"Fahd2a"	chr2	-	127280032	127280489	127280429	127280489	127278656	127278765	1035	161,108,195	0,1,2	168,182,152	0,0,0	446	49	0.371300932127	1.0	1.0,0.922,0.915	1.0,1.0,1.0	-0.054
1037	"ENSMUSG00000034349"	"Smc4"	chr3	+	68913408	68913557	68913408	68913546	68914521	68914700	1037	23,40,26	302,510,314	32,29,28	332,335,289	60	49	0.363764830231	1.0	0.059,0.06,0.063	0.073,0.066,0.073	-0.01
1038	"ENSMUSG00000034349"	"Smc4"	chr3	+	68923425	68923590	68923425	68923483	68923984	68924112	1038	2415,3412,2438	0,7,4	2494,2364,2240	6,1,4	156	49	1	1.0	1.0,0.994,0.995	0.992,0.999,0.994	0.001
1039	"ENSMUSG00000040479"	"Dgkz"	chr2	-	91775518	91776269	91776170	91776269	91775105	91775214	1039	3373,2550,3978	0,0,0	5075,4730,4353	0,1,0	701	49	1	1.0	1.0,1.0,1.0	1.0,0.997,1.0	0.001
1041	"ENSMUSG00000025887"	"Casp12"	chr9	+	5346481	5346733	5346481	5346523	5348898	5348958	1041	47,31,46	1,0,0	55,81,74	1,3,0	259	49	0.285707077833	1.0	0.899,1.0,1.0	0.912,0.836,1.0	0.05
1042	"ENSMUSG00000027829"	"Ccnl1"	chr3	-	65857445	65857647	65857633	65857647	65856111	65856211	1042	579,435,554	11,9,6	626,617,701	9,11,8	237	49	0.662911261466	1.0	0.916,0.909,0.95	0.935,0.921,0.948	-0.01
1043	"ENSMUSG00000027829"	"Ccnl1"	chr3	-	65862550	65862697	65862624	65862697	65858854	65858975	1043	246,266,253	74,62,83	317,310,287	67,67,98	123	49	0.423387914872	1.0	0.57,0.631,0.548	0.653,0.648,0.538	-0.03
1045	"ENSMUSG00000041912"	"Tdrkh"	chr3	+	94320624	94320675	94320624	94320669	94330108	94330258	1045	0,1,1	18,15,14	0,0,0	23,19,26	55	49	1	1.0	0.0,0.056,0.06	0.0,0.0,0.0	0.039
1046	"ENSMUSG00000041912"	"Tdrkh"	chr3	+	94331807	94331997	94331807	94331897	94332869	94333009	1046	103,120,130	2,1,0	172,165,149	0,1,1	149	49	0.872784793722	1.0	0.944,0.975,1.0	1.0,0.982,0.98	-0.014
1047	"ENSMUSG00000030271"	"Ogg1"	chr6	+	113305325	113305573	113305325	113305440	113306189	113306369	1047	81,72,71	1,0,0	55,74,60	1,1,1	182	49	0.225530607534	1.0	0.956,1.0,1.0	0.937,0.952,0.942	0.042
1052	"ENSMUSG00000029152"	"Ociad1"	chr5	+	73463920	73464141	73463920	73464096	73467616	73467769	1052	63,51,66	294,319,301	67,86,71	364,397,364	94	49	0.931764251143	1.0	0.1,0.077,0.103	0.088,0.101,0.092	-0.0
1053	"ENSMUSG00000054770"	"Kctd18"	chr1	-	58004487	58004699	58004509	58004699	58002226	58002420	1053	25,12,22	3,4,3	27,23,29	9,3,2	71	49	0.960602274854	1.0	0.852,0.674,0.835	0.674,0.841,0.909	-0.021
1056	"ENSMUSG00000041966"	"Dcaf17"	chr2	+	70916882	70916974	70916882	70916970	70917658	70917742	1056	0,1,0	54,50,51	0,0,0	47,47,54	53	49	1	1.0	0.0,0.018,0.0	0.0,0.0,0.0	0.006
1057	"ENSMUSG00000022089"	"Bin3"	chr14	+	70356052	70356183	70356052	70356101	70361289	70361330	1057	4,2,5	62,68,61	3,6,0	76,76,69	131	49	0.449223422397	1.0	0.024,0.011,0.03	0.015,0.029,0.0	0.007
1058	"ENSMUSG00000022089"	"Bin3"	chr14	+	70361289	70361491	70361289	70361330	70361631	70361693	1058	11,15,4	73,67,81	11,9,11	85,105,84	210	49	0.585420742534	1.0	0.034,0.05,0.011	0.029,0.02,0.03	0.005
1059	"ENSMUSG00000022089"	"Bin3"	chr14	+	70366298	70366443	70366298	70366435	70366966	70367007	1059	2,2,2	71,55,68	3,2,3	68,88,63	57	49	0.625749443622	1.0	0.024,0.03,0.025	0.037,0.019,0.039	-0.005
1062	"ENSMUSG00000032180"	"Tmed1"	chr9	-	21420549	21420647	21420584	21420647	21420226	21420410	1062	30,21,31	0,0,0	26,27,22	0,0,1	84	49	1	1.0	1.0,1.0,1.0	1.0,1.0,0.928	0.024
1063	"ENSMUSG00000027091"	"Zc3h15"	chr2	+	83488873	83488965	83488873	83488930	83490401	83490584	1063	336,461,329	1,1,0	323,368,301	0,1,1	84	49	1	1.0	0.995,0.996,1.0	1.0,0.995,0.994	0.001
1064	"ENSMUSG00000036553"	"Sh3tc1"	chr5	-	35871406	35871602	35871456	35871602	35868204	35868338	1064	3,0,3	0,0,0	2,8,4	0,1,1	99	49	1	1.0	1.0,NA,1.0	1.0,0.798,0.664	0.179
1066	"ENSMUSG00000059005"	"Hnrnpa3"	chr2	+	75489661	75489733	75489661	75489667	75491809	75491932	1066	686,998,737	717,846,680	490,526,505	667,706,646	115	49	0.000157567649694	0.0160850309062625	0.29,0.335,0.316	0.238,0.241,0.25	0.071
1067	"ENSMUSG00000028468"	"Rgp1"	chr4	+	43579374	43579509	43579374	43579424	43579886	43580023	1067	82,63,84	1,3,1	105,120,87	3,1,1	134	49	0.783800115157	1.0	0.968,0.885,0.968	0.928,0.978,0.97	-0.018
1068	"ENSMUSG00000035234"	"Abraxas1"	chr5	-	100957419	100957509	100957424	100957509	100954644	100954756	1068	7,4,8	33,27,31	0,5,5	24,25,26	54	49	0.199137656371	0.9735145696638339	0.161,0.119,0.19	0.0,0.154,0.149	0.056
1069	"ENSMUSG00000035234"	"Abraxas1"	chr5	-	100957419	100957509	100957424	100957509	100955740	100955805	1069	0,1,1	0,2,0	1,1,2	0,1,0	54	49	1	1.0	NA,0.312,1.0	1.0,0.476,1.0	-0.169
1070	"ENSMUSG00000045594"	"Glb1"	chr9	+	114272076	114272280	114272076	114272189	114279664	114279739	1070	4,3,3	43,25,33	3,4,4	27,30,24	140	49	0.526188163406	1.0	0.032,0.04,0.031	0.037,0.045,0.055	-0.011
1073	"ENSMUSG00000032410"	"Xrn1"	chr9	+	95921752	95921909	95921752	95921897	95927538	95927714	1073	44,43,28	52,39,42	42,32,32	45,66,45	61	49	0.306194700938	1.0	0.405,0.47,0.349	0.428,0.28,0.364	0.051
1078	"ENSMUSG00000027222"	"Pex16"	chr2	+	92208937	92209060	92208937	92209018	92209140	92209293	1078	6,5,7	39,47,38	12,10,12	41,46,38	91	49	0.0362499276014	0.4434760206723383	0.077,0.054,0.09	0.136,0.105,0.145	-0.055
1079	"ENSMUSG00000078700"	"D030028A08Rik"	chr11	+	96850379	96851107	96850379	96850441	96851686	96851822	1079	239,314,279	1,1,0	191,195,163	0,0,0	715	49	1	1.0	0.942,0.956,1.0	1.0,1.0,1.0	-0.034
1080	"ENSMUSG00000033256"	"Shf"	chr2	-	122184509	122184678	122184511	122184678	122184245	122184365	1080	18,38,17	6,16,6	22,32,18	6,11,13	51	49	0.807001266639	1.0	0.742,0.695,0.731	0.779,0.736,0.571	0.027
1081	"ENSMUSG00000061136"	"Prpf40a"	chr2	-	53081034	53081262	53081160	53081262	53079980	53080112	1081	284,369,248	49,68,59	256,222,249	45,49,41	175	49	0.719659225598	1.0	0.619,0.603,0.541	0.614,0.559,0.63	-0.013
1085	"ENSMUSG00000041319"	"Thoc6"	chr17	-	23889166	23889526	23889422	23889526	23889009	23889081	1085	95,99,114	0,1,0	133,120,137	0,0,0	305	49	1	1.0	1.0,0.941,1.0	1.0,1.0,1.0	-0.02
1087	"ENSMUSG00000036792"	"Mbd5"	chr2	+	49162052	49163069	49162052	49162379	49164574	49164786	1087	137,112,127	4,3,4	88,73,62	11,10,9	739	49	4.34166345975e-06	0.00106370754763875	0.694,0.712,0.678	0.347,0.326,0.314	0.366
1088	"ENSMUSG00000004040"	"Stat3"	chr11	-	100783899	100784112	100783902	100784112	100780711	100780754	1088	165,107,155	17,18,13	162,209,181	28,18,19	52	49	0.797321227526	1.0	0.901,0.849,0.918	0.845,0.916,0.9	0.002
1090	"ENSMUSG00000060985"	"Tdrd5"	chr1	-	156129083	156129476	156129314	156129476	156128166	156128306	1090	100,62,116	1,2,4	74,85,72	0,0,1	280	49	0.00223931845745	0.10972660441504999	0.946,0.844,0.835	1.0,1.0,0.926	-0.1
1091	"ENSMUSG00000060985"	"Tdrd5"	chr1	-	156129083	156129476	156129314	156129476	156128166	156128360	1091	114,67,121	13,10,18	87,92,87	10,17,15	280	49	0.558008981848	1.0	0.605,0.54,0.541	0.604,0.486,0.504	0.031
1092	"ENSMUSG00000059939"	"9430015G10Rik"	chr4	+	156208432	156208579	156208432	156208458	156209873	156211722	1092	177,196,183	0,0,1	173,200,166	0,0,0	170	49	1	1.0	1.0,1.0,0.981	1.0,1.0,1.0	-0.006
1094	"ENSMUSG00000036053"	"Fmnl2"	chr2	+	53020423	53020517	53020423	53020470	53021851	53023816	1094	55,25,61	7,5,10	53,71,49	17,14,18	96	49	0.0341475181149	0.4403232599026579	0.8,0.718,0.757	0.614,0.721,0.581	0.12
1095	"ENSMUSG00000025873"	"Faf2"	chr13	+	54789231	54789366	54789231	54789309	54793057	54793134	1095	134,160,152	0,2,1	149,141,160	2,4,5	106	49	0.00846823803592	0.23847336997705748	1.0,0.974,0.986	0.972,0.942,0.937	0.036
1096	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72257954	72258191	72257954	72258087	72258379	72258462	1096	22,20,26	68,41,83	38,21,30	54,59,55	153	49	0.0571524169987	0.564610571156512	0.094,0.135,0.091	0.184,0.102,0.149	-0.038
