ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
379	"ENSMUSG00000004070"	"Hmox2"	chr16	+	4580422	4580541	4583626	4583753	4544226	4544335	4583841	4584606	379	401,448,443	384,436,405	460,475,451	542,457,464	168	176	0.284549009436	1.0	0.522,0.518,0.534	0.471,0.521,0.505	0.026
380	"ENSMUSG00000039637"	"Coro7"	chr16	-	4446047	4446139	4446539	4446675	4445473	4445560	4446919	4447036	380	444,291,326	354,239,280	433,495,439	359,408,389	185	141	0.804922409181	1.0	0.489,0.481,0.47	0.479,0.48,0.462	0.006
381	"ENSMUSG00000039637"	"Coro7"	chr16	-	4453247	4453302	4456533	4456675	4452848	4452906	4472873	4472956	381	131,86,100	215,157,176	125,124,130	203,219,199	191	104	0.648470504434	1.0	0.249,0.23,0.236	0.251,0.236,0.262	-0.011
382	"ENSMUSG00000039637"	"Coro7"	chr16	-	4453247	4453324	4456533	4456675	4452848	4452906	4472873	4472956	382	131,86,100	158,96,124	125,124,130	153,160,146	191	126	0.905218268275	1.0	0.354,0.371,0.347	0.35,0.338,0.37	0.005
383	"ENSMUSG00000005981"	"Trap1"	chr16	-	3873660	3873734	3874193	3874303	3872617	3872773	3878620	3878781	383	402,653,355	229,379,215	397,408,411	236,249,248	159	123	0.771489275577	1.0	0.576,0.571,0.561	0.565,0.559,0.562	0.007
384	"ENSMUSG00000005981"	"Trap1"	chr16	-	3874193	3874303	3878620	3878781	3873660	3873734	3880193	3880265	384	537,890,531	399,633,356	564,552,495	394,416,392	210	159	0.584737984539	1.0	0.505,0.516,0.53	0.52,0.501,0.489	0.014
385	"ENSMUSG00000049871"	"Nlrc3"	chr16	-	3775132	3775216	3776793	3776877	3773008	3773092	3777254	3777338	385	138,68,92	106,70,80	97,97,81	87,81,75	133	133	0.897552925761	1.0	0.566,0.493,0.535	0.527,0.545,0.519	0.001
386	"ENSMUSG00000049871"	"Nlrc3"	chr16	-	3780317	3780404	3781416	3783166	3777254	3777338	3783263	3783503	386	1285,651,1133	99,46,64	1264,1341,1289	98,66,78	1799	136	0.515182573271	1.0	0.495,0.517,0.572	0.494,0.606,0.555	-0.024
387	"ENSMUSG00000049871"	"Nlrc3"	chr16	-	3780317	3780404	3783263	3783503	3777254	3777338	3794192	3794496	387	220,132,223	94,45,62	199,221,194	96,66,77	289	136	0.493134723309	1.0	0.524,0.58,0.629	0.494,0.612,0.542	0.028
388	"ENSMUSG00000023055"	"Calcoco1"	chr15	-	102619777	102619933	102622290	102622381	102619348	102619603	102624176	102624325	388	247,178,288	501,359,523	337,352,332	638,704,623	140	205	0.90599312042	1.0	0.419,0.421,0.446	0.436,0.423,0.438	-0.004
389	"ENSMUSG00000023055"	"Calcoco1"	chr15	-	102619777	102619933	102622290	102622381	102619348	102619603	102624664	102624823	389	125,82,144	500,359,523	165,172,172	638,704,623	140	205	0.807630861606	1.0	0.268,0.251,0.287	0.275,0.263,0.288	-0.007
390	"ENSMUSG00000023055"	"Calcoco1"	chr15	-	102622290	102622381	102624176	102624325	102619777	102619933	102624664	102624823	390	307,190,317	237,162,267	363,396,396	317,348,332	198	140	0.630540817275	1.0	0.478,0.453,0.456	0.447,0.446,0.458	0.012
391	"ENSMUSG00000099083"	"Atf7"	chr15	-	102465894	102466013	102471748	102471845	102462218	102462356	102502106	102502175	391	84,92,95	145,138,107	122,125,111	166,150,180	146	168	0.808869068272	1.0	0.4,0.434,0.505	0.458,0.49,0.415	-0.008
392	"ENSMUSG00000052414"	"Gm28047"	chr15	-	102456207	102456307	102459838	102459996	102455588	102455702	102462218	102462356	392	185,201,175	105,103,107	227,248,263	108,113,147	207	149	0.328606481461	1.0	0.559,0.584,0.541	0.602,0.612,0.563	-0.031
393	"ENSMUSG00000056851"	"Pcbp2"	chr15	+	102394382	102394475	102395522	102395564	102392588	102392675	102396639	102396712	393	1022,1344,1068	1415,2083,1529	1084,1106,1038	1460,1538,1491	142	91	0.611251521739	1.0	0.316,0.293,0.309	0.322,0.315,0.309	-0.009
394	"ENSMUSG00000001285"	"Myg1"	chr15	+	102245266	102245419	102245535	102245658	102242636	102242796	102245763	102245945	394	271,501,326	272,417,317	265,304,289	304,290,254	202	172	0.54788625687	1.0	0.459,0.506,0.467	0.426,0.472,0.492	0.014
396	"ENSMUSG00000098112"	"Bin2"	chr15	-	100554075	100554171	100554590	100554685	100550265	100550373	100554940	100554995	396	402,353,364	346,318,332	471,502,476	409,429,390	144	145	0.621658475947	1.0	0.539,0.528,0.525	0.537,0.541,0.551	-0.012
397	"ENSMUSG00000098112"	"Bin2"	chr15	-	100554590	100554685	100554940	100554995	100554075	100554171	100560397	100560478	397	194,159,172	380,347,352	212,253,206	433,511,432	104	144	0.979004725526	1.0	0.414,0.388,0.404	0.404,0.407,0.398	-0.001
398	"ENSMUSG00000098112"	"Bin2"	chr15	-	100554940	100554995	100560397	100560478	100554590	100554685	100567293	100567386	398	228,191,226	197,174,172	286,319,272	237,230,242	130	104	0.723674844029	1.0	0.481,0.468,0.512	0.491,0.526,0.473	-0.01
399	"ENSMUSG00000023026"	"Dip2b"	chr15	+	100039902	100040028	100049031	100049244	100029782	100029908	100052037	100052187	399	122,191,132	152,229,164	161,124,121	138,154,126	175	262	0.180885218974	1.0	0.546,0.555,0.546	0.636,0.547,0.59	-0.042
400	"ENSMUSG00000023010"	"Tmbim6"	chr15	+	99291575	99291611	99297537	99297752	99290866	99290921	99299460	99299544	400	7,6,10	70,80,58	12,6,11	82,79,84	85	264	0.818453206985	1.0	0.237,0.189,0.349	0.312,0.191,0.289	-0.006
401	"ENSMUSG00000048154"	"Kmt2d"	chr15	-	98757390	98757495	98758514	98758625	98755922	98756104	98758931	98759045	401	175,273,160	228,307,193	181,181,181	234,227,276	160	154	0.300526245195	1.0	0.425,0.461,0.444	0.427,0.434,0.387	0.027
402	"ENSMUSG00000011960"	"Ccnt1"	chr15	-	98444404	98444475	98444625	98444789	98441091	98442489	98446546	98446592	402	217,260,178	115,150,74	231,224,211	119,117,119	213	120	0.743016759175	1.0	0.515,0.494,0.575	0.522,0.519,0.5	0.014
403	"ENSMUSG00000022475"	"Hdac7"	chr15	-	97694713	97694832	97695821	97695919	97693978	97694112	97696104	97696224	403	1323,1468,1515	1200,1251,1277	1482,1475,1451	1206,1252,1179	147	168	0.57479539749	1.0	0.558,0.573,0.576	0.584,0.574,0.584	-0.012
404	"ENSMUSG00000022475"	"Hdac7"	chr15	-	97697437	97697525	97698575	97698683	97696104	97696224	97699956	97700006	404	942,945,1074	1472,1516,1651	1080,996,996	1606,1597,1542	157	137	0.874477255122	1.0	0.358,0.352,0.362	0.37,0.352,0.36	-0.003
405	"ENSMUSG00000022475"	"Hdac7"	chr15	-	97706540	97706651	97706847	97706939	97706233	97706414	97707281	97707407	405	1276,1258,1330	404,489,487	1397,1376,1258	374,402,392	141	160	0.0278607002908	0.7559893867369001	0.782,0.745,0.756	0.809,0.795,0.785	-0.035
406	"ENSMUSG00000022469"	"Rapgef3"	chr15	-	97654481	97654521	97655059	97655142	97652118	97652200	97655230	97655390	406	48,71,71	28,29,34	92,98,79	41,41,39	132	89	0.740895848758	1.0	0.536,0.623,0.585	0.602,0.617,0.577	-0.017
409	"ENSMUSG00000022614"	"Lmf2"	chr15	-	89238629	89238658	89238766	89239020	89238285	89238500	89239558	89239862	409	290,345,319	29,32,34	358,355,373	29,31,37	303	78	0.524982480541	1.0	0.72,0.735,0.707	0.761,0.747,0.722	-0.023
410	"ENSMUSG00000023272"	"Creld2"	chr15	+	88704731	88704842	88705337	88705429	88704133	88704216	88706161	88706338	410	213,309,206	115,191,137	181,237,210	127,133,121	160	141	0.99794804812	1.0	0.62,0.588,0.57	0.557,0.611,0.605	0.002
411	"ENSMUSG00000051864"	"Tbc1d22a"	chr15	+	86195927	86196042	86235854	86235964	86185746	86185809	86250805	86250881	411	90,96,86	118,129,149	95,96,118	146,156,153	164	159	0.919221496269	1.0	0.425,0.419,0.359	0.387,0.374,0.428	0.005
412	"ENSMUSG00000051864"	"Tbc1d22a"	chr15	+	86275277	86275405	86333392	86333488	86250805	86250881	86381013	86382704	412	140,146,171	72,73,92	159,151,140	86,99,95	177	145	0.179953123301	1.0	0.614,0.621,0.604	0.602,0.555,0.547	0.045
413	"ENSMUSG00000016028"	"Celsr1"	chr15	-	85786315	85786443	85786649	85786753	85785639	85785873	85787002	85787097	413	95,159,85	132,235,132	82,79,79	127,156,121	153	177	0.327450358739	1.0	0.454,0.439,0.427	0.428,0.369,0.43	0.031
414	"ENSMUSG00000035944"	"Ttc38"	chr15	+	85718690	85718772	85722906	85723080	85717347	85717425	85725665	85725741	414	23,21,31	79,43,61	36,34,23	54,46,54	131	223	0.120263310772	1.0	0.331,0.454,0.464	0.532,0.557,0.42	-0.087
415	"ENSMUSG00000041815"	"Poldip3"	chr15	-	83019494	83019590	83021668	83021755	83017347	83017527	83022332	83022723	415	279,336,308	468,629,470	322,339,320	478,511,475	136	145	0.217391589983	1.0	0.389,0.363,0.411	0.418,0.414,0.418	-0.029
417	"ENSMUSG00000068114"	"Ccdc134"	chr15	+	82015917	82016030	82018781	82018963	82015624	82015746	82019270	82019342	417	40,62,33	218,251,235	42,54,62	292,244,293	162	231	0.983342201761	1.0	0.207,0.26,0.167	0.17,0.24,0.232	-0.003
418	"ENSMUSG00000068114"	"Ccdc134"	chr15	+	82015945	82016030	82018781	82018963	82015624	82015746	82019270	82019342	418	47,73,52	218,251,235	57,67,80	292,244,293	134	231	0.934050185928	1.0	0.271,0.334,0.276	0.252,0.321,0.32	-0.004
419	"ENSMUSG00000022394"	"L3mbtl2"	chr15	+	81555268	81555348	81559715	81559833	81554327	81554451	81560458	81560593	419	67,114,82	127,193,118	67,86,79	110,108,103	129	167	0.196366410264	1.0	0.406,0.433,0.474	0.441,0.508,0.498	-0.045
420	"ENSMUSG00000022401"	"Xpnpep3"	chr15	+	81320914	81320977	81322267	81322381	81314890	81315093	81326579	81326665	420	20,28,19	27,33,26	24,28,12	25,27,23	112	163	0.761286883238	1.0	0.519,0.553,0.515	0.583,0.601,0.432	-0.01
421	"ENSMUSG00000022401"	"Xpnpep3"	chr15	+	81322267	81322381	81326579	81326665	81320914	81320977	81335101	81335222	421	38,40,33	18,13,16	39,41,35	9,11,10	163	135	0.0742445367028	1.0	0.636,0.718,0.631	0.782,0.755,0.744	-0.099
422	"ENSMUSG00000042292"	"Mrtfa"	chr15	-	80904365	80904515	80904953	80905129	80902414	80902680	80906597	80906759	422	326,323,312	251,261,205	364,376,371	291,342,300	225	199	0.255722426638	1.0	0.535,0.523,0.574	0.525,0.493,0.522	0.031
423	"ENSMUSG00000022407"	"Adsl"	chr15	+	80839820	80839865	80840413	80840493	80836397	80836601	80844595	80844767	423	121,236,150	173,348,223	100,140,121	171,186,168	94	129	0.974716034737	1.0	0.49,0.482,0.48	0.445,0.508,0.497	0.001
424	"ENSMUSG00000022407"	"Adsl"	chr15	+	80839820	80839865	80844595	80844767	80836397	80836601	80845556	80845603	424	104,216,138	502,896,527	93,130,116	421,438,429	94	221	0.379801952727	1.0	0.328,0.362,0.381	0.342,0.411,0.389	-0.024
425	"ENSMUSG00000022407"	"Adsl"	chr15	+	80844595	80844767	80845556	80845603	80839820	80839865	80846896	80846987	425	405,715,386	106,265,150	331,355,342	111,120,85	221	96	0.431482376752	1.0	0.624,0.54,0.528	0.564,0.562,0.636	-0.023
426	"ENSMUSG00000089837"	"Npcd"	chr15	-	79712888	79713179	79717712	79717779	79678456	79678676	79717902	79717968	426	179,152,133	472,502,404	172,193,191	561,544,531	116	340	0.928231037593	1.0	0.526,0.47,0.491	0.473,0.51,0.513	-0.003
427	"ENSMUSG00000055065"	"Ddx17"	chr15	-	79425234	79425368	79426687	79426787	79424613	79424679	79427906	79428057	427	1518,1632,1469	1962,2033,1862	1499,1561,1540	2148,2257,2023	149	183	0.266708971448	1.0	0.487,0.496,0.492	0.462,0.459,0.483	0.024
428	"ENSMUSG00000055065"	"Ddx17"	chr15	-	79426687	79426787	79427906	79428057	79425234	79425368	79430395	79430756	428	2000,2095,1928	1571,1679,1516	2030,2080,2001	1622,1647,1663	200	149	0.818975415607	1.0	0.487,0.482,0.487	0.483,0.485,0.473	0.005
429	"ENSMUSG00000033029"	"1700088E04Rik"	chr15	-	79020506	79020689	79023437	79023500	79019836	79019965	79025080	79025192	429	3,1,7	142,131,125	4,0,4	150,198,167	112	232	0.225908964578	1.0	0.042,0.016,0.104	0.052,0.0,0.047	0.021
430	"ENSMUSG00000033128"	"Gga1"	chr15	+	78773915	78774068	78775636	78775701	78773202	78773310	78776113	78776286	430	241,286,235	105,130,105	293,307,282	117,99,125	202	114	0.241052268604	1.0	0.564,0.554,0.558	0.586,0.636,0.56	-0.035
431	"ENSMUSG00000033128"	"Gga1"	chr15	+	78773919	78774068	78775636	78775701	78773202	78773310	78776113	78776286	431	163,194,166	105,130,105	194,218,209	117,99,125	198	114	0.185247416703	1.0	0.472,0.462,0.477	0.488,0.559,0.49	-0.042
432	"ENSMUSG00000018008"	"Cyth4"	chr15	+	78486892	78486975	78488835	78488900	78481341	78481419	78490046	78490113	432	84,50,40	61,36,38	61,75,73	57,56,45	132	114	0.870968597808	1.0	0.543,0.545,0.476	0.48,0.536,0.584	-0.012
433	"ENSMUSG00000033220"	"Rac2"	chr15	-	78449062	78449222	78449640	78449703	78446105	78446238	78450113	78450231	433	1067,1037,992	3156,3013,2796	1157,1196,1176	3230,3410,3211	112	209	0.678727354265	1.0	0.387,0.391,0.398	0.401,0.396,0.406	-0.009
434	"ENSMUSG00000033565"	"Rbfox2"	chr15	-	76976011	76976054	76978650	76978690	76970266	76970355	76982139	76982272	434	8,9,4	1,0,0	4,6,9	0,0,0	89	92	1	1.0	0.892,1.0,1.0	1.0,1.0,1.0	-0.036
435	"ENSMUSG00000034022"	"Cpsf1"	chr15	-	76480419	76480549	76480615	76480771	76480208	76480347	76480850	76480898	435	390,604,452	349,485,305	406,397,402	337,330,333	205	179	0.594248994903	1.0	0.494,0.521,0.564	0.513,0.512,0.513	0.014
436	"ENSMUSG00000034022"	"Cpsf1"	chr15	-	76485305	76485386	76485462	76485537	76485137	76485227	76485603	76485698	436	127,196,134	148,243,182	135,119,113	179,168,157	124	130	0.456709007754	1.0	0.474,0.458,0.436	0.442,0.426,0.43	0.023
437	"ENSMUSG00000034022"	"Cpsf1"	chr15	-	76485462	76485537	76485603	76485698	76485305	76485386	76485773	76485825	437	178,280,207	135,234,136	194,182,207	147,143,129	144	124	0.699672152695	1.0	0.532,0.507,0.567	0.532,0.523,0.58	-0.01
438	"ENSMUSG00000022556"	"Hsf1"	chr15	+	76381035	76381160	76381818	76381894	76380652	76380789	76381967	76382029	438	254,321,231	198,266,164	232,241,256	156,180,172	174	125	0.348208797208	1.0	0.48,0.464,0.503	0.517,0.49,0.517	-0.026
439	"ENSMUSG00000022556"	"Hsf1"	chr15	+	76381818	76381894	76381967	76382029	76381035	76381160	76382151	76382248	439	162,254,136	120,165,122	140,165,147	118,116,124	125	111	0.636753324265	1.0	0.545,0.578,0.497	0.513,0.558,0.513	0.012
440	"ENSMUSG00000022568"	"Scrib"	chr15	-	75919770	75920001	75920070	75920213	75919494	75919521	75920290	75920476	440	325,506,324	70,80,86	323,358,342	84,92,100	192	280	0.0376717190923	0.8491728973271456	0.871,0.902,0.846	0.849,0.85,0.833	0.029
441	"ENSMUSG00000022568"	"Scrib"	chr15	-	75919963	75920001	75920070	75920213	75919469	75919521	75920290	75920476	441	325,506,324	51,100,67	323,358,342	53,75,62	192	87	0.916491773237	1.0	0.743,0.696,0.687	0.734,0.684,0.714	-0.002
442	"ENSMUSG00000022570"	"Gfus"	chr15	-	75798815	75798944	75800277	75800361	75798647	75798721	75800740	75800898	442	65,70,53	239,297,230	65,72,58	257,313,227	133	178	1	1.0	0.267,0.24,0.236	0.253,0.235,0.255	0.0
443	"ENSMUSG00000022570"	"Gfus"	chr15	-	75798815	75798944	75800277	75800392	75798647	75798721	75800740	75800898	443	189,195,162	239,297,230	195,205,167	257,313,227	164	178	0.996143606775	1.0	0.462,0.416,0.433	0.452,0.415,0.444	0.0
444	"ENSMUSG00000022570"	"Gfus"	chr15	-	75798815	75798972	75800277	75800361	75798647	75798721	75800740	75800898	444	65,70,53	251,308,239	65,72,58	273,326,234	133	206	0.979404460659	1.0	0.286,0.26,0.256	0.269,0.255,0.277	0.0
445	"ENSMUSG00000022570"	"Gfus"	chr15	-	75798815	75798972	75800277	75800392	75798647	75798721	75800740	75800898	445	189,195,162	251,308,239	195,205,167	273,326,234	164	206	0.975323486132	1.0	0.486,0.443,0.46	0.473,0.441,0.473	0.001
446	"ENSMUSG00000055762"	"Eef1d"	chr15	-	75769074	75769131	75772539	75772611	75768668	75768768	75772980	75773101	446	785,1256,715	7,14,16	530,532,512	6,8,9	121	106	0.908772771281	1.0	0.99,0.987,0.975	0.987,0.983,0.98	0.001
447	"ENSMUSG00000022575"	"Gsdmd"	chr15	+	75738394	75738539	75738638	75738712	75738144	75738320	75738845	75739257	447	258,186,273	91,80,125	304,288,285	115,149,133	194	123	0.451231042317	1.0	0.643,0.596,0.581	0.626,0.551,0.576	0.022
448	"ENSMUSG00000075600"	"Zc3h3"	chr15	-	75651128	75651287	75651362	75651405	75650914	75650984	75657301	75657486	448	7,8,5	41,67,65	2,5,6	46,65,47	92	208	0.31154047843	1.0	0.279,0.213,0.148	0.09,0.148,0.224	0.059
449	"ENSMUSG00000022607"	"Ptk2"	chr15	-	73231874	73232186	73236889	73237044	73214981	73215208	73266496	73266593	449	10,12,8	2,9,1	11,5,6	5,2,0	204	361	0.544899031459	1.0	0.898,0.702,0.934	0.796,0.816,1.0	-0.026
450	"ENSMUSG00000022607"	"Ptk2"	chr15	-	73263607	73263729	73264192	73264296	73215133	73215208	73266496	73266593	450	4,1,1	2,7,0	1,1,2	2,1,1	153	171	0.882219471544	1.0	0.691,0.138,1.0	0.358,0.528,0.691	0.084
451	"ENSMUSG00000022372"	"Sla"	chr15	-	66665529	66665629	66673279	66673377	66664073	66664160	66684377	66684442	451	664,537,890	1208,1032,1436	858,876,912	1416,1490,1434	147	149	0.377224303396	1.0	0.358,0.345,0.386	0.38,0.373,0.392	-0.019
452	"ENSMUSG00000072501"	"Phf20l1"	chr15	+	66502715	66502815	66504554	66504750	66501648	66501830	66508532	66508881	452	143,138,209	391,375,401	196,211,185	507,467,463	149	245	0.947879628421	1.0	0.376,0.377,0.461	0.389,0.426,0.397	0.001
453	"ENSMUSG00000072501"	"Phf20l1"	chr15	+	66504554	66504750	66508532	66508881	66502715	66502815	66511761	66511924	453	346,315,360	1049,1057,1088	449,426,390	1254,1266,1169	245	398	0.459775900141	1.0	0.349,0.326,0.35	0.368,0.353,0.351	-0.016
454	"ENSMUSG00000072501"	"Phf20l1"	chr15	+	66508532	66508881	66511761	66511924	66504554	66504750	66513646	66515410	454	1042,1065,1080	313,267,317	1256,1266,1200	441,413,328	398	212	0.221861201456	1.0	0.639,0.68,0.645	0.603,0.62,0.661	0.027
455	"ENSMUSG00000024491"	"Rbm27"	chr18	+	42454976	42455273	42457119	42457263	42453828	42453982	42458969	42459089	455	449,493,417	235,252,197	380,392,413	179,183,203	346	193	0.622157188881	1.0	0.516,0.522,0.541	0.542,0.544,0.532	-0.013
456	"ENSMUSG00000024491"	"Rbm27"	chr18	+	42454976	42455273	42457119	42457263	42453828	42453982	42460228	42460303	456	449,493,416	158,183,136	380,392,414	139,133,139	346	193	0.925139987916	1.0	0.613,0.6,0.63	0.604,0.622,0.624	-0.002
457	"ENSMUSG00000024491"	"Rbm27"	chr18	+	42457119	42457263	42458969	42459089	42454976	42455273	42460228	42460303	457	241,274,199	209,255,210	207,204,196	180,216,196	193	169	0.798537965657	1.0	0.502,0.485,0.453	0.502,0.453,0.467	0.006
458	"ENSMUSG00000059586"	"Nsmce2"	chr15	+	59250716	59250887	59287873	59287980	59246095	59246204	59327161	59327315	458	375,602,415	284,410,333	247,235,247	194,171,184	220	156	0.905699492709	1.0	0.484,0.51,0.469	0.474,0.494,0.488	0.002
459	"ENSMUSG00000059586"	"Nsmce2"	chr15	+	59287873	59287980	59327161	59327315	59250716	59250887	59463545	59463646	459	263,396,326	437,632,439	179,163,170	270,250,302	156	203	0.656085930845	1.0	0.439,0.449,0.491	0.463,0.459,0.423	0.011
460	"ENSMUSG00000062373"	"Tmem65"	chr15	-	58666190	58666258	58669049	58669094	58662003	58662058	58694691	58695379	460	41,26,19	36,42,36	24,31,31	44,43,58	94	117	0.388288948733	1.0	0.586,0.435,0.396	0.404,0.473,0.399	0.047
461	"ENSMUSG00000022359"	"Wdyhv1"	chr15	+	58014001	58014052	58015992	58016141	58011729	58011829	58016975	58017100	461	44,59,40	149,203,171	59,63,62	220,224,193	100	198	0.696962583412	1.0	0.369,0.365,0.317	0.347,0.358,0.389	-0.014
462	"ENSMUSG00000022361"	"Zhx1"	chr15	-	57915619	57918478	57932714	57932825	57910398	57912181	57939552	57939885	462	102,142,110	4319,5302,4076	131,120,119	4696,4776,4605	160	2908	0.871459282125	1.0	0.3,0.327,0.329	0.336,0.313,0.32	-0.004
463	"ENSMUSG00000022307"	"Oxr1"	chr15	+	41716717	41716813	41718316	41718390	41714770	41714923	41722553	41722704	463	155,139,190	100,94,110	186,235,217	129,174,147	145	123	0.3707359869	1.0	0.568,0.556,0.594	0.55,0.534,0.556	0.026
465	"ENSMUSG00000037458"	"Azin1"	chr15	-	38495516	38495598	38497507	38497642	38494535	38494610	38498912	38499085	465	514,698,475	283,413,292	498,539,485	273,310,294	184	131	0.878103551995	1.0	0.564,0.546,0.537	0.565,0.553,0.54	-0.004
466	"ENSMUSG00000022292"	"Rrm2b"	chr15	-	37931845	37931950	37953924	37953998	37929281	37929395	37961087	37961135	466	26,46,40	62,66,44	30,36,46	41,63,73	123	154	0.936771528025	1.0	0.344,0.466,0.532	0.478,0.417,0.441	0.002
467	"ENSMUSG00000115157"	"Gm49397"	chr15	-	37584699	37584749	37661275	37661330	37563634	37563708	37725327	37725405	467	1,3,2	8,6,9	1,1,0	6,6,9	104	99	1	1.0	0.106,0.322,0.175	0.137,0.137,0.0	0.11
468	"ENSMUSG00000058600"	"Rpl30"	chr15	-	34441377	34441508	34442780	34442926	34440650	34440750	34443170	34443223	468	2700,4541,2449	2000,3174,1853	2252,2426,2406	1618,1816,1731	195	180	0.970668235188	1.0	0.555,0.569,0.55	0.562,0.552,0.562	-0.001
469	"ENSMUSG00000058600"	"Rpl30"	chr15	-	34442780	34442926	34443170	34443223	34441377	34441508	34443330	34443786	469	1346,2258,1205	2735,4455,2378	1092,1198,1191	2211,2371,2377	102	195	0.969765850183	1.0	0.485,0.492,0.492	0.486,0.491,0.489	0.001
470	"ENSMUSG00000022255"	"Mtdh"	chr15	+	34114169	34114254	34116456	34116522	34099590	34099731	34118025	34118143	470	349,502,373	187,279,227	308,361,271	191,187,169	134	115	0.783372186461	1.0	0.616,0.607,0.585	0.581,0.624,0.579	0.008
471	"ENSMUSG00000022255"	"Mtdh"	chr15	+	34114944	34115121	34116456	34116522	34114169	34114254	34118025	34118256	471	741,1123,729	189,280,227	641,690,587	191,188,171	226	115	0.565465617251	1.0	0.666,0.671,0.62	0.631,0.651,0.636	0.013
472	"ENSMUSG00000036167"	"Pphln1"	chr15	+	93308552	93308664	93321894	93321956	93296312	93296342	93339381	93339593	472	43,90,48	87,136,100	41,66,48	80,79,74	161	111	0.305484273675	1.0	0.254,0.313,0.249	0.261,0.365,0.309	-0.04
473	"ENSMUSG00000036167"	"Pphln1"	chr15	+	93308572	93308664	93321894	93321956	93296230	93296342	93339381	93339593	473	70,137,66	87,136,100	58,86,74	80,79,74	141	111	0.485379187858	1.0	0.388,0.442,0.342	0.363,0.461,0.44	-0.031
474	"ENSMUSG00000022200"	"Golph3"	chr15	+	12339713	12339845	12343122	12343237	12321535	12322042	12349453	12351351	474	441,521,395	457,629,436	414,426,425	485,506,472	181	164	0.717701133725	1.0	0.466,0.429,0.451	0.436,0.433,0.449	0.009
475	"ENSMUSG00000039458"	"Mtmr12"	chr15	+	12233939	12234012	12236103	12236206	12232841	12232987	12238014	12238105	475	67,108,96	115,133,105	88,89,83	115,106,123	122	152	0.960395872653	1.0	0.421,0.503,0.533	0.488,0.511,0.457	0.0
476	"ENSMUSG00000039458"	"Mtmr12"	chr15	+	12233939	12234012	12236103	12236234	12232841	12232987	12238014	12238105	476	67,108,96	198,240,184	88,89,83	218,231,225	122	180	0.408159993046	1.0	0.333,0.399,0.435	0.373,0.362,0.352	0.027
477	"ENSMUSG00000022205"	"Sub1"	chr15	-	11986541	11986650	11991044	11991167	11981424	11984383	11993874	11993947	477	3156,5156,2859	2493,3915,2266	2642,2679,2576	1994,2034,1972	172	158	0.757442173226	1.0	0.538,0.547,0.537	0.549,0.547,0.545	-0.006
478	"ENSMUSG00000022141"	"Nipbl"	chr15	-	8336353	8336508	8337048	8337142	8335332	8335423	8337329	8337470	478	466,459,512	784,662,767	514,539,574	779,804,870	143	204	0.834391691599	1.0	0.459,0.497,0.488	0.485,0.489,0.485	-0.005
479	"ENSMUSG00000022141"	"Nipbl"	chr15	-	8396113	8396213	8398944	8399072	8395275	8395427	8401514	8401680	479	280,305,346	243,262,290	334,325,324	321,299,290	177	149	0.451831461724	1.0	0.492,0.495,0.501	0.467,0.478,0.485	0.019
480	"ENSMUSG00000050310"	"Rictor"	chr15	+	6774929	6775061	6780138	6780202	6773808	6773873	6785941	6786068	480	134,167,124	77,87,71	128,144,98	75,57,58	181	113	0.644703941853	1.0	0.521,0.545,0.522	0.516,0.612,0.513	-0.018
481	"ENSMUSG00000110018"	"5430437J10Rik"	chr15	+	5611779	5611901	5616455	5616518	5610653	5610749	5617166	5617252	481	1,0,1	0,1,0	0,2,1	1,2,0	171	112	0.0215846420564	0.6479985093953277	1.0,0.0,1.0	0.0,0.396,1.0	0.201
482	"ENSMUSG00000042029"	"Ncapg2"	chr12	+	116389398	116389524	116390195	116390375	116388241	116388334	116391275	116391428	482	181,288,188	210,380,256	164,157,164	225,212,203	175	229	0.805554994152	1.0	0.53,0.498,0.49	0.488,0.492,0.514	0.008
483	"ENSMUSG00000021171"	"Esyt2"	chr12	+	116317446	116317509	116319659	116319705	116311838	116311934	116320731	116320806	483	28,10,27	0,1,1	28,35,29	0,0,1	112	95	1	1.0	1.0,0.895,0.958	1.0,1.0,0.961	-0.036
484	"ENSMUSG00000022711"	"Pmm2"	chr16	+	8466745	8466821	8469273	8469389	8466455	8466611	8473414	8473552	484	145,123,133	198,170,168	155,172,145	169,177,187	125	165	0.170612146867	1.0	0.492,0.489,0.511	0.548,0.562,0.506	-0.041
485	"ENSMUSG00000037466"	"Tedc1"	chr12	+	113121688	113121787	113124922	113125009	113121090	113121347	113125332	113125512	485	161,299,135	139,287,112	130,146,128	115,125,106	148	136	0.73700964079	1.0	0.516,0.489,0.526	0.51,0.518,0.526	-0.008
486	"ENSMUSG00000021144"	"Mta1"	chr12	+	113097160	113097196	113099416	113099448	113096804	113096957	113099900	113100052	486	17,29,26	167,275,177	109,80,93	79,80,77	85	81	0	0.0	0.088,0.091,0.123	0.568,0.488,0.535	-0.43
