ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
456	"ENSMUSG00000033762"	"Recql4"	chr15	-	76589390	76590056	76589390	76589643	76589793	76590056	456	25,26,8	13,32,14	13,13,10	15,14,19	98	49	0.415194553281	0.9725307811869999	0.49,0.289,0.222	0.302,0.317,0.208	0.058
457	"ENSMUSG00000033762"	"Recql4"	chr15	-	76593001	76593751	76593001	76593151	76593540	76593751	457	63,114,47	0,2,0	34,32,36	0,0,1	98	49	1	1.0	1.0,0.966,1.0	1.0,1.0,0.947	0.006
458	"ENSMUSG00000033762"	"Recql4"	chr15	-	76593967	76594398	76593967	76594108	76594300	76594398	458	6,8,11	14,26,13	6,7,4	17,18,10	98	49	0.531734830916	1.0	0.176,0.133,0.297	0.15,0.163,0.167	0.042
459	"ENSMUSG00000022546"	"Gpt"	chr15	+	76581358	76581630	76581358	76581448	76581521	76581630	459	1,3,3	7,8,5	4,5,6	3,7,3	98	49	0.0211683838061	0.30671983058310087	0.067,0.158,0.231	0.4,0.263,0.5	-0.236
460	"ENSMUSG00000022546"	"Gpt"	chr15	+	76581741	76582283	76581741	76581875	76582039	76582283	460	2,3,1	4,5,4	4,4,2	8,7,7	98	49	0.716523159299	1.0	0.2,0.231,0.111	0.2,0.222,0.125	-0.002
461	"ENSMUSG00000022546"	"Gpt"	chr15	+	76582914	76583351	76582914	76583089	76583195	76583351	461	27,28,33	5,2,4	26,24,38	8,3,3	98	49	0.586678040452	1.0	0.73,0.875,0.805	0.619,0.8,0.864	0.042
463	"ENSMUSG00000004187"	"Kifc2"	chr15	+	76546794	76547096	76546794	76546872	76546981	76547096	463	29,16,31	2,3,4	44,42,42	4,1,1	98	49	0.0788959831394	0.5714813387401756	0.879,0.727,0.795	0.846,0.955,0.955	-0.118
464	"ENSMUSG00000115987"	"Vps28"	chr15	-	76506670	76506908	76506670	76506762	76506854	76506908	464	55,44,41	207,216,211	60,42,51	195,221,194	98	49	0.402963298492	0.967685663007761	0.117,0.092,0.089	0.133,0.087,0.116	-0.013
465	"ENSMUSG00000115987"	"Vps28"	chr15	-	76507370	76507694	76507370	76507472	76507588	76507694	465	10,12,11	242,222,239	18,11,11	214,247,243	98	49	0.439386091234	0.9820862104537273	0.02,0.026,0.022	0.04,0.022,0.022	-0.005
466	"ENSMUSG00000115987"	"Vps28"	chr15	-	76507370	76508375	76507370	76507694	76508285	76508375	466	75,66,71	182,160,126	92,86,92	142,162,130	98	49	0.0233194739598	0.3184446198116951	0.171,0.171,0.22	0.245,0.21,0.261	-0.051
467	"ENSMUSG00000034022"	"Cpsf1"	chr15	-	76480208	76480771	76480208	76480347	76480419	76480771	467	39,81,39	127,178,109	59,61,52	100,98,127	98	49	0.0323447241993	0.3690843186029712	0.133,0.185,0.152	0.228,0.237,0.17	-0.055
468	"ENSMUSG00000034022"	"Cpsf1"	chr15	-	76480208	76480771	76480208	76480347	76480615	76480771	468	60,107,75	0,1,0	76,81,89	0,0,0	98	49	1	1.0	1.0,0.982,1.0	1.0,1.0,1.0	-0.006
469	"ENSMUSG00000034022"	"Cpsf1"	chr15	-	76480419	76480771	76480419	76480549	76480615	76480771	469	92,133,99	82,140,93	106,108,124	79,76,73	98	49	0.0113452582623	0.22368284337268401	0.359,0.322,0.347	0.402,0.415,0.459	-0.083
470	"ENSMUSG00000034022"	"Cpsf1"	chr15	-	76480208	76480898	76480208	76480771	76480850	76480898	470	49,65,50	130,205,155	44,31,47	120,130,117	98	49	0.918765390266	1.0	0.159,0.137,0.139	0.155,0.107,0.167	0.002
471	"ENSMUSG00000034022"	"Cpsf1"	chr15	-	76480976	76481293	76480976	76481043	76481116	76481293	471	24,38,21	153,212,142	28,29,33	119,123,143	98	49	0.0541870609227	0.472850758578901	0.073,0.082,0.069	0.105,0.105,0.103	-0.03
472	"ENSMUSG00000034022"	"Cpsf1"	chr15	-	76481630	76481930	76481630	76481772	76481845	76481930	472	32,31,30	98,166,70	23,30,31	73,114,74	98	49	0.534193844999	1.0	0.14,0.085,0.176	0.136,0.116,0.173	-0.008
474	"ENSMUSG00000034022"	"Cpsf1"	chr15	-	76483655	76484114	76483655	76483862	76483939	76484114	474	14,25,16	90,128,73	26,19,20	68,72,64	98	49	0.0179746383003	0.2782198963164645	0.072,0.089,0.099	0.16,0.117,0.135	-0.051
475	"ENSMUSG00000034022"	"Cpsf1"	chr15	-	76484412	76484809	76484412	76484591	76484667	76484809	475	22,31,38	75,120,63	23,36,17	71,71,68	98	49	0.967271124732	1.0	0.128,0.114,0.232	0.139,0.202,0.111	0.007
476	"ENSMUSG00000022550"	"Adck5"	chr15	+	76478137	76478647	76478137	76478251	76478352	76478647	476	11,20,16	24,14,12	22,20,26	15,24,23	98	49	0.640588328018	1.0	0.186,0.417,0.4	0.423,0.294,0.361	-0.025
477	"ENSMUSG00000022550"	"Adck5"	chr15	+	76478352	76478647	76478352	76478484	76478563	76478647	477	24,30,34	18,21,16	38,34,24	16,20,21	98	49	0.869832236882	1.0	0.4,0.417,0.515	0.543,0.459,0.364	-0.011
478	"ENSMUSG00000022550"	"Adck5"	chr15	+	76478728	76478952	76478728	76478810	76478873	76478952	478	35,47,28	18,22,22	34,37,40	14,23,14	98	49	0.42085670835	0.9796403471816479	0.493,0.516,0.389	0.548,0.446,0.588	-0.061
479	"ENSMUSG00000022550"	"Adck5"	chr15	+	76479213	76479653	76479213	76479466	76479536	76479653	479	24,18,3	20,32,20	15,25,20	25,26,31	98	49	0.431737769635	0.9814143125530848	0.375,0.22,0.07	0.231,0.325,0.244	-0.045
480	"ENSMUSG00000022559"	"Fbxl6"	chr15	-	76422116	76422935	76422116	76422275	76422524	76422935	480	89,120,94	46,46,37	75,80,76	29,29,36	98	49	0.789101329488	1.0	0.492,0.566,0.56	0.564,0.58,0.514	-0.013
481	"ENSMUSG00000022556"	"Hsf1"	chr15	+	76381967	76382248	76381967	76382029	76382151	76382248	481	60,62,58	93,129,92	49,42,55	91,101,98	98	49	0.391817619755	0.9644272972073197	0.244,0.194,0.24	0.212,0.172,0.219	0.025
482	"ENSMUSG00000022556"	"Hsf1"	chr15	+	76384330	76384536	76384330	76384396	76384466	76384536	482	99,104,75	38,58,52	97,81,86	39,42,40	98	49	0.442061331449	0.9824947129596713	0.566,0.473,0.419	0.554,0.491,0.518	-0.035
483	"ENSMUSG00000022558"	"Mroh1"	chr15	+	76292091	76292728	76292091	76292243	76292587	76292728	483	6,1,0	34,26,38	1,1,2	28,31,34	98	49	0.281736015318	0.884773235664068	0.081,0.019,0.0	0.018,0.016,0.029	0.012
484	"ENSMUSG00000022558"	"Mroh1"	chr15	+	76305339	76308035	76305339	76305413	76307915	76308035	484	11,8,6	20,22,21	5,7,6	21,18,21	98	49	0.403395974165	0.967685663007761	0.216,0.154,0.125	0.106,0.163,0.125	0.034
485	"ENSMUSG00000022558"	"Mroh1"	chr15	+	76311711	76312585	76311711	76311856	76312443	76312585	485	12,14,13	0,0,1	16,7,7	0,0,0	98	49	1	1.0	1.0,1.0,0.867	1.0,1.0,1.0	-0.044
486	"ENSMUSG00000022558"	"Mroh1"	chr15	+	76316348	76317596	76316348	76316495	76317473	76317596	486	15,8,8	5,3,2	15,13,11	1,3,1	98	49	0.0545398150438	0.472850758578901	0.6,0.571,0.667	0.882,0.684,0.846	-0.191
487	"ENSMUSG00000022558"	"Mroh1"	chr15	+	76318262	76318987	76318262	76318358	76318882	76318987	487	21,16,13	30,26,32	13,15,21	37,33,28	98	49	0.646088376639	1.0	0.259,0.235,0.169	0.149,0.185,0.273	0.019
488	"ENSMUSG00000022558"	"Mroh1"	chr15	+	76330715	76331565	76330715	76330881	76331368	76331565	488	4,6,2	21,21,25	3,7,3	27,29,25	98	49	0.850311121448	1.0	0.087,0.125,0.038	0.053,0.108,0.057	0.011
489	"ENSMUSG00000022554"	"Hgh1"	chr15	+	76254055	76254453	76254055	76254154	76254361	76254453	489	18,20,9	26,68,29	17,14,16	30,30,20	98	49	0.154422056469	0.7250757152938422	0.257,0.128,0.134	0.221,0.189,0.286	-0.059
490	"ENSMUSG00000022552"	"Sharpin"	chr15	-	76231239	76231587	76231239	76231385	76231458	76231587	490	25,17,15	95,78,110	31,36,34	103,112,102	98	49	0.0181193629954	0.2782198963164645	0.116,0.098,0.064	0.131,0.138,0.143	-0.045
491	"ENSMUSG00000022552"	"Sharpin"	chr15	-	76231458	76231794	76231458	76231587	76231681	76231794	491	70,60,62	108,131,126	76,77,94	135,144,158	98	49	0.617662018352	1.0	0.245,0.186,0.197	0.22,0.211,0.229	-0.011
492	"ENSMUSG00000022552"	"Sharpin"	chr15	-	76231458	76232017	76231458	76231794	76231863	76232017	492	122,117,123	55,60,79	148,174,170	62,69,55	98	49	0.0222326169283	0.3141318469574102	0.526,0.494,0.438	0.544,0.558,0.607	-0.084
493	"ENSMUSG00000022552"	"Sharpin"	chr15	-	76232285	76232635	76232285	76232422	76232500	76232635	493	43,52,53	0,1,0	57,62,67	0,0,1	98	49	1	1.0	1.0,0.963,1.0	1.0,1.0,0.971	-0.003
494	"ENSMUSG00000022552"	"Sharpin"	chr15	-	76232285	76232635	76232285	76232427	76232500	76232635	494	32,39,39	92,80,77	36,52,53	104,91,97	98	49	0.605268421923	1.0	0.148,0.196,0.202	0.148,0.222,0.215	-0.013
495	"ENSMUSG00000022561"	"Gpaa1"	chr15	+	76216359	76216831	76216359	76216471	76216683	76216831	495	48,63,35	34,45,30	64,56,48	27,28,39	98	49	0.191091635505	0.7860707771637777	0.414,0.412,0.368	0.542,0.5,0.381	-0.076
496	"ENSMUSG00000022561"	"Gpaa1"	chr15	+	76216359	76216831	76216359	76216487	76216683	76216831	496	50,57,30	1,2,5	57,54,50	3,1,2	98	49	0.545891193529	1.0	0.962,0.934,0.75	0.905,0.964,0.926	-0.05
497	"ENSMUSG00000022561"	"Gpaa1"	chr15	+	76217102	76217573	76217102	76217299	76217376	76217573	497	63,90,70	23,30,27	71,71,57	28,28,38	98	49	0.205576979538	0.8077623771469529	0.578,0.6,0.565	0.559,0.559,0.429	0.065
498	"ENSMUSG00000071724"	"Smpd5"	chr15	+	76180094	76180341	76180094	76180184	76180277	76180341	498	4,1,2	2,6,4	3,5,1	8,7,7	98	49	0.805676462381	1.0	0.5,0.077,0.2	0.158,0.263,0.067	0.096
499	"ENSMUSG00000063268"	"Parp10"	chr15	-	76125857	76126839	76125857	76126522	76126602	76126839	499	12,10,12	39,26,47	11,15,20	35,34,34	98	49	0.156722923534	0.729986997243782	0.133,0.161,0.113	0.136,0.181,0.227	-0.046
500	"ENSMUSG00000022568"	"Scrib"	chr15	-	75919770	75920001	75919770	75919845	75919963	75920001	500	27,43,37	0,0,1	38,46,52	2,0,0	98	49	1	1.0	1.0,1.0,0.949	0.905,1.0,1.0	0.015
501	"ENSMUSG00000022568"	"Scrib"	chr15	-	75920558	75920942	75920558	75920706	75920782	75920942	501	12,21,21	102,114,94	20,16,15	101,104,96	98	49	0.911752629549	1.0	0.056,0.084,0.1	0.09,0.071,0.072	0.002
502	"ENSMUSG00000022570"	"Gfus"	chr15	-	75797431	75797708	75797431	75797511	75797641	75797708	502	30,32,27	41,83,48	31,29,30	50,61,54	98	49	0.850561928455	1.0	0.268,0.162,0.22	0.237,0.192,0.217	0.001
503	"ENSMUSG00000055762"	"Eef1d"	chr15	-	75768091	75768589	75768091	75768313	75768488	75768589	503	29,32,25	451,680,386	20,19,16	362,437,431	98	49	0.190094643185	0.7857615390930482	0.031,0.023,0.031	0.027,0.021,0.018	0.006
504	"ENSMUSG00000022577"	"Ly6h"	chr15	-	75437431	75438108	75437431	75437548	75437980	75438108	504	1,1,2	6,0,4	0,3,6	5,3,7	98	49	0.382632534994	0.9613545004514703	0.077,1.0,0.2	0.0,0.333,0.3	0.215
505	"ENSMUSG00000022587"	"Ly6e"	chr15	+	74829625	74830237	74829625	74829726	74830117	74830237	505	266,390,365	2839,3741,3556	386,381,406	3975,4272,4288	98	49	0.478300714725	1.0	0.045,0.05,0.049	0.046,0.043,0.045	0.003
506	"ENSMUSG00000022587"	"Ly6e"	chr15	+	74830117	74831180	74830117	74830237	74830341	74831180	506	429,584,491	2467,3205,2935	512,646,627	3400,3615,3527	98	49	0.724198742766	1.0	0.08,0.084,0.077	0.07,0.082,0.082	0.002
508	"ENSMUSG00000072501"	"Phf20l1"	chr15	+	66494609	66495948	66494609	66494666	66495840	66495948	508	47,38,49	66,55,44	39,53,49	75,64,75	98	49	0.268657759414	0.876162473515246	0.263,0.257,0.358	0.206,0.293,0.246	0.044
509	"ENSMUSG00000072501"	"Phf20l1"	chr15	+	66501648	66502815	66501648	66501830	66502715	66502815	509	12,10,9	74,63,91	15,7,6	83,101,76	98	49	0.414264101731	0.9713778937140689	0.075,0.074,0.047	0.083,0.033,0.038	0.014
512	"ENSMUSG00000038679"	"Trps1"	chr15	-	50694224	50695354	50694224	50694402	50695002	50695354	512	15,9,13	1,0,1	18,9,11	3,0,0	98	49	1	1.0	0.882,1.0,0.867	0.75,1.0,1.0	-0.0
513	"ENSMUSG00000038679"	"Trps1"	chr15	-	50709409	50710338	50709409	50709987	50710125	50710338	513	8,11,12	0,0,0	8,19,10	1,1,0	98	49	1	1.0	1.0,1.0,1.0	0.8,0.905,1.0	0.098
514	"ENSMUSG00000022283"	"Pabpc1"	chr15	-	36598216	36598556	36598216	36598371	36598445	36598556	514	78,107,56	1574,3471,1401	61,60,64	1170,1250,1205	98	49	0.0363625165368	0.3921032527528077	0.024,0.015,0.02	0.025,0.023,0.026	-0.005
515	"ENSMUSG00000048307"	"Ankrd46"	chr15	-	36484126	36486273	36484126	36484285	36485940	36486273	515	8,6,7	42,51,59	2,6,2	64,59,60	98	49	0.0109704902476	0.21888427248504913	0.087,0.056,0.056	0.015,0.048,0.016	0.04
516	"ENSMUSG00000058600"	"Rpl30"	chr15	-	34440650	34442926	34440650	34440750	34442780	34442926	516	78,119,92	0,1,0	90,81,74	0,0,0	98	49	1	1.0	1.0,0.983,1.0	1.0,1.0,1.0	-0.006
517	"ENSMUSG00000022255"	"Mtdh"	chr15	+	34114169	34118256	34114169	34114254	34118025	34118256	517	59,50,33	1,3,0	27,39,49	0,3,0	98	49	0.687408982331	1.0	0.967,0.893,1.0	1.0,0.867,1.0	-0.002
520	"ENSMUSG00000054115"	"Skp2"	chr15	-	9112072	9117055	9112072	9113955	9116947	9117055	520	10,29,11	47,101,60	19,21,12	63,61,57	98	49	0.444121971358	0.9824947129596713	0.096,0.126,0.084	0.131,0.147,0.095	-0.022
522	"ENSMUSG00000024883"	"Rin1"	chr19	+	5101228	5101496	5101228	5101282	5101381	5101496	522	0,0,0	4,1,1	0,1,0	1,3,1	98	49	1	1.0	0.0,0.0,0.0	0.0,0.143,0.0	-0.048
524	"ENSMUSG00000060950"	"Trmt61a"	chr12	+	111644538	111645396	111644538	111644595	111645036	111645396	524	19,29,19	21,34,12	7,13,11	8,10,11	98	49	0.889744747273	1.0	0.311,0.299,0.442	0.304,0.394,0.333	0.007
526	"ENSMUSG00000021282"	"Eif5"	chr12	+	111505841	111506736	111505841	111506121	111506563	111506736	526	79,83,76	13,20,5	70,73,65	13,10,10	98	49	0.947386849318	1.0	0.752,0.675,0.884	0.729,0.785,0.765	0.011
527	"ENSMUSG00000017843"	"Ppp2r5c"	chr12	+	110534161	110535489	110534161	110534289	110535387	110535489	527	68,70,76	421,365,459	83,63,69	448,446,450	98	49	0.580496624101	1.0	0.075,0.087,0.076	0.085,0.066,0.071	0.005
530	"ENSMUSG00000002625"	"Akap8l"	chr17	-	32551452	32551890	32551452	32551583	32551784	32551890	530	44,27,32	166,94,176	46,40,37	205,168,156	98	49	0.940617023315	1.0	0.117,0.126,0.083	0.101,0.106,0.106	0.004
531	"ENSMUSG00000002625"	"Akap8l"	chr17	-	32551976	32553670	32551976	32552118	32553561	32553670	531	122,79,169	43,41,37	153,141,142	75,49,63	98	49	0.278098194465	0.884773235664068	0.587,0.491,0.695	0.505,0.59,0.53	0.049
532	"ENSMUSG00000002625"	"Akap8l"	chr17	-	32551976	32554597	32551976	32553670	32554536	32554597	532	70,55,80	82,50,68	71,91,93	118,93,100	98	49	0.171576277347	0.7491684548540994	0.299,0.355,0.37	0.231,0.329,0.317	0.049
533	"ENSMUSG00000002625"	"Akap8l"	chr17	-	32557244	32557488	32557244	32557328	32557430	32557488	533	202,165,208	38,33,29	227,238,213	34,60,34	98	49	0.687000909616	1.0	0.727,0.714,0.782	0.769,0.665,0.758	0.01
539	"ENSMUSG00000097451"	"Rian"	chr12	+	109616505	109617533	109616505	109616591	109617446	109617533	539	1,1,2	0,0,0	0,1,1	0,0,1	98	49	1	1.0	1.0,1.0,1.0	NA,1.0,0.333	0.334
540	"ENSMUSG00000040856"	"Dlk1"	chr12	+	109425532	109429262	109425532	109425818	109425971	109429262	540	46,3,4	2,0,0	2,1,4	0,0,0	98	49	1	1.0	0.92,1.0,1.0	1.0,1.0,1.0	-0.027
541	"ENSMUSG00000040856"	"Dlk1"	chr12	+	109425532	109429262	109425532	109425818	109426043	109429262	541	47,7,3	8,0,0	6,2,3	0,0,0	98	49	0.000159138230316	0.018284433910790068	0.746,1.0,1.0	1.0,1.0,1.0	-0.085
542	"ENSMUSG00000048856"	"Slc25a47"	chr12	+	108821219	108822741	108821219	108821544	108821864	108822741	542	2,4,2	6,8,7	3,3,1	7,5,3	98	49	0.876496333571	1.0	0.143,0.2,0.125	0.176,0.231,0.143	-0.027
544	"ENSMUSG00000021203"	"Otub2"	chr12	+	103369075	103369687	103369075	103369160	103369492	103369687	544	1,1,1	1,0,2	0,3,1	2,2,2	98	49	0.523701264577	1.0	0.333,1.0,0.2	0.0,0.429,0.2	0.301
545	"ENSMUSG00000024124"	"Prss30"	chr17	-	24192914	24193220	24192914	24193080	24193193	24193220	545	0,0,0	1,0,1	0,2,0	1,3,0	98	49	1	1.0	0.0,NA,0.0	0.0,0.25,NA	-0.125
546	"ENSMUSG00000021012"	"Zc3h14"	chr12	+	98751576	98752000	98751576	98751665	98751893	98752000	546	21,20,19	161,228,185	23,20,22	133,155,156	98	49	0.109514958121	0.6610159775991392	0.061,0.042,0.049	0.08,0.061,0.066	-0.018
547	"ENSMUSG00000022761"	"Lztr1"	chr16	+	17341140	17342086	17341140	17341297	17341959	17342086	547	18,20,31	64,48,67	30,31,23	61,74,65	98	49	0.658795526936	1.0	0.123,0.172,0.188	0.197,0.173,0.15	-0.012
548	"ENSMUSG00000079491"	"H2-T10"	chr17	-	36431076	36431324	36431076	36431182	36431193	36431324	548	1116,1081,1313	678,905,721	1599,1673,1511	793,770,707	60	49	0.00253967650066	0.09508092247414741	0.573,0.494,0.598	0.622,0.64,0.636	-0.078
549	"ENSMUSG00000020964"	"Sel1l"	chr12	-	91780605	91781467	91780605	91780778	91781392	91781467	549	3,4,8	67,78,76	8,7,9	66,87,85	98	49	0.199295581761	0.797463513744	0.022,0.025,0.05	0.057,0.039,0.05	-0.016
550	"ENSMUSG00000021037"	"Ahsa1"	chr12	+	87316648	87317228	87316648	87316731	87317110	87317228	550	39,49,25	283,494,326	24,29,38	302,335,320	98	49	0.629604286665	1.0	0.064,0.047,0.037	0.038,0.041,0.056	0.004
552	"ENSMUSG00000004788"	"Eif2b2"	chr12	+	85266595	85267019	85266595	85266707	85266870	85267019	552	38,47,64	5,2,0	63,43,55	4,0,3	98	49	0.867758470217	1.0	0.792,0.922,1.0	0.887,1.0,0.902	-0.025
553	"ENSMUSG00000004788"	"Eif2b2"	chr12	+	85266595	85267019	85266595	85266716	85266870	85267019	553	16,19,33	94,108,97	28,24,26	104,105,117	98	49	0.782744531523	1.0	0.078,0.081,0.145	0.119,0.103,0.1	-0.006
554	"ENSMUSG00000004789"	"Dlst"	chr12	+	85165132	85165375	85165132	85165188	85165300	85165375	554	95,71,94	137,125,127	112,92,105	98,111,113	98	49	0.00878953141426	0.19220168342632443	0.257,0.221,0.27	0.364,0.293,0.317	-0.075
555	"ENSMUSG00000021235"	"Coq6"	chr12	+	84414916	84415483	84414916	84414975	84415359	84415483	555	22,32,28	35,32,31	15,38,19	27,36,29	98	49	0.721709753215	1.0	0.239,0.333,0.311	0.217,0.345,0.247	0.025
556	"ENSMUSG00000021235"	"Coq6"	chr12	+	84417029	84417805	84417029	84417128	84417697	84417805	556	27,24,34	7,3,7	28,28,34	4,6,8	98	49	0.960172152455	1.0	0.659,0.8,0.708	0.778,0.7,0.68	0.003
557	"ENSMUSG00000021235"	"Coq6"	chr12	+	84417029	84417805	84417029	84417160	84417697	84417805	557	14,21,18	20,26,20	14,16,13	16,25,18	98	49	0.71471920988	1.0	0.259,0.288,0.31	0.304,0.242,0.265	0.015
558	"ENSMUSG00000021235"	"Coq6"	chr12	+	84417029	84418332	84417029	84417805	84418224	84418332	558	15,19,27	1,0,0	18,22,19	0,0,0	98	49	1	1.0	0.882,1.0,1.0	1.0,1.0,1.0	-0.039
560	"ENSMUSG00000007411"	"Mark3"	chr12	+	111593509	111594032	111593509	111593746	111593912	111594032	560	16,17,18	95,102,126	16,7,14	101,131,108	98	49	0.115566932526	0.672492744731756	0.078,0.077,0.067	0.073,0.026,0.061	0.021
561	"ENSMUSG00000007411"	"Mark3"	chr12	+	111594623	111595549	111594623	111594736	111595395	111595549	561	68,58,73	61,85,86	80,83,91	84,82,88	98	49	0.349947249972	0.9365892212241923	0.358,0.254,0.298	0.323,0.336,0.341	-0.03
562	"ENSMUSG00000021134"	"Srsf5"	chr12	+	80994269	80995942	80994269	80994368	80994569	80995942	562	34,38,45	1056,873,1217	31,40,31	1291,1305,1347	98	49	0.0249161934023	0.32939365468594667	0.016,0.021,0.018	0.012,0.015,0.011	0.006
563	"ENSMUSG00000021134"	"Srsf5"	chr12	+	80994569	80995942	80994569	80994639	80995868	80995942	563	1873,1445,1960	147,153,180	2162,2162,2253	158,164,113	98	49	0.00226748884341	0.08994372412193001	0.864,0.825,0.845	0.872,0.868,0.909	-0.038
564	"ENSMUSG00000025060"	"Slk"	chr19	+	47610674	47611133	47610674	47610805	47611009	47611133	564	43,34,52	26,38,43	46,51,40	55,47,43	98	49	0.251308536496	0.8582571431819346	0.453,0.309,0.377	0.295,0.352,0.317	0.058
565	"ENSMUSG00000024446"	"Rpp21"	chr17	-	36568333	36568598	36568333	36568416	36568497	36568598	565	42,38,40	61,34,53	53,53,54	56,67,41	98	49	0.355057944031	0.9393280347482889	0.256,0.358,0.274	0.321,0.283,0.397	-0.038
566	"ENSMUSG00000060073"	"Psma3"	chr12	+	71031266	71031519	71031266	71031368	71031445	71031519	566	120,124,99	295,303,257	138,115,112	261,251,230	98	49	0.0953132703762	0.6263980609339218	0.169,0.17,0.162	0.209,0.186,0.196	-0.03
567	"ENSMUSG00000012017"	"Scarf2"	chr16	+	17622169	17622788	17622169	17622273	17622349	17622788	567	2,6,7	15,7,16	3,4,4	9,10,16	98	49	0.756493523834	1.0	0.062,0.3,0.179	0.143,0.167,0.111	0.04
568	"ENSMUSG00000012017"	"Scarf2"	chr16	+	17622169	17622788	17622169	17622273	17622672	17622788	568	8,6,10	0,0,0	10,10,9	0,1,0	98	49	1	1.0	1.0,1.0,1.0	1.0,0.833,1.0	0.056
569	"ENSMUSG00000012017"	"Scarf2"	chr16	+	17622349	17622788	17622349	17622467	17622672	17622788	569	8,9,14	14,7,9	22,14,21	6,14,18	98	49	0.328754693692	0.9188358781280465	0.222,0.391,0.437	0.647,0.333,0.368	-0.099
570	"ENSMUSG00000021066"	"Atl1"	chr12	+	69978990	69981694	69978990	69979095	69981643	69981694	570	2,0,2	0,0,1	2,1,2	1,4,0	98	49	1	1.0	1.0,NA,0.5	0.5,0.111,1.0	0.213
571	"ENSMUSG00000034761"	"Map4k5"	chr12	-	69853971	69856056	69853971	69854027	69855985	69856056	571	11,1,16	27,11,36	17,16,16	51,53,43	98	49	0.922288760516	1.0	0.169,0.043,0.182	0.143,0.131,0.157	-0.012
572	"ENSMUSG00000020974"	"Pole2"	chr12	-	69258996	69259817	69258996	69259045	69259760	69259817	572	3,1,0	39,55,40	3,3,2	35,29,29	98	49	0.0771558320366	0.5637790183025245	0.037,0.009,0.0	0.041,0.049,0.033	-0.026
573	"ENSMUSG00000020598"	"Nrcam"	chr12	+	44591507	44593607	44591507	44591678	44592161	44593607	573	1,0,1	0,1,0	0,0,0	1,0,1	98	49	1	1.0	1.0,0.0,1.0	0.0,NA,0.0	0.667
574	"ENSMUSG00000023191"	"P3h3"	chr6	-	124822164	124822621	124822164	124822282	124822470	124822621	574	7,4,7	5,4,7	5,11,10	12,10,14	98	49	0.371548154767	0.9566072220699892	0.412,0.333,0.333	0.172,0.355,0.263	0.096
575	"ENSMUSG00000023191"	"P3h3"	chr6	-	124827880	124828094	124827880	124827946	124828041	124828094	575	12,2,6	1,0,0	11,7,14	1,1,1	98	49	0.0433108569878	0.4228657197272994	0.857,1.0,1.0	0.846,0.778,0.875	0.119
576	"ENSMUSG00000023191"	"P3h3"	chr6	-	124827880	124828094	124827880	124827948	124828041	124828094	576	11,2,6	4,3,7	11,6,15	9,3,10	98	49	0.766484545539	1.0	0.579,0.25,0.3	0.379,0.5,0.429	-0.06
577	"ENSMUSG00000002108"	"Nr1h3"	chr2	-	91020529	91020986	91020529	91020629	91020806	91020986	577	4,7,1	19,23,7	5,2,5	12,18,17	98	49	0.875731876028	1.0	0.095,0.132,0.067	0.172,0.053,0.128	-0.02
579	"ENSMUSG00000002108"	"Nr1h3"	chr2	-	91020529	91021292	91020529	91020986	91021083	91021292	579	2,3,3	10,18,8	2,0,4	21,16,16	98	49	0.239421559126	0.856236329519524	0.091,0.077,0.158	0.045,0.0,0.111	0.057
580	"ENSMUSG00000108037"	"Gm44597"	chr6	+	125025330	125027612	125025330	125027015	125027396	125027612	580	42,37,31	26,27,25	53,39,50	34,25,28	98	49	0.487589867065	1.0	0.447,0.407,0.383	0.438,0.438,0.472	-0.037
581	"ENSMUSG00000023505"	"Cdca3"	chr6	+	124808324	124809402	124808324	124808451	124809108	124809402	581	118,141,106	205,274,256	140,116,120	199,219,226	98	49	0.190597467131	0.7857615390930482	0.223,0.205,0.172	0.26,0.209,0.21	-0.026
582	"ENSMUSG00000004267"	"Eno2"	chr6	-	124739615	124740169	124739615	124739724	124739967	124740169	582	33,10,16	4,3,2	15,15,11	4,4,5	98	49	0.12087874262	0.6815024880031133	0.805,0.625,0.8	0.652,0.652,0.524	0.134
583	"ENSMUSG00000003153"	"Slc2a3"	chr6	-	122714016	122716952	122714016	122714257	122716791	122716952	583	10,5,4	23,18,18	15,13,15	23,20,21	98	49	0.0166603283669	0.2643438767548133	0.179,0.122,0.1	0.246,0.245,0.263	-0.118
585	"ENSMUSG00000030180"	"Kdm5a"	chr6	+	120404689	120405338	120404689	120404833	120405178	120405338	585	20,14,11	120,103,102	11,18,16	137,112,116	98	49	0.661340288748	1.0	0.077,0.064,0.051	0.039,0.074,0.065	0.005
587	"ENSMUSG00000030138"	"Bms1"	chr6	-	118390039	118390880	118390039	118390182	118390691	118390880	587	6,3,6	72,93,58	5,4,8	53,68,70	98	49	0.465424489213	0.9941314544587068	0.04,0.016,0.049	0.045,0.029,0.054	-0.008
589	"ENSMUSG00000004988"	"Fxyd4"	chr6	-	117912814	117913741	117912814	117912883	117913698	117913741	589	1,2,3	0,0,2	0,2,1	0,1,0	98	49	1	1.0	1.0,1.0,0.429	NA,0.5,1.0	0.06
