ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1197	"ENSMUSG00000019338"	"Zfp687"	chr3	-	94915690	94916228	94915690	94915803	94915895	94916228	1197	6,5,10	43,36,50	14,10,8	58,52,46	141	49	0.391119140604	0.9200560285238942	0.046,0.046,0.065	0.077,0.063,0.057	-0.013
1198	"ENSMUSG00000019338"	"Zfp687"	chr3	-	94915895	94916549	94915895	94916228	94916386	94916549	1198	21,15,28	84,63,78	27,21,25	99,85,86	207	49	0.849917566541	1.0	0.056,0.053,0.078	0.061,0.055,0.064	0.002
1199	"ENSMUSG00000019338"	"Zfp687"	chr3	-	94916653	94917533	94916653	94916830	94917354	94917533	1199	50,37,39	57,48,49	54,47,35	51,60,48	573	49	0.813787983233	1.0	0.07,0.062,0.064	0.083,0.063,0.059	-0.003
1200	"ENSMUSG00000009292"	"Trpm2"	chr10	-	77749638	77750632	77749638	77749744	77750545	77750632	1200	18,16,18	17,20,21	23,39,35	15,26,22	850	49	0.0298473083127	0.2739788246747299	0.058,0.044,0.047	0.081,0.08,0.084	-0.032
1201	"ENSMUSG00000028809"	"Srrm1"	chr4	-	135071809	135074168	135071809	135071980	135074045	135074168	1201	874,1000,1344	172,235,166	1023,1149,1303	154,190,138	2114	49	0.0150616507604	0.1987505945617793	0.105,0.09,0.158	0.133,0.123,0.18	-0.028
1202	"ENSMUSG00000022330"	"Osr2"	chr15	+	35300334	35302157	35300334	35301101	35302057	35302157	1202	6,0,6	2,1,0	5,7,7	5,1,0	1005	49	0.500225602277	0.989801422735662	0.128,0.0,1.0	0.046,0.254,1.0	-0.057
1204	"ENSMUSG00000057897"	"Camk2b"	chr11	-	5922631	5922888	5922631	5922726	5922812	5922888	1204	1,1,0	0,1,0	0,0,0	1,1,2	135	49	1	1.0	1.0,0.266,NA	0.0,0.0,0.0	0.633
1205	"ENSMUSG00000029547"	"Ints1"	chr5	-	139761086	139761429	139761086	139761185	139761375	139761429	1205	189,276,184	0,0,1	218,247,215	0,0,1	239	49	1	1.0	1.0,1.0,0.974	1.0,1.0,0.978	-0.001
1206	"ENSMUSG00000023971"	"Rrp36"	chr17	-	46983450	46983773	46983450	46983517	46983631	46983773	1206	20,21,29	57,74,64	27,32,23	60,80,56	163	49	0.448398546649	0.9588634906151954	0.095,0.079,0.12	0.119,0.107,0.11	-0.014
1207	"ENSMUSG00000016833"	"Mrps18c"	chr5	+	100951835	100952337	100951835	100951895	100952197	100952337	1207	51,70,78	137,153,152	67,69,66	125,123,130	351	49	0.24018072974	0.7911574265580293	0.049,0.06,0.067	0.07,0.073,0.066	-0.011
1208	"ENSMUSG00000042156"	"Dzip1"	chr14	-	119137397	119138961	119137397	119137454	119138912	119138961	1208	13,2,5	20,2,14	7,4,5	7,14,14	1507	49	0.611575194535	1.0	0.021,0.031,0.011	0.031,0.009,0.011	0.004
1209	"ENSMUSG00000024842"	"Cabp4"	chr19	-	4187105	4188691	4187105	4187215	4188547	4188691	1209	28,23,29	0,0,1	32,27,42	0,2,0	1381	49	0.546690817364	1.0	1.0,1.0,0.507	1.0,0.324,1.0	0.061
1211	"ENSMUSG00000006471"	"Ndor1"	chr2	-	25137971	25138497	25137971	25138066	25138347	25138497	1211	264,329,296	0,0,0	262,261,269	0,1,0	330	49	1	1.0	1.0,1.0,1.0	1.0,0.975,1.0	0.008
1212	"ENSMUSG00000006471"	"Ndor1"	chr2	-	25139805	25140209	25139805	25140015	25140107	25140209	1212	65,59,55	36,45,56	72,52,77	46,47,47	141	49	0.662567495009	1.0	0.386,0.313,0.254	0.352,0.278,0.363	-0.013
1214	"ENSMUSG00000059248"	"Septin9"	chr11	+	117247438	117250296	117247438	117247535	117250244	117250296	1214	1309,913,945	402,399,345	1026,1047,1084	366,381,339	2758	49	0.542477500258	1.0	0.055,0.039,0.046	0.047,0.047,0.054	-0.003
1215	"ENSMUSG00000042286"	"Stab1"	chr14	-	30861463	30862224	30861463	30861610	30861700	30862224	1215	0,0,1	4,2,3	0,2,1	4,7,3	139	49	0.516340549474	1.0	0.0,0.0,0.105	0.0,0.092,0.105	-0.031
1216	"ENSMUSG00000042286"	"Stab1"	chr14	-	30861700	30862224	30861700	30861805	30861882	30862224	1216	4,1,6	3,3,1	0,2,0	8,7,6	126	49	6.91273645499e-05	0.008648601387020822	0.341,0.115,0.7	0.0,0.1,0.0	0.352
1217	"ENSMUSG00000042286"	"Stab1"	chr14	-	30861882	30862224	30861882	30862032	30862104	30862224	1217	3,2,2	3,3,2	2,2,5	6,3,2	121	49	0.524399956546	1.0	0.288,0.213,0.288	0.119,0.213,0.503	-0.015
1218	"ENSMUSG00000042286"	"Stab1"	chr14	-	30862312	30862677	30862312	30862422	30862511	30862677	1218	1,1,1	7,1,2	0,1,1	4,5,7	138	49	1	1.0	0.048,0.262,0.151	0.0,0.066,0.048	0.116
1219	"ENSMUSG00000042286"	"Stab1"	chr14	-	30864914	30865224	30864914	30864971	30865074	30865224	1219	4,0,1	1,1,3	3,5,3	4,1,4	152	49	0.244774733746	0.7965790468150175	0.563,0.0,0.097	0.195,0.617,0.195	-0.116
1220	"ENSMUSG00000024792"	"Zfpl1"	chr19	-	6132210	6132501	6132210	6132357	6132428	6132501	1220	38,26,41	57,40,58	44,39,31	54,65,67	120	49	0.623729720661	1.0	0.214,0.21,0.224	0.25,0.197,0.159	0.014
1221	"ENSMUSG00000038781"	"Stap2"	chr17	-	56306742	56307015	56306742	56306808	56306912	56307015	1221	28,21,18	9,3,9	28,39,27	8,12,10	153	49	0.917182050741	1.0	0.499,0.692,0.39	0.529,0.51,0.464	0.026
1222	"ENSMUSG00000038781"	"Stap2"	chr17	-	56306742	56307156	56306742	56307015	56307086	56307156	1222	7,2,3	11,8,21	10,14,14	8,26,15	120	49	0.00823724054365	0.13774949780420642	0.206,0.093,0.055	0.338,0.18,0.276	-0.147
1223	"ENSMUSG00000038781"	"Stap2"	chr17	-	56307479	56308001	56307479	56307614	56307900	56308001	1223	19,11,19	6,5,5	34,38,46	8,10,9	335	49	0.266916830647	0.8159683745932724	0.317,0.243,0.357	0.383,0.357,0.428	-0.084
1224	"ENSMUSG00000001017"	"Chtop"	chr3	-	90413414	90414933	90413414	90413568	90414851	90414933	1224	5138,4483,4726	186,184,196	5596,5424,5199	156,151,163	1332	49	0.00272779468147	0.06581778881432615	0.504,0.473,0.47	0.569,0.569,0.54	-0.077
1225	"ENSMUSG00000001017"	"Chtop"	chr3	-	90413414	90414933	90413414	90414565	90414851	90414933	1225	1177,995,1124	1,1,2	1248,1299,1241	0,3,0	335	49	1	1.0	0.994,0.993,0.988	1.0,0.984,1.0	-0.003
1226	"ENSMUSG00000028644"	"Ermap"	chr4	-	119040039	119040535	119040039	119040072	119040502	119040535	1226	8,2,1	0,1,0	3,0,1	0,0,0	479	49	1	1.0	1.0,0.17,1.0	1.0,NA,1.0	-0.277
1228	"ENSMUSG00000027933"	"Ints3"	chr3	-	90299834	90300198	90299834	90299907	90300097	90300198	1228	40,45,54	77,117,89	45,64,47	82,91,89	239	49	0.260701016623	0.8100381039482316	0.096,0.073,0.111	0.101,0.126,0.098	-0.015
1229	"ENSMUSG00000051517"	"Arhgef39"	chr4	-	43497086	43497710	43497086	43497316	43497581	43497710	1229	229,219,212	41,46,36	220,292,272	41,43,40	314	49	0.311898821774	0.8578452064900909	0.466,0.426,0.479	0.456,0.514,0.515	-0.038
1230	"ENSMUSG00000051517"	"Arhgef39"	chr4	-	43498895	43499337	43498895	43499016	43499242	43499337	1230	63,69,82	56,40,51	62,95,78	60,67,63	275	49	0.325315301126	0.8652936215079213	0.167,0.235,0.223	0.155,0.202,0.181	0.029
1231	"ENSMUSG00000042404"	"Dennd4b"	chr3	+	90185041	90185436	90185041	90185211	90185294	90185436	1231	20,21,6	68,49,73	20,17,24	76,100,91	132	49	0.856110902076	1.0	0.098,0.137,0.03	0.089,0.059,0.089	0.009
1232	"ENSMUSG00000027936"	"Crtc2"	chr3	+	90164423	90164718	90164423	90164525	90164601	90164718	1232	26,26,30	62,70,45	24,27,21	70,68,80	125	49	0.101104997954	0.5246277774018618	0.141,0.127,0.207	0.118,0.135,0.093	0.043
1233	"ENSMUSG00000027936"	"Crtc2"	chr3	+	90165771	90166799	90165771	90165833	90166692	90166799	1233	455,327,400	4,2,2	482,471,417	4,7,0	908	49	0.826300118426	1.0	0.86,0.898,0.915	0.867,0.784,1.0	0.007
1234	"ENSMUSG00000060671"	"Atp8b2"	chr3	-	89853734	89854096	89853734	89853846	89853931	89854096	1234	25,24,17	59,44,60	23,20,37	51,80,51	134	49	0.698979282926	1.0	0.134,0.166,0.094	0.142,0.084,0.21	-0.014
1235	"ENSMUSG00000060671"	"Atp8b2"	chr3	-	89855110	89855542	89855110	89855226	89855353	89855542	1235	11,13,6	73,57,69	14,18,14	61,68,58	176	49	0.0567140195687	0.3829766183045274	0.04,0.06,0.024	0.06,0.069,0.063	-0.023
1236	"ENSMUSG00000054079"	"Utp18"	chr11	-	93760631	93761406	93760631	93760722	93761305	93761406	1236	14,16,11	92,147,101	17,4,17	66,86,60	632	49	0.290938709002	0.8443221297326081	0.012,0.008,0.008	0.02,0.004,0.021	-0.006
1237	"ENSMUSG00000027953"	"Slc50a1"	chr3	-	89177133	89177446	89177133	89177257	89177368	89177446	1237	153,88,172	38,35,53	228,231,206	74,81,73	160	49	0.51929387459	1.0	0.552,0.435,0.498	0.485,0.466,0.464	0.023
1238	"ENSMUSG00000064068"	"Mtx1"	chr3	-	89117413	89117755	89117413	89117490	89117572	89117755	1238	69,80,65	96,85,94	77,67,68	91,86,90	131	49	0.898910401701	1.0	0.212,0.26,0.205	0.24,0.226,0.22	-0.003
1239	"ENSMUSG00000064068"	"Mtx1"	chr3	-	89119989	89120253	89119989	89120069	89120183	89120253	1239	93,72,67	102,106,128	79,89,76	88,116,88	163	49	0.189556143269	0.7011434682214792	0.215,0.17,0.136	0.213,0.187,0.206	-0.028
1240	"ENSMUSG00000019039"	"Dalrd3"	chr9	+	108448243	108448873	108448243	108448372	108448811	108448873	1240	479,453,455	0,0,0	481,512,557	0,1,0	488	49	1	1.0	1.0,1.0,1.0	1.0,0.981,1.0	0.006
1241	"ENSMUSG00000019039"	"Dalrd3"	chr9	+	108448980	108449496	108448980	108449063	108449385	108449496	1241	1064,930,1167	0,1,2	1337,1293,1391	3,1,2	371	49	1	1.0	1.0,0.992,0.987	0.983,0.994,0.989	0.004
1242	"ENSMUSG00000029283"	"Cdc7"	chr5	+	107122466	107123526	107122466	107122562	107123350	107123526	1242	600,753,800	33,48,35	664,724,731	56,36,39	837	49	0.46511074371	0.9657570621669626	0.516,0.479,0.572	0.41,0.541,0.523	0.031
1243	"ENSMUSG00000028057"	"Rit1"	chr3	+	88624632	88624965	88624632	88624777	88624879	88624965	1243	5,4,3	5,3,6	2,4,3	3,6,10	151	49	0.29437733144	0.8469003381225954	0.245,0.302,0.14	0.178,0.178,0.089	0.081
1244	"ENSMUSG00000028057"	"Rit1"	chr3	+	88624632	88624965	88624632	88624777	88624908	88624965	1244	14,9,7	39,41,43	8,11,10	47,53,45	180	49	0.52429927634	1.0	0.089,0.056,0.042	0.044,0.053,0.057	0.011
1245	"ENSMUSG00000028057"	"Rit1"	chr3	+	88633301	88633778	88633301	88633375	88633586	88633778	1245	11,5,14	61,60,62	7,5,17	55,77,57	260	49	0.856748367576	1.0	0.033,0.015,0.041	0.023,0.012,0.053	0.0
1247	"ENSMUSG00000056383"	"AI987944"	chr7	-	41022346	41024798	41022346	41023468	41024490	41024798	1247	488,426,608	1,0,0	654,645,627	0,0,0	1071	49	1	1.0	0.957,1.0,1.0	1.0,1.0,1.0	-0.014
1249	"ENSMUSG00000014778"	"Fhod1"	chr8	-	106058273	106058824	106058273	106058456	106058668	106058824	1249	160,116,108	19,25,19	130,143,169	21,26,17	261	49	0.592589890856	1.0	0.613,0.466,0.516	0.538,0.508,0.651	-0.034
1250	"ENSMUSG00000028582"	"Cc2d1b"	chr4	+	108483177	108483787	108483177	108483350	108483676	108483787	1250	91,73,108	0,0,0	118,115,103	2,1,0	375	49	0.478771404693	0.9778052025713144	1.0,1.0,1.0	0.885,0.938,1.0	0.059
1251	"ENSMUSG00000028582"	"Cc2d1b"	chr4	+	108483497	108483787	108483497	108483573	108483676	108483787	1251	35,27,32	55,44,47	43,40,32	67,66,71	152	49	0.519617321585	1.0	0.17,0.165,0.18	0.171,0.163,0.127	0.018
1252	"ENSMUSG00000060036"	"Rpl3"	chr15	-	79963890	79964753	79963890	79964051	79964566	79964753	1252	272,582,231	1627,2546,1429	204,185,168	1323,1543,1383	564	49	0.000531750735495	0.02721596946215318	0.014,0.019,0.014	0.013,0.01,0.01	0.005
1253	"ENSMUSG00000060036"	"Rpl3"	chr15	-	79965096	79965984	79965096	79965232	79965815	79965984	1253	1058,2146,862	1666,2359,1343	829,842,764	1263,1394,1376	632	49	0.0440027899328	0.33629281536877464	0.047,0.066,0.047	0.048,0.045,0.041	0.009
1254	"ENSMUSG00000060036"	"Rpl3"	chr15	-	79965096	79965984	79965096	79965412	79965815	79965984	1254	654,1293,537	33,92,31	469,528,486	23,19,23	452	49	0.0417549958313	0.32950377976663353	0.682,0.604,0.653	0.689,0.751,0.696	-0.066
1256	"ENSMUSG00000001416"	"Cct3"	chr3	+	88206648	88208298	88206648	88206710	88208106	88208298	1256	324,199,151	301,460,299	238,241,309	297,295,287	1445	49	0.00120440006131	0.04202617989015712	0.035,0.014,0.017	0.026,0.027,0.035	-0.007
1257	"ENSMUSG00000001416"	"Cct3"	chr3	+	88206648	88208298	88206648	88206710	88208235	88208298	1257	482,433,251	3,1,1	359,353,461	0,1,0	1574	49	0.0319726272086	0.2798019033954684	0.833,0.931,0.887	1.0,0.917,1.0	-0.089
1258	"ENSMUSG00000001416"	"Cct3"	chr3	+	88208106	88208298	88208106	88208157	88208235	88208298	1258	101,131,51	324,475,319	80,85,101	285,286,284	127	49	0.0865768389582	0.4807304880611596	0.107,0.096,0.058	0.098,0.103,0.121	-0.02
1259	"ENSMUSG00000001416"	"Cct3"	chr3	+	88228320	88228814	88228320	88228452	88228750	88228814	1259	150,137,85	362,560,335	118,120,125	325,337,337	347	49	0.0940938079746	0.5069360180832516	0.055,0.033,0.035	0.049,0.048,0.05	-0.008
1261	"ENSMUSG00000007080"	"Pole"	chr5	+	110443093	110443503	110443093	110443179	110443383	110443503	1261	40,52,31	26,26,19	31,39,14	14,22,29	253	49	0.251180454674	0.8019731341103706	0.23,0.279,0.24	0.3,0.256,0.086	0.036
1262	"ENSMUSG00000028455"	"Stoml2"	chr4	-	43028937	43029358	43028937	43029066	43029278	43029358	1262	21,38,31	119,159,136	17,26,21	105,119,104	261	49	0.557246674811	1.0	0.032,0.043,0.041	0.029,0.039,0.037	0.004
1263	"ENSMUSG00000005774"	"Rfx5"	chr3	+	94863797	94864113	94863797	94863917	94864031	94864113	1263	44,38,33	49,38,45	25,44,37	45,44,42	163	49	0.697106157294	1.0	0.213,0.231,0.181	0.143,0.231,0.209	0.014
1264	"ENSMUSG00000005774"	"Rfx5"	chr3	+	94865092	94868660	94865092	94865196	94865560	94868660	1264	156,106,196	24,27,29	164,150,175	34,29,33	413	49	0.624925115374	1.0	0.435,0.318,0.445	0.364,0.38,0.386	0.023
1265	"ENSMUSG00000003345"	"Csnk1g2"	chr10	+	80473843	80474143	80473843	80473913	80473994	80474143	1265	111,115,120	151,177,150	104,102,99	143,188,142	130	49	0.38522319519	0.9166784969995423	0.217,0.197,0.232	0.215,0.17,0.208	0.018
1266	"ENSMUSG00000034009"	"Rxfp1"	chr3	-	79555379	79558131	79555379	79555598	79557720	79558131	1266	339,136,431	2,1,1	242,231,306	1,0,0	2171	49	0.064610599644	0.41336099544968175	0.793,0.754,0.907	0.845,1.0,1.0	-0.13
1267	"ENSMUSG00000027804"	"Ppid"	chr3	+	79502508	79505180	79502508	79502615	79504991	79505180	1267	2440,3051,2748	130,192,102	2144,2431,2345	96,81,80	2425	49	0.018670384863	0.2174777933352207	0.275,0.243,0.352	0.311,0.378,0.372	-0.064
1268	"ENSMUSG00000053931"	"Cnn3"	chr3	+	121243597	121244007	121243597	121243719	121243940	121244007	1268	14,15,13	197,153,202	12,20,13	205,249,243	270	49	0.532374664622	1.0	0.013,0.017,0.012	0.011,0.014,0.01	0.002
1269	"ENSMUSG00000020048"	"Hsp90b1"	chr10	-	86527492	86528159	86527492	86527612	86528003	86528159	1269	335,379,205	821,1006,735	234,295,289	726,735,761	440	49	0.728463023967	1.0	0.043,0.04,0.03	0.035,0.043,0.041	-0.002
1270	"ENSMUSG00000010277"	"2610507B11Rik"	chr11	+	78163603	78164125	78163603	78163795	78163922	78164125	1270	47,36,37	150,200,153	43,30,31	142,163,153	176	49	0.746879493577	1.0	0.08,0.048,0.063	0.078,0.049,0.053	0.004
1271	"ENSMUSG00000027371"	"Fahd2a"	chr2	-	127280032	127280489	127280032	127280192	127280429	127280489	1271	75,34,84	14,13,20	80,82,74	17,17,14	286	49	0.432314785465	0.9483429203557806	0.479,0.309,0.418	0.446,0.452,0.475	-0.056
1272	"ENSMUSG00000058254"	"Tspan7"	chrX	+	10456374	10461593	10456374	10456458	10461517	10461593	1272	21,20,28	13,7,10	27,25,22	24,23,22	5108	49	0.013670988381	0.18472239500407198	0.015,0.027,0.026	0.011,0.01,0.01	0.012
1273	"ENSMUSG00000058254"	"Tspan7"	chrX	+	10456374	10462844	10456374	10461593	10461868	10462844	1273	0,1,1	9,8,9	2,3,2	15,18,19	324	49	0.611416006511	1.0	0.0,0.019,0.017	0.02,0.025,0.016	-0.008
1274	"ENSMUSG00000040479"	"Dgkz"	chr2	-	91764087	91764434	91764087	91764187	91764400	91764434	1274	522,351,406	400,389,412	581,565,549	534,516,474	262	49	0.584747928117	1.0	0.196,0.144,0.156	0.169,0.17,0.178	-0.007
1277	"ENSMUSG00000029775"	"Klhdc10"	chr6	+	30447939	30449629	30447939	30447987	30449489	30449629	1277	267,237,268	65,67,75	263,277,272	67,80,81	1551	49	0.751999746328	1.0	0.115,0.101,0.101	0.11,0.099,0.096	0.004
1279	"ENSMUSG00000027829"	"Ccnl1"	chr3	-	65855317	65855824	65855317	65855429	65855682	65855824	1279	243,238,293	288,295,303	278,307,260	303,323,400	302	49	0.626648565438	1.0	0.12,0.116,0.136	0.13,0.134,0.095	0.004
1280	"ENSMUSG00000027829"	"Ccnl1"	chr3	-	65856111	65857965	65856111	65856211	65857900	65857965	1280	5845,4864,5460	93,96,81	6433,6652,6939	100,96,78	1738	49	0.0906030883121	0.49604089516738054	0.639,0.588,0.655	0.645,0.661,0.715	-0.046
1281	"ENSMUSG00000040532"	"Abhd11"	chr5	+	135039740	135040234	135039740	135039914	135040063	135040234	1281	40,38,31	41,43,34	50,41,35	31,38,39	198	49	0.268099424866	0.816503081970243	0.194,0.179,0.184	0.285,0.211,0.182	-0.04
1282	"ENSMUSG00000040532"	"Abhd11"	chr5	+	135039740	135040234	135039740	135039914	135040094	135040234	1282	78,79,84	1,4,0	97,90,74	2,2,3	229	49	0.58917505464	1.0	0.943,0.809,1.0	0.912,0.906,0.841	0.031
1283	"ENSMUSG00000040532"	"Abhd11"	chr5	+	135040337	135041024	135040337	135040519	135040740	135041024	1283	41,22,30	52,54,49	32,20,16	37,58,51	270	49	0.23137959856	0.779262496446341	0.125,0.069,0.1	0.136,0.059,0.054	0.015
1284	"ENSMUSG00000027937"	"Jtb"	chr3	+	90139501	90139818	90139501	90139539	90139735	90139818	1284	250,198,247	64,65,69	257,293,263	64,56,60	245	49	0.0711713974813	0.42791770508579996	0.439,0.379,0.417	0.445,0.511,0.467	-0.063
1285	"ENSMUSG00000051557"	"Pusl1"	chr4	-	155975508	155975872	155975508	155975696	155975814	155975872	1285	65,64,63	14,16,14	39,31,40	12,18,5	167	49	0.447087124814	0.9588634906151954	0.577,0.54,0.569	0.488,0.336,0.701	0.054
1286	"ENSMUSG00000030035"	"Wbp1"	chr6	-	83097165	83097857	83097165	83097268	83097752	83097857	1286	354,268,378	55,28,61	458,443,432	37,49,38	533	49	0.0111916539237	0.1710651898382742	0.372,0.468,0.363	0.532,0.454,0.511	-0.098
1296	"ENSMUSG00000024926"	"Kat5"	chr19	-	5653041	5653743	5653041	5653580	5653661	5653743	1296	97,83,80	70,57,61	93,88,102	59,54,56	130	49	0.227463566841	0.7706839807310912	0.343,0.354,0.331	0.373,0.381,0.407	-0.044
1300	"ENSMUSG00000072754"	"Lrcol1"	chr5	+	110502095	110502482	110502095	110502159	110502356	110502482	1300	0,0,0	0,0,1	1,2,0	0,0,0	246	49	1	1.0	NA,NA,0.0	1.0,1.0,NA	-1.0
1304	"ENSMUSG00000032180"	"Tmed1"	chr9	-	21420226	21420647	21420226	21420410	21420549	21420647	1304	16,11,13	15,16,17	26,21,14	9,14,10	188	49	0.0151614761347	0.1987505945617793	0.218,0.152,0.166	0.43,0.281,0.267	-0.147
1305	"ENSMUSG00000032180"	"Tmed1"	chr9	-	21420226	21420647	21420226	21420410	21420584	21420647	1305	31,16,27	0,0,0	43,34,26	0,0,1	223	49	1	1.0	1.0,1.0,1.0	1.0,1.0,0.851	0.05
1307	"ENSMUSG00000036553"	"Sh3tc1"	chr5	-	35857054	35857751	35857054	35857251	35857600	35857751	1307	1,1,0	3,2,4	2,0,4	2,5,4	398	49	1	1.0	0.039,0.058,0.0	0.11,0.0,0.11	-0.041
1310	"ENSMUSG00000035234"	"Abraxas1"	chr5	-	100953057	100954355	100953057	100953317	100953763	100954355	1310	214,198,202	6,11,13	156,172,179	4,9,4	495	49	0.240298259221	0.7911574265580293	0.779,0.641,0.606	0.794,0.654,0.816	-0.079
1311	"ENSMUSG00000019738"	"Polr2i"	chr7	+	29931756	29931961	29931756	29931829	29931906	29931961	1311	50,73,45	96,94,82	53,40,36	76,98,84	126	49	0.212558647552	0.7400552527968013	0.168,0.232,0.176	0.213,0.137,0.143	0.028
1312	"ENSMUSG00000019738"	"Polr2i"	chr7	+	29932174	29932406	29932174	29932248	29932331	29932406	1312	23,31,32	133,150,129	31,23,19	99,111,108	132	49	0.660054754164	1.0	0.06,0.071,0.084	0.104,0.071,0.061	-0.007
1313	"ENSMUSG00000033819"	"Ppp1r16a"	chr15	+	76577036	76577338	76577036	76577140	76577213	76577338	1313	11,10,12	34,40,36	8,8,13	29,21,27	122	49	0.510721910279	0.9966600883434212	0.115,0.091,0.118	0.1,0.133,0.162	-0.024
1314	"ENSMUSG00000033819"	"Ppp1r16a"	chr15	+	76577213	76577924	76577213	76577338	76577794	76577924	1314	133,169,156	1,1,0	148,186,152	0,1,3	505	49	0.548246617037	1.0	0.928,0.943,1.0	1.0,0.947,0.831	0.031
1320	"ENSMUSG00000032410"	"Xrn1"	chr9	+	95920671	95921897	95920671	95920782	95921752	95921897	1320	293,211,211	0,0,0	320,249,299	0,0,1	1019	49	1	1.0	1.0,1.0,1.0	1.0,1.0,0.935	0.022
1321	"ENSMUSG00000039103"	"Nexn"	chr3	-	151942618	151943659	151942618	151943216	151943301	151943659	1321	1,3,1	0,0,1	0,2,1	0,0,0	134	49	1	1.0	1.0,1.0,0.268	NA,1.0,1.0	-0.244
1322	"ENSMUSG00000038335"	"Tsr1"	chr11	+	74798649	74798946	74798649	74798790	74798871	74798946	1322	80,76,59	60,116,47	78,72,77	39,36,39	130	49	0.000436888510405	0.02431692251773377	0.334,0.198,0.321	0.43,0.43,0.427	-0.145
1323	"ENSMUSG00000042745"	"Id1"	chr2	+	152578170	152579330	152578170	152578665	152578891	152579330	1323	2,11,11	13,9,12	12,16,9	9,18,10	275	49	0.286313493866	0.8387780476316311	0.027,0.179,0.14	0.192,0.137,0.138	-0.04
1324	"ENSMUSG00000054203"	"Ifi205"	chr1	-	173854758	173856048	173854758	173854892	173855763	173856048	1324	4,1,0	0,1,0	11,12,3	3,1,3	920	49	1	1.0	1.0,0.051,NA	0.163,0.39,0.051	0.324
1325	"ENSMUSG00000026277"	"Stk25"	chr1	-	93553772	93554855	93553772	93553930	93554746	93554855	1325	1633,1380,1758	79,66,96	2027,2177,2271	61,75,63	865	49	9.43706029538e-05	0.010326376957023426	0.539,0.542,0.509	0.653,0.622,0.671	-0.119
1326	"ENSMUSG00000047617"	"Paxx"	chr2	-	25349496	25349871	25349496	25349713	25349786	25349871	1326	90,49,92	47,31,61	107,97,116	47,60,51	122	49	0.244067860784	0.7958120016682935	0.435,0.388,0.377	0.478,0.394,0.477	-0.05
1327	"ENSMUSG00000047617"	"Paxx"	chr2	-	25349786	25350369	25349786	25349871	25350020	25350369	1327	139,75,104	66,32,69	133,108,98	49,58,55	198	49	0.623515067992	1.0	0.343,0.367,0.272	0.402,0.315,0.306	-0.014
1328	"ENSMUSG00000047617"	"Paxx"	chr2	-	25350020	25350369	25350020	25350086	25350178	25350369	1328	91,75,110	44,37,63	126,106,113	48,50,38	141	49	0.0956582880022	0.509674600743583	0.418,0.413,0.378	0.477,0.424,0.508	-0.067
1329	"ENSMUSG00000047617"	"Paxx"	chr2	-	25350456	25350727	25350456	25350506	25350666	25350727	1329	100,68,97	44,24,39	103,101,120	58,49,41	209	49	0.503978880551	0.989801422735662	0.348,0.399,0.368	0.294,0.326,0.407	0.029
1330	"ENSMUSG00000059796"	"Eif4a1"	chr11	-	69558520	69558937	69558520	69558600	69558847	69558937	1330	705,852,594	1768,3009,1664	563,554,573	1299,1343,1243	296	49	0.00808590690601	0.13725725391206925	0.062,0.045,0.056	0.067,0.064,0.071	-0.013
1331	"ENSMUSG00000059796"	"Eif4a1"	chr11	-	69559021	69559374	69559021	69559159	69559230	69559374	1331	476,549,420	1998,3204,1834	444,441,434	1470,1382,1399	120	49	2.40326929289e-05	0.0040591218356912095	0.089,0.065,0.086	0.11,0.115,0.112	-0.032
1332	"ENSMUSG00000059796"	"Eif4a1"	chr11	-	69559021	69559579	69559021	69559374	69559469	69559579	1332	476,561,342	2175,3448,1966	392,349,388	1531,1584,1542	144	49	0.00306420012827	0.06809781600852671	0.069,0.052,0.056	0.08,0.07,0.079	-0.017
1334	"ENSMUSG00000020134"	"Peli1"	chr11	+	21090563	21092657	21090563	21090693	21092555	21092657	1334	139,133,156	118,103,135	148,147,174	128,121,124	1911	49	0.758318636811	1.0	0.029,0.032,0.029	0.029,0.03,0.035	-0.001
1335	"ENSMUSG00000036202"	"Rif1"	chr2	+	51983514	51984674	51983514	51983601	51984600	51984674	1335	95,80,66	43,53,20	37,33,57	29,24,26	1048	49	0.147044314796	0.6257443873252746	0.094,0.066,0.134	0.056,0.06,0.093	0.028
1336	"ENSMUSG00000041319"	"Thoc6"	chr17	-	23887949	23888280	23887949	23888084	23888169	23888280	1336	14,12,14	52,48,60	14,16,14	65,56,62	134	49	0.910171368681	1.0	0.09,0.084,0.079	0.073,0.095,0.076	0.003
1337	"ENSMUSG00000041319"	"Thoc6"	chr17	-	23889166	23889526	23889166	23889215	23889422	23889526	1337	53,42,52	1,0,0	65,55,79	1,0,0	256	49	1	1.0	0.91,1.0,1.0	0.926,1.0,1.0	-0.005
1338	"ENSMUSG00000038685"	"Rtel1"	chr2	+	180993368	180993746	180993368	180993492	180993595	180993746	1338	48,24,32	38,45,49	45,40,42	42,50,47	152	49	0.45019464065	0.9588634906151954	0.289,0.147,0.174	0.257,0.205,0.224	-0.025
