ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
605	"ENSMUSG00000029478"	"Ncor2"	chr5	-	125105675	125105862	125105684	125105862	125103865	125104281	605	22,32,18	39,37,29	31,26,31	37,28,29	58	49	0.166949802431	0.9807798031970554	0.323,0.422,0.344	0.414,0.44,0.475	-0.08
606	"ENSMUSG00000028080"	"Lrba"	chr3	+	86439391	86439552	86439391	86439516	86447209	86447356	606	0,0,0	16,28,24	1,0,4	16,24,26	85	49	0.811544084987	1.0	0.0,0.0,0.0	0.035,0.0,0.081	-0.039
607	"ENSMUSG00000029389"	"Ddx55"	chr5	+	124692733	124694911	124692733	124692820	124695024	124695087	607	68,66,47	0,1,0	76,63,56	0,0,0	98	49	1	1.0	1.0,0.971,1.0	1.0,1.0,1.0	-0.01
612	"ENSMUSG00000040599"	"Mis12"	chr11	+	70910436	70911015	70910436	70910549	70915375	70915537	612	116,112,70	2,0,3	110,133,97	0,0,1	98	49	0.593349785603	1.0	0.967,1.0,0.921	1.0,1.0,0.98	-0.031
613	"ENSMUSG00000040033"	"Stat2"	chr10	+	128120815	128121323	128120815	128120952	128121529	128121587	613	90,53,72	0,1,0	72,93,89	0,0,0	98	49	1	1.0	1.0,0.964,1.0	1.0,1.0,1.0	-0.012
614	"ENSMUSG00000035299"	"Mid1"	chrX	+	168709949	168710665	168709949	168710551	168749058	168749154	614	11,5,11	0,0,3	14,16,13	0,0,1	98	49	0.489704431279	1.0	1.0,1.0,0.647	1.0,1.0,0.867	-0.073
618	"ENSMUSG00000038569"	"Rad9b"	chr5	-	122490606	122490677	122490608	122490677	122489623	122489773	618	18,4,10	1,0,0	9,14,8	2,1,0	51	49	0.884609993656	1.0	0.945,1.0,1.0	0.812,0.931,1.0	0.067
619	"ENSMUSG00000042744"	"Hectd4"	chr5	+	121430792	121430921	121430792	121430915	121433437	121433562	619	23,27,28	20,23,24	38,37,43	34,23,28	55	49	0.440481216973	1.0	0.506,0.511,0.51	0.499,0.589,0.578	-0.046
620	"ENSMUSG00000066894"	"Vsig10"	chr5	+	117472832	117473132	117472832	117473107	117476271	117476526	620	5,1,1	0,1,1	5,5,6	0,1,0	74	49	1	1.0	1.0,0.398,0.398	1.0,0.768,1.0	-0.324
623	"ENSMUSG00000029544"	"Cabp1"	chr5	-	115318846	115319030	115318850	115319030	115314298	115314329	623	0,0,1	4,0,0	0,0,0	1,0,0	53	49	1	1.0	0.0,NA,1.0	0.0,NA,NA	0.5
624	"ENSMUSG00000029577"	"Ube3b"	chr5	+	114539328	114539502	114539328	114539498	114540582	114540750	624	14,5,14	67,80,65	12,11,10	74,74,64	53	49	0.84616078515	1.0	0.162,0.055,0.166	0.13,0.121,0.126	0.002
625	"ENSMUSG00000029577"	"Ube3b"	chr5	+	114542600	114542776	114542600	114542772	114544232	114544351	625	0,0,1	94,91,79	1,1,0	84,90,101	53	49	1	1.0	0.0,0.0,0.012	0.011,0.01,0.0	-0.003
626	"ENSMUSG00000032525"	"Nktr"	chr9	+	121567453	121569141	121567453	121567481	121570187	121570217	626	6,5,5	5,0,8	5,4,4	8,7,6	98	49	0.173380926515	0.9955724068953098	0.375,1.0,0.238	0.238,0.222,0.25	0.301
627	"ENSMUSG00000043510"	"Hscb"	chr5	-	110983840	110983935	110983845	110983935	110978801	110978849	627	1,3,2	1,0,0	2,2,0	2,0,1	54	49	0.276001737435	1.0	0.476,1.0,1.0	0.476,1.0,0.0	0.333
628	"ENSMUSG00000043510"	"Hscb"	chr5	-	110983840	110983935	110983845	110983935	110982520	110982665	628	3,10,9	45,39,38	5,7,6	34,42,43	54	49	0.6709494914	1.0	0.057,0.189,0.177	0.118,0.131,0.112	0.021
629	"ENSMUSG00000040472"	"Rabggta"	chr14	-	55956547	55956802	55956696	55956802	55956320	55956409	629	78,58,65	0,0,1	95,80,60	0,0,0	98	49	1	1.0	1.0,1.0,0.97	1.0,1.0,1.0	-0.01
634	"ENSMUSG00000033540"	"Idua"	chr5	+	108828726	108829070	108828726	108828943	108829245	108829458	634	3,1,0	10,2,8	2,3,2	9,13,18	98	49	0.553399805175	1.0	0.13,0.2,0.0	0.1,0.103,0.053	0.025
635	"ENSMUSG00000004815"	"Dgkq"	chr5	-	108798355	108798834	108798682	108798834	108797690	108798245	635	34,13,28	0,1,0	31,29,36	0,0,0	98	49	1	1.0	1.0,0.867,1.0	1.0,1.0,1.0	-0.044
636	"ENSMUSG00000004815"	"Dgkq"	chr5	-	108801501	108801652	108801637	108801652	108801046	108801085	636	34,25,44	0,2,1	34,49,51	1,2,3	98	49	0.107664313627	0.8347073719990477	1.0,0.862,0.957	0.944,0.925,0.895	0.018
637	"ENSMUSG00000029267"	"Mtf2"	chr5	+	108217027	108217389	108217027	108217229	108221172	108221320	637	41,25,42	15,9,9	39,27,25	9,9,10	98	49	0.973010971945	1.0	0.577,0.581,0.7	0.684,0.6,0.556	0.006
638	"ENSMUSG00000029267"	"Mtf2"	chr5	+	108217027	108217389	108217027	108217229	108228690	108228889	638	41,25,43	18,10,11	39,27,24	8,8,5	98	49	0.160910878188	0.9638838354357347	0.532,0.556,0.662	0.709,0.628,0.706	-0.098
639	"ENSMUSG00000029267"	"Mtf2"	chr5	+	108228690	108228893	108228690	108228889	108229002	108229084	639	1,1,0	202,208,175	0,0,0	146,141,144	53	49	1	1.0	0.005,0.004,0.0	0.0,0.0,0.0	0.003
640	"ENSMUSG00000029267"	"Mtf2"	chr5	+	108229002	108229088	108229002	108229084	108234864	108234960	640	17,20,10	193,224,205	12,13,15	159,198,205	53	49	0.789846702598	1.0	0.075,0.076,0.043	0.065,0.057,0.063	0.003
641	"ENSMUSG00000044083"	"Efcab8"	chr2	+	153631075	153631340	153631075	153631179	153634627	153634763	641	3,1,2	1,1,3	5,3,2	1,0,3	98	49	0.168769781622	0.9867163731281439	0.6,0.333,0.25	0.714,1.0,0.25	-0.26
642	"ENSMUSG00000029290"	"Zfp326"	chr5	+	106034182	106036705	106034182	106034294	106038983	106039182	642	53,80,60	3,0,0	66,46,38	0,0,1	98	49	0.867164840062	1.0	0.898,1.0,1.0	1.0,1.0,0.95	-0.017
646	"ENSMUSG00000047193"	"Dync2h1"	chr9	-	7101304	7101600	7101491	7101600	7101073	7101187	646	0,2,0	5,16,8	0,0,1	10,8,5	98	49	1	1.0	0.0,0.059,0.0	0.0,0.0,0.091	-0.011
647	"ENSMUSG00000035266"	"Helq"	chr5	-	100937991	100938102	100938004	100938102	100934849	100934948	647	7,11,3	10,16,6	12,9,7	20,13,11	62	49	0.925032990575	1.0	0.356,0.352,0.283	0.322,0.354,0.335	-0.007
648	"ENSMUSG00000118665"	"LIN54"	chr5	-	100632998	100633714	100633661	100633714	100628056	100628180	648	37,64,54	0,3,1	52,42,38	1,1,2	98	49	0.865400182415	1.0	1.0,0.914,0.964	0.963,0.955,0.905	0.018
650	"ENSMUSG00000029723"	"Tsc22d4"	chr5	+	137760637	137760970	137760637	137760959	137766222	137766654	650	18,15,13	0,0,1	16,18,24	0,0,0	60	49	1	1.0	1.0,1.0,0.914	1.0,1.0,1.0	-0.029
651	"ENSMUSG00000049606"	"Zfp644"	chr5	-	106843002	106843565	106843508	106843565	106814650	106814711	651	24,12,25	1,3,2	22,17,17	6,0,3	98	49	0.369084575697	1.0	0.923,0.667,0.862	0.647,1.0,0.739	0.022
652	"ENSMUSG00000034842"	"Art3"	chr5	+	92551453	92551515	92551453	92551486	92552695	92552725	652	1,0,1	9,4,8	2,0,2	13,11,17	78	49	1	1.0	0.065,0.0,0.073	0.088,0.0,0.069	-0.006
653	"ENSMUSG00000034842"	"Art3"	chr5	+	92560023	92560130	92560023	92560053	92562100	92562481	653	0,0,1	0,0,0	0,1,0	0,1,0	98	49	1	1.0	NA,NA,1.0	NA,0.333,NA	0.667
655	"ENSMUSG00000024858"	"Grk2"	chr19	-	4337585	4338013	4337850	4338013	4337380	4337494	655	675,677,639	0,0,0	759,738,718	0,1,0	98	49	1	1.0	1.0,1.0,1.0	1.0,0.997,1.0	0.001
656	"ENSMUSG00000024858"	"Grk2"	chr19	-	4341266	4341669	4341617	4341669	4340799	4340899	656	583,566,527	1,0,2	599,586,551	1,2,0	98	49	1	1.0	0.997,1.0,0.992	0.997,0.993,1.0	-0.0
657	"ENSMUSG00000034041"	"Lyl1"	chr8	+	85429268	85429624	85429268	85429352	85429715	85429807	657	6,5,7	1,0,0	6,10,8	0,0,0	98	49	1	1.0	0.75,1.0,1.0	1.0,1.0,1.0	-0.083
658	"ENSMUSG00000049550"	"Clip1"	chr5	-	123768287	123769232	123768515	123769232	123765356	123765473	658	72,76,45	18,22,15	53,52,57	21,19,12	98	49	0.673812136548	1.0	0.667,0.633,0.6	0.558,0.578,0.704	0.02
660	"ENSMUSG00000012609"	"Ttll5"	chr12	+	85964448	85964606	85964448	85964548	85965704	85966011	660	28,46,34	0,2,1	33,38,38	4,1,2	98	49	0.0979300293805	0.8260556669810438	1.0,0.92,0.944	0.805,0.95,0.905	0.068
661	"ENSMUSG00000070953"	"Rabepk"	chr2	-	34687382	34687445	34687386	34687445	34680514	34680667	661	4,2,4	0,3,1	2,3,2	0,0,0	53	49	0.0618744014351	0.6157134314235665	1.0,0.381,0.787	1.0,1.0,1.0	-0.277
662	"ENSMUSG00000070953"	"Rabepk"	chr2	-	34687382	34687445	34687386	34687445	34685183	34685341	662	5,2,4	26,11,13	2,4,2	14,14,15	53	49	0.609459114818	1.0	0.151,0.144,0.221	0.117,0.209,0.11	0.027
663	"ENSMUSG00000053453"	"Thoc7"	chr14	+	8512131	8512303	8512131	8512209	8515106	8515224	663	30,29,18	8,6,3	34,35,30	5,12,3	98	49	0.761626560386	1.0	0.652,0.707,0.75	0.773,0.593,0.833	-0.03
664	"ENSMUSG00000053453"	"Thoc7"	chr14	+	8515106	8515224	8515106	8515197	8516224	8516352	664	375,487,387	15,13,10	387,405,346	17,12,15	76	49	0.316255676188	1.0	0.942,0.96,0.961	0.936,0.956,0.937	0.011
666	"ENSMUSG00000060992"	"Copz1"	chr15	+	103199101	103199335	103199101	103199183	103199755	103199847	666	19,23,14	246,305,236	28,15,20	219,237,241	98	49	0.250735235109	1.0	0.037,0.036,0.029	0.06,0.031,0.04	-0.01
667	"ENSMUSG00000073705"	"Cenps"	chr4	-	149216715	149216839	149216734	149216839	149216095	149216129	667	59,98,68	7,10,3	55,60,48	6,3,4	68	49	0.702000376907	1.0	0.859,0.876,0.942	0.869,0.935,0.896	-0.008
668	"ENSMUSG00000015093"	"Clic3"	chr2	+	25347860	25348002	25347860	25347986	25348126	25348233	668	13,10,13	7,1,6	16,11,13	5,8,3	65	49	0.868315495266	1.0	0.583,0.883,0.62	0.707,0.509,0.766	0.035
670	"ENSMUSG00000001143"	"Lman2l"	chr1	-	36482571	36482690	36482600	36482690	36478689	36478807	670	110,112,101	2,4,4	158,160,195	8,6,10	78	49	0.154836494547	0.9421645903976535	0.972,0.946,0.941	0.925,0.944,0.925	0.022
671	"ENSMUSG00000032299"	"Commd4"	chr9	-	57063455	57063839	57063799	57063839	57063185	57063266	671	118,107,102	1,0,0	129,118,104	0,0,0	98	49	1	1.0	0.983,1.0,1.0	1.0,1.0,1.0	-0.006
672	"ENSMUSG00000030780"	"Rusf1"	chr7	-	127875257	127875584	127875399	127875584	127873804	127873875	672	19,23,22	1,0,0	21,23,20	0,1,0	98	49	1	1.0	0.905,1.0,1.0	1.0,0.92,1.0	-0.005
673	"ENSMUSG00000057948"	"Unc13d"	chr11	-	115957462	115957595	115957515	115957595	115956267	115956373	673	9,2,3	96,49,57	4,4,5	105,92,96	98	49	0.32291995789	1.0	0.045,0.02,0.026	0.019,0.021,0.025	0.009
674	"ENSMUSG00000057948"	"Unc13d"	chr11	-	115960706	115960763	115960712	115960763	115960527	115960625	674	91,57,73	6,4,2	79,93,90	4,6,4	55	49	0.914748327314	1.0	0.931,0.927,0.97	0.946,0.932,0.952	-0.001
675	"ENSMUSG00000057948"	"Unc13d"	chr11	-	115960706	115960937	115960846	115960937	115960527	115960625	675	89,60,72	0,0,0	75,84,95	0,1,0	98	49	1	1.0	1.0,1.0,1.0	1.0,0.977,1.0	0.008
676	"ENSMUSG00000046808"	"Atp10d"	chr5	+	72423313	72423511	72423313	72423417	72424749	72424876	676	2,0,4	14,16,11	6,4,1	11,8,18	98	49	0.128009862798	0.8844019168371785	0.067,0.0,0.154	0.214,0.2,0.027	-0.073
677	"ENSMUSG00000026048"	"Ercc5"	chr1	+	44197303	44197495	44197303	44197419	44197964	44198051	677	15,17,14	23,12,19	13,19,19	21,23,24	98	49	0.676669116461	1.0	0.246,0.415,0.269	0.236,0.292,0.284	0.039
678	"ENSMUSG00000026048"	"Ercc5"	chr1	+	44200136	44200269	44200136	44200197	44200969	44201113	678	2,2,4	24,14,22	1,5,2	45,32,21	98	49	0.466232687188	1.0	0.04,0.067,0.083	0.011,0.072,0.045	0.021
680	"ENSMUSG00000024989"	"Cep55"	chr19	+	38045857	38045990	38045857	38045928	38046236	38046431	680	63,60,71	9,8,5	56,52,46	8,5,7	98	49	0.728978130574	1.0	0.778,0.789,0.877	0.778,0.839,0.767	0.02
681	"ENSMUSG00000024989"	"Cep55"	chr19	+	38045857	38046014	38045857	38045928	38046236	38046431	681	51,52,56	9,8,5	50,38,38	8,5,7	98	49	0.724358143287	1.0	0.739,0.765,0.848	0.758,0.792,0.731	0.024
682	"ENSMUSG00000024989"	"Cep55"	chr19	+	38045857	38046014	38045857	38045990	38046236	38046431	682	30,27,24	24,19,27	21,18,21	18,24,19	73	49	0.536027874006	1.0	0.456,0.488,0.374	0.439,0.335,0.426	0.039
684	"ENSMUSG00000033943"	"Mga"	chr2	+	119762191	119762415	119762191	119762412	119762984	119763167	684	54,82,61	0,0,0	56,33,42	0,0,1	52	49	1	1.0	1.0,1.0,1.0	1.0,1.0,0.975	0.008
686	"ENSMUSG00000003420"	"Fcgrt"	chr7	-	44751825	44752095	44751837	44752095	44751333	44751609	686	2,6,8	22,11,25	9,8,8	25,24,36	61	49	0.82849834995	1.0	0.068,0.305,0.204	0.224,0.211,0.151	-0.003
687	"ENSMUSG00000029174"	"Tbc1d1"	chr5	+	64436673	64436760	64436673	64436746	64439107	64439388	687	68,52,40	0,0,0	63,76,46	1,0,0	63	49	1	1.0	1.0,1.0,1.0	0.98,1.0,1.0	0.007
688	"ENSMUSG00000038705"	"Gmeb2"	chr2	-	180906762	180906901	180906773	180906901	180902087	180902191	688	8,2,4	49,52,50	10,10,2	49,57,60	60	49	0.261492555385	1.0	0.118,0.03,0.061	0.143,0.125,0.027	-0.029
689	"ENSMUSG00000020659"	"Cbll1"	chr12	-	31544580	31544748	31544589	31544748	31542077	31542175	689	19,16,10	3,2,1	14,14,15	3,2,2	58	49	0.681193880029	1.0	0.843,0.871,0.894	0.798,0.855,0.864	0.03
690	"ENSMUSG00000020659"	"Cbll1"	chr12	-	31544580	31544748	31544589	31544748	31542077	31542178	690	43,56,51	13,9,13	36,40,39	8,5,15	58	49	0.904948196125	1.0	0.736,0.84,0.768	0.792,0.871,0.687	-0.002
691	"ENSMUSG00000038671"	"Arfrp1"	chr2	-	181002793	181003265	181003183	181003265	181001431	181001532	691	92,90,89	12,21,17	106,118,90	26,16,19	98	49	0.804044163088	1.0	0.793,0.682,0.724	0.671,0.787,0.703	0.013
692	"ENSMUSG00000038671"	"Arfrp1"	chr2	-	181005806	181006191	181006103	181006191	181003183	181003265	692	145,143,167	0,0,0	163,159,165	0,0,1	98	49	1	1.0	1.0,1.0,1.0	1.0,1.0,0.988	0.004
693	"ENSMUSG00000029173"	"Sepsecs"	chr5	-	52822503	52822736	52822577	52822736	52821509	52821663	693	1,6,2	17,13,20	3,1,3	14,19,16	98	49	0.85533792812	1.0	0.029,0.187,0.048	0.097,0.026,0.086	0.018
694	"ENSMUSG00000029173"	"Sepsecs"	chr5	-	52826240	52826395	52826307	52826395	52823329	52823448	694	28,29,22	0,2,0	21,24,17	1,0,0	98	49	1	1.0	1.0,0.879,1.0	0.913,1.0,1.0	-0.011
696	"ENSMUSG00000056952"	"Tatdn2"	chr6	+	113679061	113679682	113679061	113679499	113680994	113681867	696	207,262,210	5,6,6	197,182,160	3,1,6	98	49	0.325386678378	1.0	0.954,0.956,0.946	0.97,0.989,0.93	-0.011
698	"ENSMUSG00000031012"	"Cask"	chrX	-	13652157	13652288	13652175	13652288	13580904	13581010	698	0,0,2	7,2,6	0,1,2	4,6,2	67	49	0.630444123755	1.0	0.0,0.0,0.196	0.0,0.109,0.422	-0.112
700	"ENSMUSG00000007379"	"Dennd2c"	chr3	+	103053827	103053876	103053827	103053872	103056356	103056538	700	0,0,0	10,3,10	0,1,1	2,8,3	53	49	1	1.0	0.0,0.0,0.0	0.0,0.104,0.236	-0.113
701	"ENSMUSG00000002028"	"Kmt2a"	chr9	-	44728901	44729083	44729002	44729083	44727891	44727956	701	15,14,14	162,120,129	10,8,6	157,187,171	98	49	0.00213799373318	0.12262355516178652	0.044,0.055,0.051	0.031,0.021,0.017	0.027
702	"ENSMUSG00000002028"	"Kmt2a"	chr9	-	44745194	44745317	44745203	44745317	44744157	44744342	702	14,17,8	77,78,74	15,14,16	75,71,108	58	49	0.828401759764	1.0	0.133,0.155,0.084	0.145,0.143,0.111	-0.009
703	"ENSMUSG00000024055"	"Cyp4f13"	chr17	-	33165762	33165977	33165778	33165977	33160029	33160174	703	5,0,2	28,10,13	2,4,1	10,14,6	65	49	0.700940424593	1.0	0.119,0.0,0.104	0.131,0.177,0.112	-0.066
704	"ENSMUSG00000020486"	"Septin4"	chr11	+	87479543	87479911	87479543	87479678	87480000	87480102	704	24,26,33	2,1,1	35,27,21	4,4,5	98	49	0.00749747941234	0.22022716635283038	0.857,0.929,0.943	0.814,0.771,0.677	0.156
705	"ENSMUSG00000029098"	"Acox3"	chr5	+	35741219	35741319	35741219	35741315	35745502	35745657	705	30,17,18	15,16,15	23,35,28	19,18,18	53	49	0.719933447846	1.0	0.649,0.496,0.526	0.528,0.643,0.59	-0.03
706	"ENSMUSG00000020232"	"Hmg20b"	chr10	-	81185845	81186023	81185967	81186023	81185213	81185322	706	31,19,35	94,82,86	23,35,39	83,107,91	98	49	0.729032405229	1.0	0.142,0.104,0.169	0.122,0.141,0.176	-0.008
707	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4061101	4061428	4061345	4061428	4059825	4060009	707	151,195,142	1,0,0	124,155,160	0,0,0	98	49	1	1.0	0.987,1.0,1.0	1.0,1.0,1.0	-0.004
709	"ENSMUSG00000054252"	"Fgfr3"	chr5	+	33879067	33879298	33879067	33879272	33879649	33879855	709	0,1,0	1,1,1	0,1,0	1,2,0	75	49	1	1.0	0.0,0.395,0.0	0.0,0.246,NA	0.009
710	"ENSMUSG00000016344"	"Ppdpf"	chr2	+	180829342	180829679	180829342	180829529	180829796	180829893	710	253,247,193	0,2,1	230,217,208	1,1,2	98	49	1	1.0	1.0,0.984,0.99	0.991,0.991,0.981	0.004
713	"ENSMUSG00000029148"	"Nrbp1"	chr5	+	31401509	31401903	31401509	31401632	31402220	31402310	713	156,119,162	1,0,0	174,161,188	0,0,0	98	49	1	1.0	0.987,1.0,1.0	1.0,1.0,1.0	-0.004
714	"ENSMUSG00000107283"	"Mpv17"	chr5	-	31302583	31302622	31302589	31302622	31302043	31302096	714	0,3,2	23,15,23	4,1,1	28,28,24	55	49	0.911135950083	1.0	0.0,0.151,0.072	0.113,0.031,0.036	0.014
715	"ENSMUSG00000021555"	"Naa35"	chr13	+	59748717	59748885	59748717	59748858	59755059	59755126	715	88,99,108	0,1,0	102,89,92	0,1,0	76	49	1	1.0	1.0,0.985,1.0	1.0,0.983,1.0	0.001
716	"ENSMUSG00000025747"	"Tyms"	chr5	-	30274831	30276705	30276631	30276705	30273463	30273638	716	39,40,40	190,212,217	30,32,33	181,183,163	98	49	0.687155400572	1.0	0.093,0.086,0.084	0.077,0.08,0.092	0.005
717	"ENSMUSG00000036825"	"Ssx2ip"	chr3	+	146110396	146110690	146110396	146110539	146123361	146123545	717	12,12,12	0,0,3	13,13,9	5,1,1	98	49	0.0211828811966	0.3484645124767423	1.0,1.0,0.667	0.565,0.867,0.818	0.139
718	"ENSMUSG00000026213"	"Stk11ip"	chr1	+	75501326	75501587	75501326	75501532	75501731	75501806	718	4,4,7	29,26,17	6,9,4	17,34,28	98	49	0.658373007504	1.0	0.065,0.071,0.171	0.15,0.117,0.067	-0.009
719	"ENSMUSG00000025413"	"Ttc4"	chr4	-	106533794	106533956	106533929	106533956	106531607	106531685	719	158,116,177	0,2,0	120,146,132	0,0,0	98	49	1	1.0	1.0,0.967,1.0	1.0,1.0,1.0	-0.011
720	"ENSMUSG00000029247"	"Paics"	chr5	+	77104392	77104693	77104392	77104590	77107161	77107340	720	19,24,14	293,409,286	14,20,7	268,297,254	98	49	0.490173711775	1.0	0.031,0.029,0.024	0.025,0.033,0.014	0.004
721	"ENSMUSG00000029993"	"Nfu1"	chr6	+	86997700	86997824	86997700	86997821	87000109	87000170	721	9,9,8	93,106,78	13,6,6	87,81,80	52	49	0.88397186431	1.0	0.084,0.074,0.088	0.123,0.065,0.066	-0.003
722	"ENSMUSG00000071653"	"1810009A15Rik"	chr19	+	8866487	8867091	8866487	8866612	8867366	8867464	722	29,9,16	134,101,116	21,21,22	101,136,107	98	49	0.351046414606	1.0	0.098,0.043,0.065	0.094,0.072,0.093	-0.018
723	"ENSMUSG00000029004"	"Kmt2e"	chr5	+	23705448	23705574	23705448	23705528	23705724	23705810	723	367,309,364	0,0,2	385,429,430	0,0,0	95	49	1	1.0	1.0,1.0,0.989	1.0,1.0,1.0	-0.004
725	"ENSMUSG00000036054"	"Sugp2"	chr8	+	70713118	70713967	70713118	70713239	70715520	70715755	725	91,75,115	0,4,2	119,153,134	0,0,0	98	49	0.273575386456	1.0	1.0,0.904,0.966	1.0,1.0,1.0	-0.043
727	"ENSMUSG00000042842"	"Serpinb6b"	chr13	+	33158879	33159029	33158879	33159022	33161507	33161663	727	0,1,0	73,46,55	6,4,2	57,88,57	56	49	0.00216276163739	0.12262355516178652	0.0,0.019,0.0	0.084,0.038,0.03	-0.044
728	"ENSMUSG00000029787"	"Avl9"	chr6	+	56707626	56707696	56707626	56707665	56712347	56712417	728	6,9,7	51,33,29	11,4,7	41,37,41	80	49	0.870452328021	1.0	0.067,0.143,0.129	0.141,0.062,0.095	0.014
729	"ENSMUSG00000036617"	"Etl4"	chr2	+	20789854	20790311	20789854	20790278	20793238	20793422	729	12,13,10	0,0,1	13,17,18	0,1,0	82	49	1	1.0	1.0,1.0,0.857	1.0,0.91,1.0	-0.018
731	"ENSMUSG00000023286"	"Ube2j2"	chr4	+	156028287	156028607	156028287	156028470	156033463	156033594	731	66,83,52	25,35,19	59,47,55	21,17,20	98	49	0.687725758493	1.0	0.569,0.542,0.578	0.584,0.58,0.579	-0.018
732	"ENSMUSG00000029033"	"Acap3"	chr4	+	155987767	155987970	155987767	155987924	155988207	155988315	732	86,65,73	3,2,1	54,46,69	0,7,1	95	49	0.469859025912	1.0	0.937,0.944,0.974	1.0,0.772,0.973	0.037
733	"ENSMUSG00000029033"	"Acap3"	chr4	+	155987767	155988315	155987767	155987970	155989284	155989383	733	42,50,42	0,1,0	43,46,56	0,0,1	98	49	1	1.0	1.0,0.962,1.0	1.0,1.0,0.966	-0.001
734	"ENSMUSG00000029071"	"Dvl1"	chr4	+	155938093	155938543	155938093	155938215	155938786	155938925	734	47,57,48	0,0,2	38,62,58	1,0,0	98	49	1	1.0	1.0,1.0,0.923	0.95,1.0,1.0	-0.009
735	"ENSMUSG00000029071"	"Dvl1"	chr4	+	155939022	155939482	155939022	155939257	155939560	155939637	735	97,112,104	1,1,0	144,149,123	0,1,0	98	49	1	1.0	0.98,0.982,1.0	1.0,0.987,1.0	-0.008
736	"ENSMUSG00000040563"	"Plppr2"	chr9	+	21858241	21858364	21858241	21858348	21858676	21858728	736	0,1,2	0,0,1	0,4,3	0,5,1	65	49	1	1.0	NA,1.0,0.601	NA,0.376,0.693	0.266
737	"ENSMUSG00000024011"	"Pi16"	chr17	+	29545821	29546607	29545821	29545920	29546811	29546944	737	28,12,12	0,0,0	14,15,23	0,1,0	98	49	1	1.0	1.0,1.0,1.0	1.0,0.882,1.0	0.039
738	"ENSMUSG00000037965"	"Zc3h7a"	chr16	-	10963043	10963149	10963105	10963149	10959526	10959635	738	193,143,202	38,37,40	195,199,240	50,50,48	98	49	0.577351192425	1.0	0.717,0.659,0.716	0.661,0.666,0.714	0.017
739	"ENSMUSG00000029060"	"Mib2"	chr4	-	155743350	155743722	155743579	155743722	155742311	155742416	739	37,20,25	4,11,3	34,33,42	5,6,7	98	49	0.671532601816	1.0	0.822,0.476,0.806	0.773,0.733,0.75	-0.051
744	"ENSMUSG00000039768"	"Dnajc11"	chr4	+	152052955	152055387	152052955	152053084	152057936	152058126	744	65,97,68	1,4,0	53,48,48	0,0,0	98	49	0.822429115107	1.0	0.97,0.924,1.0	1.0,1.0,1.0	-0.035
745	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424039	6424317	6424039	6424313	6424578	6424638	745	32,36,33	256,302,244	33,47,28	287,312,297	53	49	0.79236891011	1.0	0.104,0.099,0.111	0.096,0.122,0.08	0.005
746	"ENSMUSG00000031497"	"Tnfsf13b"	chr8	+	10071372	10071487	10071372	10071429	10081309	10081422	746	1,0,1	3,1,1	0,0,0	2,5,1	98	49	1	1.0	0.143,0.0,0.333	0.0,0.0,0.0	0.159
747	"ENSMUSG00000029020"	"Mfn2"	chr4	-	147988906	147989155	147989114	147989155	147987811	147987954	747	0,1,0	28,17,30	1,0,0	27,34,22	98	49	1	1.0	0.0,0.029,0.0	0.018,0.0,0.0	0.004
748	"ENSMUSG00000025199"	"Chuk"	chr19	-	44065684	44065818	44065701	44065818	44063869	44063969	748	77,77,87	32,19,29	88,71,74	25,23,34	66	49	0.775139244241	1.0	0.641,0.751,0.69	0.723,0.696,0.618	0.015
749	"ENSMUSG00000048148"	"Nwd1"	chr8	+	73431462	73431739	73431462	73431696	73434014	73434661	749	46,31,47	2,0,1	42,29,29	1,1,0	92	49	1	1.0	0.925,1.0,0.962	0.957,0.939,1.0	-0.003
750	"ENSMUSG00000024668"	"Sdhaf2"	chr19	-	10494532	10494750	10494683	10494750	10494343	10494453	750	148,133,127	12,13,11	173,161,156	17,21,16	98	49	0.316735925869	1.0	0.86,0.836,0.852	0.836,0.793,0.83	0.03
751	"ENSMUSG00000067916"	"Zfp991"	chr4	+	147249797	147249866	147249797	147249843	147260303	147260361	751	12,10,4	0,0,1	6,7,7	1,0,2	72	49	0.794114603251	1.0	1.0,1.0,0.731	0.803,1.0,0.704	0.075
756	"ENSMUSG00000037326"	"Capn15"	chr17	-	26179038	26179537	26179310	26179537	26178780	26178959	756	71,83,61	1,2,5	54,59,55	3,3,0	98	49	0.757707630138	1.0	0.973,0.954,0.859	0.9,0.908,1.0	-0.007
759	"ENSMUSG00000032009"	"Sesn3"	chr9	+	14219756	14219954	14219756	14219843	14221543	14221726	759	195,175,112	0,1,0	154,182,172	0,0,0	98	49	1	1.0	1.0,0.989,1.0	1.0,1.0,1.0	-0.004
760	"ENSMUSG00000057637"	"Prdm2"	chr4	-	142905857	142905961	142905884	142905961	142896605	142896758	760	23,22,21	0,3,0	35,28,30	0,0,0	76	49	0.751937511552	1.0	1.0,0.825,1.0	1.0,1.0,1.0	-0.058
